Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000047,DEF,Daniel Rioli,Gold Coast SUNS,Adelaide Crows,13570,84.67,84.67,CONFIRMED IN TEAM TO PLAY,113,4
8000142,MID,Touk Miller,Gold Coast SUNS,Adelaide Crows,14400,98.67,98.67,CONFIRMED IN TEAM TO PLAY,87,26
8000162,DEF,Rory Laird,Adelaide Crows,Gold Coast SUNS,15060,99.33,99.33,CONFIRMED IN TEAM TO PLAY,60,15
8000168,DEF,Wayne Milera,Adelaide Crows,Gold Coast SUNS,9680,54.33,54.33,CONFIRMED IN TEAM TO PLAY,68,4
8000175,FWD,Taylor Walker,Adelaide Crows,Gold Coast SUNS,8620,72,72,CONFIRMED IN TEAM TO PLAY,85,26
8000225,RK,Jarrod Witts,Gold Coast SUNS,Adelaide Crows,14250,100,100,CONFIRMED IN TEAM TO PLAY,96,19
8000275,MID,Lachie Weller,Gold Coast SUNS,Adelaide Crows,9470,59.33,59.33,CONFIRMED IN TEAM TO PLAY,52,14
8000514,FWD,Alex Neal-Bullen,Adelaide Crows,Gold Coast SUNS,11970,74,74,CONFIRMED IN TEAM TO PLAY,62,7
8000524,FWD,Ben Keays,Adelaide Crows,Gold Coast SUNS,13360,101.33,101.33,CONFIRMED IN TEAM TO PLAY,73,12
8000618,DEF,Sam Collins,Gold Coast SUNS,Adelaide Crows,7600,48.33,48.33,CONFIRMED IN TEAM TO PLAY,32,17
8000668,RK,Reilly O'Brien,Adelaide Crows,Gold Coast SUNS,12830,86.67,86.67,CONFIRMED IN TEAM TO PLAY,54,25
8000711,DEF,Mitchell Hinge,Adelaide Crows,Gold Coast SUNS,11550,83,83,CONFIRMED IN TEAM TO PLAY,86,22
8000788,FWD,Ben Ainsworth,Gold Coast SUNS,Adelaide Crows,10200,69,69,CONFIRMED IN TEAM TO PLAY,69,6
8000796,MID,Isaac Cumming,Adelaide Crows,Gold Coast SUNS,9220,50,50,CONFIRMED IN TEAM TO PLAY,97,8
8000796,DEF,Isaac Cumming,Adelaide Crows,Gold Coast SUNS,9220,50,50,CONFIRMED IN TEAM TO PLAY,97,8
8000866,FWD,Ben Long,Gold Coast SUNS,Adelaide Crows,9410,69.33,69.33,CONFIRMED IN TEAM TO PLAY,67,6
8000872,MID,Jordan Dawson,Adelaide Crows,Gold Coast SUNS,16230,115,115,CONFIRMED IN TEAM TO PLAY,118,32
8000908,FWD,Darcy Fogarty,Adelaide Crows,Gold Coast SUNS,8590,66.33,66.33,CONFIRMED IN TEAM TO PLAY,64,9
8000910,FWD,Lachlan Murphy,Adelaide Crows,Gold Coast SUNS,8080,0,0,CONFIRMED IN TEAM TO PLAY,48,4
8000955,DEF,Wil Powell,Gold Coast SUNS,Adelaide Crows,9860,50.33,50.33,CONFIRMED IN TEAM TO PLAY,58,5
8001369,MID,Lachlan Sholl,Adelaide Crows,Gold Coast SUNS,10320,65.67,65.67,CONFIRMED IN TEAM TO PLAY,40,22
8001386,DEF,Mark Keane,Adelaide Crows,Gold Coast SUNS,7990,39,39,CONFIRMED IN TEAM TO PLAY,32,7
8001413,FWD,Ben King,Gold Coast SUNS,Adelaide Crows,9320,73.33,73.33,CONFIRMED IN TEAM TO PLAY,45,21
8001416,MID,Izak Rankine,Adelaide Crows,Gold Coast SUNS,13190,97.67,97.67,CONFIRMED IN TEAM TO PLAY,69,36
8001490,DEF,John Noble,Gold Coast SUNS,Adelaide Crows,11300,88.33,88.33,CONFIRMED IN TEAM TO PLAY,82,39
8001503,DEF,Josh Worrell,Adelaide Crows,Gold Coast SUNS,10960,81.67,81.67,CONFIRMED IN TEAM TO PLAY,58,18
8001535,MID,Noah Anderson,Gold Coast SUNS,Adelaide Crows,16250,108.67,108.67,CONFIRMED IN TEAM TO PLAY,92,25
8001536,MID,Connor Budarick,Gold Coast SUNS,Adelaide Crows,9920,55.67,55.67,CONFIRMED IN TEAM TO PLAY,37,8
8001536,DEF,Connor Budarick,Gold Coast SUNS,Adelaide Crows,9920,55.67,55.67,CONFIRMED IN TEAM TO PLAY,37,8
8001539,MID,Sam Flanders,Gold Coast SUNS,Adelaide Crows,14990,94,94,CONFIRMED IN TEAM TO PLAY,99,23
8001539,FWD,Sam Flanders,Gold Coast SUNS,Adelaide Crows,14990,94,94,CONFIRMED IN TEAM TO PLAY,99,23
8001542,MID,Matt Rowell,Gold Coast SUNS,Adelaide Crows,15560,103.67,103.67,CONFIRMED IN TEAM TO PLAY,74,40
8001721,DEF,James Borlase,Adelaide Crows,Gold Coast SUNS,6000,35,35,CONFIRMED IN TEAM TO PLAY,19,10
8001726,FWD,Riley Thilthorpe,Adelaide Crows,Gold Coast SUNS,11460,90.33,90.33,CONFIRMED IN TEAM TO PLAY,105,44
8001726,RK,Riley Thilthorpe,Adelaide Crows,Gold Coast SUNS,11460,90.33,90.33,CONFIRMED IN TEAM TO PLAY,105,44
8001761,DEF,Joel Jeffrey,Gold Coast SUNS,Adelaide Crows,9620,67,67,CONFIRMED IN TEAM TO PLAY,69,8
8001818,MID,James Peatling,Adelaide Crows,Gold Coast SUNS,10560,64,64,CONFIRMED IN TEAM TO PLAY,112,28
8001831,DEF,Luke Nankervis,Adelaide Crows,Gold Coast SUNS,10170,0,0,NAMED AS EMERGENCY RESERVE,14,1
8001831,MID,Luke Nankervis,Adelaide Crows,Gold Coast SUNS,10170,0,0,NAMED AS EMERGENCY RESERVE,14,1
8001833,MID,Jake Soligo,Adelaide Crows,Gold Coast SUNS,13910,113.67,113.67,CONFIRMED IN TEAM TO PLAY,92,52
8001864,DEF,Mac Andrew,Gold Coast SUNS,Adelaide Crows,8460,42,42,CONFIRMED IN TEAM TO PLAY,49,7
8001867,DEF,Bodhi Uwland,Gold Coast SUNS,Adelaide Crows,8840,53.33,53.33,CONFIRMED IN TEAM TO PLAY,53,9
8002273,DEF,Max Michalanney,Adelaide Crows,Gold Coast SUNS,9090,57.33,57.33,CONFIRMED IN TEAM TO PLAY,36,10
8002305,FWD,Bailey Humphrey,Gold Coast SUNS,Adelaide Crows,10180,73,73,CONFIRMED IN TEAM TO PLAY,60,38
8002305,MID,Bailey Humphrey,Gold Coast SUNS,Adelaide Crows,10180,73,73,CONFIRMED IN TEAM TO PLAY,60,38
8002422,MID,Daniel Curtin,Adelaide Crows,Gold Coast SUNS,7990,61.33,61.33,CONFIRMED IN TEAM TO PLAY,53,45
8002422,FWD,Daniel Curtin,Adelaide Crows,Gold Coast SUNS,7990,61.33,61.33,CONFIRMED IN TEAM TO PLAY,53,45
8002497,MID,Sam Clohesy,Gold Coast SUNS,Adelaide Crows,9340,53.33,53.33,CONFIRMED IN TEAM TO PLAY,28,28
8002497,DEF,Sam Clohesy,Gold Coast SUNS,Adelaide Crows,9340,53.33,53.33,CONFIRMED IN TEAM TO PLAY,28,28
8002498,FWD,Will Graham,Gold Coast SUNS,Adelaide Crows,9100,62,62,CONFIRMED IN TEAM TO PLAY,52,30
8002498,MID,Will Graham,Gold Coast SUNS,Adelaide Crows,9100,62,62,CONFIRMED IN TEAM TO PLAY,52,30
8002499,FWD,Ethan Read,Gold Coast SUNS,Adelaide Crows,6000,49.33,49.33,CONFIRMED IN TEAM TO PLAY,37,38
8002499,RK,Ethan Read,Gold Coast SUNS,Adelaide Crows,6000,49.33,49.33,CONFIRMED IN TEAM TO PLAY,37,38
8002500,FWD,Jake Rogers,Gold Coast SUNS,Adelaide Crows,6000,34,34,NAMED AS EMERGENCY RESERVE,10,1
8002502,FWD,Jed Walter,Gold Coast SUNS,Adelaide Crows,6000,53,53,CONFIRMED IN TEAM TO PLAY,68,5
8002526,MID,Sid Draper,Adelaide Crows,Gold Coast SUNS,7080,40.33,40.33,CONFIRMED IN TEAM TO PLAY,54,45
