ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2
8000058,James Harmes,WBD,GWS,Start,10540,73.2,26.242137159292344,47,125.7,MID,
8000059,Jesse Hogan,GWS,WBD,Start,12080,78.6,26.599361929053703,52,131.8,FWD,
8000077,Stephen Coniglio,GWS,WBD,Not Named,8650,0,27.702674408166477,-27.7,55.4,MID,FWD
8000080,Toby Greene,GWS,WBD,Start,12100,82.9,24.572371483624003,58.3,132,FWD,
8000084,Josh Kelly,GWS,WBD,Start,13300,88,25.686061284133025,62.3,139.4,MID,
8000086,Rory Lobb,WBD,GWS,Start,9380,60.6,20.73543036536927,39.9,102.1,DEF,
8000097,Callan Ward,GWS,WBD,Start,10010,63.3,27.005571670563068,36.3,117.3,MID,
8000098,Lachie Whitfield,GWS,WBD,Start,16570,111.1,27.640970971659247,83.5,166.4,DEF,
8000223,Adam Treloar,WBD,GWS,Not Named,16540,0,22.30041520361,-22.3,44.6,MID,
8000278,Marcus Bontempelli,WBD,GWS,Start,15970,102.9,23.81298592083382,79.1,150.5,MID,
8000286,Jason Johannisen,WBD,GWS,Start,12510,73.2,23.798550891849544,49.4,120.8,DEF,
8000288,Tom Liberatore,WBD,GWS,Start,14580,98.1,25.366261877899344,72.7,148.8,MID,
8000297,Jake Stringer,GWS,WBD,Start,7970,59,22.800115153928154,36.2,104.6,FWD,MID
8000434,Taylor Duryea,WBD,GWS,Not Named,9310,0,19.986214025589188,-20,40,DEF,
8000536,Bailey Dale,WBD,GWS,Start,13210,86.8,27.591483053777996,59.2,142,DEF,
8000554,Liam Jones,WBD,GWS,Not Named,6000,0,18.34043099444745,-18.3,36.7,DEF,
8000597,Bailey Williams,WBD,GWS,Start,11660,75.2,18.854749310100434,56.3,112.9,MID,DEF
8000621,Matthew Kennedy,WBD,GWS,Start,13120,88.3,27.009130605758152,61.3,142.3,MID,
8000646,Harry Himmelberg,GWS,WBD,Start,12760,80,23.68285334048994,56.3,127.4,DEF,
8000731,Lachlan Keeffe,GWS,WBD,Not Named,7550,0,17.308897149273893,-17.3,34.6,RK,FWD
8000774,Ryan Gardner,WBD,GWS,Not Named,6000,0,19.179694148610725,-19.2,38.4,DEF,
8000899,Tim English,WBD,GWS,Start,14220,97.3,27.402263435605743,69.9,152.1,RK,
8000957,Jack Buckley,GWS,WBD,Start,8140,54.9,17.209959214857612,37.7,89.3,DEF,
8000958,Brent Daniels,GWS,WBD,Not Named,11630,0,24.919680818115044,-24.9,49.8,FWD,
8000961,Sam Taylor,GWS,WBD,Start,9450,56.4,21.797885816907943,34.6,100,DEF,
8000968,Oskar Baker,WBD,GWS,Not Named,8930,0,24.00793519611698,-24,48,DEF,MID
8000993,Nick Coffield,WBD,GWS,Not Named,6130,0,20.16997684930984,-20.2,40.3,DEF,
8001013,Aaron Naughton,WBD,GWS,Start,9030,62.9,23.5099115359932,39.4,109.9,FWD,
8001015,Ed Richards,WBD,GWS,Start,13110,91.5,23.52788599090352,68,138.6,MID,
8001417,Kieren Briggs,GWS,WBD,Start,12780,88.4,25.582576180930445,62.8,139.6,RK,
8001418,Callum M. Brown,GWS,WBD,Not Named,6000,0,24.10321004139318,-24.1,48.2,FWD,
8001422,Connor Idun,GWS,WBD,Start,11190,72.7,18.326112866396976,54.4,109.4,DEF,
8001423,Xavier O'Halloran,GWS,WBD,Start,6000,47.5,19.43165290984926,28.1,86.4,FWD,
8001428,Toby Bedford,GWS,WBD,Start,9260,63.9,27.684321097245363,36.2,119.3,MID,
8001480,Buku Khamis,WBD,GWS,Start,7260,47.6,16.07388852994565,31.5,79.7,DEF,FWD
8001483,Laitham Vandermeer,WBD,GWS,Start,6000,47.4,19.745564665100414,27.7,86.9,FWD,
8001484,Rhylee West,WBD,GWS,Start,8190,58.2,22.34055412076744,35.9,102.9,FWD,
8001545,Lachie Ash,GWS,WBD,Start,13980,88.7,24.804538682734105,63.9,138.3,DEF,
8001546,Tom Green,GWS,WBD,Start,15190,99.1,28.581669687148494,70.5,156.3,MID,
8001548,Jake Riccardi,GWS,WBD,Start,7880,53.9,22.935716306559293,31,99.8,FWD,RK
8001586,Riley Garcia,WBD,GWS,Not Named,9160,0,23.035549898793057,-23,46.1,FWD,MID
8001587,Cody Weightman,WBD,GWS,Not Named,8690,0,22.34658418106453,-22.3,44.7,FWD,
8001742,Caleb Poulter,WBD,GWS,Not Named,9790,0,23.289528041635286,-23.3,46.6,MID,
8001764,Ryan Angwin,GWS,WBD,Not Named,6970,0,23.41945884583115,-23.4,46.8,MID,
8001768,Conor Stone,GWS,WBD,Start,6000,54.8,18.436696143991806,36.4,91.7,DEF,
8001769,Jacob Wehr,GWS,WBD,Start,8490,61.3,17.70901452374747,43.6,96.7,MID,
8001802,Lachlan McNeil,WBD,GWS,Not Named,7360,0,20.46095053475047,-20.5,40.9,FWD,
8001803,Anthony Scott,WBD,GWS,Not Named,6590,0,18.363607824816413,-18.4,36.7,MID,FWD
8001804,Jamarra Ugle-Hagan,WBD,GWS,Not Named,9630,0,21.797067840434977,-21.8,43.6,FWD,
8001805,Lachlan Bramble,WBD,GWS,Start,10950,67.1,20.522756111455557,46.6,108.1,DEF,
8001868,Leek Aleer,GWS,WBD,Not Named,6260,0,17.885790872967153,-17.9,35.8,DEF,
8001869,Finn Callaghan,GWS,WBD,Start,13070,79.7,18.541299792080327,61.2,116.8,MID,
8001870,Josh Fahey,GWS,WBD,Not Named,6000,0,24.87779656450229,-24.9,49.8,DEF,
8001912,Luke Cleary,WBD,GWS,Start,7630,57,23.459776450578364,33.5,103.9,DEF,
8001913,Sam Darcy,WBD,GWS,Not Named,13110,0,27.00424349369311,-27,54,FWD,RK
8001914,Arthur Jones,WBD,GWS,Not Named,6000,0,15.954100831238762,-16,31.9,FWD,
8001955,Wade Derksen,GWS,WBD,Not Named,6000,0,23.040000000000003,-23,46.1,DEF,
8002308,Aaron Cadman,GWS,WBD,Start,6000,53.4,18.333082748870225,35.1,90.1,FWD,
8002310,Max Gruzewski,GWS,WBD,Not Named,6000,0,19.483326204732087,-19.5,39,FWD,
