ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7001473,Gary Payton,GSW,ORL,,6000,12.3,4.92,7.4,22.1,SG,SF,27022025
7001481,Monte Morris,PHX,NOP,OUT OF GAME,6000,0,0,0,0,PG,,27022025
7001531,Royce O'Neale,PHX,NOP,,9640,24.1,9.64,14.5,43.4,SF,PF,27022025
7001534,Kyle Kuzma,MIL,DEN,ESTIMATED STARTER,12940,35.3,14.12,21.2,63.5,PF,SF,27022025
7001595,Jonathan Isaac,ORL,GSW,,6000,16.3,6.52,9.8,29.3,PF,C,27022025
7001622,Maxi Kleber,LAL,MIN,OUT OF GAME,6000,0,0,0,0,PF,,27022025
7022287,Damion Lee,PHX,NOP,,6000,0,0,0,0,SG,SF,27022025
7022296,Luka Doncic,LAL,MIN,ESTIMATED STARTER,20630,54.8,21.92,32.9,98.6,PG,,27022025
7022309,Gary Trent,MIL,DEN,,6760,17.2,6.88,10.3,31,SG,SF,27022025
7022310,Michael Porter,DEN,MIL,ESTIMATED STARTER,13560,32.9,13.16,19.7,59.2,SF,PF,27022025
7022313,Josh Okogie,CHA,DAL,OUT OF GAME,9440,0,0,0,0,SG,SF,27022025
7022314,Bruce Brown,NOP,PHX,OUT OF GAME,6290,0,0,0,0,PG,SF,27022025
7022322,Miles Bridges,CHA,DAL,ESTIMATED STARTER,15560,40.5,16.2,24.3,72.9,PF,,27022025
7022324,Shake Milton,LAL,MIN,,6000,0,0,0,0,SG,PG,27022025
7022328,Grayson Allen,PHX,NOP,,9420,23.8,9.52,14.3,42.8,SG,SF,27022025
7022331,Moritz Wagner,ORL,GSW,OUT OF GAME,8820,0,0,0,0,C,,27022025
7022341,Kevin Knox,GSW,ORL,,6000,0,0,0,0,SF,,27022025
7022343,Jarred Vanderbilt,LAL,MIN,,6000,11.1,4.44,6.7,20,PF,,27022025
7022346,Donte DiVincenzo,MIN,LAL,ESTIMATED STARTER,11400,23.7,9.48,14.2,42.7,PG,,27022025
7022354,Wendell Carter,ORL,GSW,STARTER,10460,28.3,11.32,17,50.9,C,,27022025
7022447,Gabe Vincent,LAL,MIN,,6000,9.9,3.96,5.9,17.8,PG,SG,27022025
7022505,Daniel Gafford,DAL,CHA,OUT OF GAME,12370,0,0,0,0,C,,27022025
7022510,Jaxson Hayes,LAL,MIN,ESTIMATED STARTER,7790,18.6,7.44,11.2,33.5,C,,27022025
7022511,Cam Reddish,LAL,MIN,,6000,0,0,0,0,SF,SG,27022025
7022515,Rui Hachimura,LAL,MIN,ESTIMATED STARTER,11040,27.2,10.88,16.3,49,PF,SF,27022025
7022520,P.J. Washington,DAL,CHA,ESTIMATED STARTER,15680,37.8,15.12,22.7,68,PF,SF,27022025
7022521,Cody Martin,PHX,NOP,OUT OF GAME,7760,0,0,0,0,SF,SG,27022025
7022522,Grant Williams,CHA,DAL,OUT OF GAME,10150,0,0,0,0,PF,C,27022025
7022534,Zion Williamson,NOP,PHX,ESTIMATED STARTER,16650,43.7,17.48,26.2,78.7,PF,,27022025
7022535,Bol Bol,PHX,NOP,ESTIMATED STARTER,9640,28.3,11.32,17,50.9,PF,,27022025
7022538,Kevin Porter,MIL,DEN,,6640,14.7,5.88,8.8,26.5,SG,PG,27022025
7022540,Nickeil Alexander-Walker,MIN,LAL,,9550,19.5,7.8,11.7,35.1,SG,SF,27022025
7022550,Goga Bitadze,ORL,GSW,,8110,21.2,8.48,12.7,38.2,C,,27022025
7022568,Naz Reid,MIN,LAL,ESTIMATED STARTER,16130,39.1,15.64,23.5,70.4,C,PF,27022025
7022586,Caleb Martin,DAL,CHA,OUT OF GAME,9250,0,0,0,0,PF,,27022025
7022609,Moses Brown,DAL,CHA,,6000,0,0,0,0,C,,27022025
7022610,Vlatko Cancar,DEN,MIL,OUT OF GAME,6000,0,0,0,0,C,,27022025
7022619,DaQuan Jeffries,CHA,DAL,GAME TIME DECISION,6000,8.6,3.44,5.2,15.5,PF,,27022025
7022698,Jaden McDaniels,MIN,LAL,ESTIMATED STARTER,13650,32.5,13,19.5,58.5,SF,,27022025
7022699,Cole Anthony,ORL,GSW,STARTER,9920,28.6,11.44,17.2,51.5,PG,SG,27022025
7022701,Josh Green,CHA,DAL,ESTIMATED STARTER,6480,15.7,6.28,9.4,28.3,SF,,27022025
7022713,Nick Richards,PHX,NOP,ESTIMATED STARTER,8900,24.7,9.88,14.8,44.5,C,,27022025
7022716,Zeke Nnaji,DEN,MIL,,6000,14.1,5.64,8.5,25.4,PF,C,27022025
7022722,Anthony Edwards,MIN,LAL,ESTIMATED STARTER,19410,46.4,18.56,27.8,83.5,SG,PG,27022025
7022730,Trevelin Queen,ORL,GSW,,6000,0,0,0,0,SG,PG,27022025
7022743,LaMelo Ball,CHA,DAL,ESTIMATED STARTER,17890,53.7,21.48,32.2,96.7,PG,,27022025
7022784,Naji Marshall,DAL,CHA,,10830,22.3,8.92,13.4,40.1,SF,PF,27022025
7022799,Kessler Edwards,DAL,CHA,ESTIMATED STARTER,7300,8.9,3.56,5.3,16,SF,PF,27022025
7022806,Jericho Sims,MIL,DEN,,6000,9.5,3.8,5.7,17.1,C,,27022025
7022813,Luka Garza,MIN,LAL,,6000,8.4,3.36,5,15.1,C,,27022025
7022820,Franz Wagner,ORL,GSW,STARTER,16590,44,17.6,26.4,79.2,SF,,27022025
7022821,Jalen Suggs,ORL,GSW,OUT OF GAME,11850,0,0,0,0,PG,SG,27022025
7022828,Moses Moody,GSW,ORL,STARTER,9830,22.1,8.84,13.3,39.8,SG,SF,27022025
7022830,Brandon Boston,NOP,PHX,OUT OF GAME,7920,0,0,0,0,SG,SF,27022025
7022834,Trey Murphy,NOP,PHX,ESTIMATED STARTER,14960,36.8,14.72,22.1,66.2,SF,SG,27022025
7022835,Herbert Jones,NOP,PHX,OUT OF GAME,9230,0,0,0,0,PF,,27022025
7022840,Bones Hyland,MIN,LAL,,6000,0,0,0,0,PG,,27022025
7022843,Tre Mann,CHA,DAL,OUT OF GAME,9070,0,0,0,0,PG,,27022025
7022844,Jeremiah Robinson-Earl,NOP,PHX,,6000,12.6,5.04,7.6,22.7,PF,C,27022025
7022852,Jonathan Kuminga,GSW,ORL,OUT OF GAME,14500,0,0,0,0,PF,SF,27022025
7022858,Austin Reaves,LAL,MIN,ESTIMATED STARTER,14470,39.5,15.8,23.7,71.1,SG,PG,27022025
7022863,Jose Alvarado,NOP,PHX,,11040,32,12.8,19.2,57.6,PG,,27022025
7022873,Mac McClung,ORL,GSW,,6000,0,0,0,0,SG,,27022025
7022881,Jordan Goodwin,LAL,MIN,,6000,5.1,2.04,3.1,9.2,PG,SG,27022025
7022889,Ethan Thompson,ORL,GSW,OUT OF GAME,6000,0,0,0,0,SG,,27022025
7022918,Jalen Crutcher,NOP,PHX,,6000,0,0,0,0,PG,,27022025
7022938,Brandon Williams,DAL,CHA,,6000,0,0,0,0,PG,,27022025
7022949,Jaden Hardy,DAL,CHA,,6000,0,0,0,0,SG,PG,27022025
7022959,AJ Green,MIL,DEN,,6950,18.3,7.32,11,32.9,SG,PG,27022025
7022963,Collin Gillespie,PHX,NOP,,6000,0,0,0,0,PG,,27022025
7022976,Christian Koloko,LAL,MIN,,6000,0,0,0,0,C,,27022025
7022986,Moussa Diabate,CHA,DAL,,7670,15.8,6.32,9.5,28.4,C,,27022025
7022992,Ryan Rollins,MIL,DEN,,6000,0,0,0,0,PG,,27022025
7022997,Max Christie,DAL,CHA,ESTIMATED STARTER,10490,24.1,9.64,14.5,43.4,SG,SF,27022025
7023004,Karlo Matkovic,NOP,PHX,,8940,23.1,9.24,13.9,41.6,PF,C,27022025
7023006,TyTy Washington,PHX,NOP,,6000,0,0,0,0,PG,,27022025
7023012,Mark Williams,CHA,DAL,ESTIMATED STARTER,14190,36.9,14.76,22.1,66.4,C,,27022025
7023013,Paolo Banchero,ORL,GSW,STARTER,16500,46.4,18.56,27.8,83.5,PF,,27022025
7023014,Caleb Houstan,ORL,GSW,,6000,0,0,0,0,SF,PF,27022025
7023016,Peyton Watson,DEN,MIL,OUT OF GAME,7100,0,0,0,0,SF,,27022025
7023017,Christian Braun,DEN,MIL,ESTIMATED STARTER,11320,29.5,11.8,17.7,53.1,SG,SF,27022025
7023024,Josh Minott,MIN,LAL,,6000,0,0,0,0,SF,SG,27022025
7023025,Wendell Moore,CHA,DAL,GAME TIME DECISION,6000,3.1,1.24,1.9,5.6,SG,SF,27022025
7023030,Gui Santos,GSW,ORL,,6000,13.6,5.44,8.2,24.5,PF,SF,27022025
7023044,Pat Spencer,GSW,ORL,,6000,0,0,0,0,PG,,27022025
7023073,Stanley Umude,MIL,DEN,,6000,0,0,0,0,SG,,27022025
7023075,Jamal Cain,NOP,PHX,,6000,7.3,2.92,4.4,13.1,SF,SG,27022025
7023094,Leonard Miller,MIN,LAL,,6000,0,0,0,0,SF,PF,27022025
7023107,Brandon Miller,CHA,DAL,OUT OF GAME,14010,0,0,0,0,SG,,27022025
7023108,Nick Smith,CHA,DAL,ESTIMATED STARTER,9150,24.7,9.88,14.8,44.5,SG,SF,27022025
7023110,Anthony Black,ORL,GSW,,9450,17.8,7.12,10.7,32,PG,,27022025
7023111,Jett Howard,ORL,GSW,,6000,3.5,1.4,2.1,6.3,SF,PF,27022025
7023113,Brandin Podziemski,GSW,ORL,STARTER,10800,26.3,10.52,15.8,47.3,SG,PG,27022025
7023116,Dereck Lively,DAL,CHA,OUT OF GAME,10960,0,0,0,0,C,,27022025
7023117,Olivier-Maxence Prosper,DAL,CHA,,6000,7.2,2.88,4.3,13,PF,,27022025
7023120,Jordan Hawkins,NOP,PHX,ESTIMATED STARTER,8420,18.3,7.32,11,32.9,SG,,27022025
7023122,Julian Strawther,DEN,MIL,,6220,11.1,4.44,6.7,20,SG,SF,27022025
7023135,Andre Jackson,MIL,DEN,,6000,0,0,0,0,SG,SF,27022025
7023136,Chris Livingston,MIL,DEN,,6000,0,0,0,0,SF,,27022025
7023142,Trayce Jackson-Davis,GSW,ORL,,6000,0,0,0,0,C,,27022025
7023151,Hunter Tyson,DEN,MIL,,6000,0,0,0,0,PF,SF,27022025
7023152,Jalen Pickett,DEN,MIL,,6000,2.4,0.96,1.4,4.3,SG,PG,27022025
7023154,Jaylen Clark,MIN,LAL,,6000,17.5,7,10.5,31.5,SG,SF,27022025
7023171,Vasilije Micic,PHX,NOP,,6000,0,0,0,0,PG,,27022025
7023204,Damion Baugh,CHA,DAL,,7100,13.4,5.36,8,24.1,SG,,27022025
7023212,Liam Robbins,MIL,DEN,OUT OF GAME,6000,0,0,0,0,C,,27022025
7023213,Trey Jemison,LAL,MIN,,6000,0,0,0,0,C,,27022025
7023219,Yuri Collins,GSW,ORL,OUT OF GAME,6000,0,0,0,0,PG,,27022025
7023241,Tyler Smith,MIL,DEN,,6000,0,0,0,0,PF,SF,27022025
7023246,Dalton Knecht,LAL,MIN,,6000,7.7,3.08,4.6,13.9,SF,SG,27022025
7023247,Yves Missi,NOP,PHX,ESTIMATED STARTER,10010,27.3,10.92,16.4,49.1,C,,27022025
7023254,Tristan da Silva,ORL,GSW,,6000,10.2,4.08,6.1,18.4,SF,PF,27022025
7023255,Ryan Dunn,PHX,NOP,,6000,1.7,0.68,1,3.1,SF,SG,27022025
7023256,Terrence Shannon,MIN,LAL,,7810,10.1,4.04,6.1,18.2,SG,SF,27022025
7023257,Rob Dillingham,MIN,LAL,,6000,8.4,3.36,5,15.1,PG,,27022025
7023258,DaRon Holmes,DEN,MIL,OUT OF GAME,6000,0,0,0,0,PF,,27022025
7023274,Tidjane Salaun,CHA,DAL,OUT OF GAME,6000,0,0,0,0,PF,SF,27022025
7023283,Bronny James,LAL,MIN,,6000,0,0,0,0,SG,PG,27022025
7023296,Antonio Reeves,NOP,PHX,,6000,8.3,3.32,5,14.9,SG,PG,27022025
7023298,Tristen Newton,MIN,LAL,,6000,0,0,0,0,PG,,27022025
7023303,Jalen Bridges,PHX,NOP,,6000,0,0,0,0,PF,,27022025
7023304,Oso Ighodaro,PHX,NOP,,6000,0,0,0,0,PF,C,27022025
7023305,PJ Hall,DEN,MIL,,6000,0,0,0,0,C,PF,27022025
7023314,KJ Simpson,CHA,DAL,,6000,7.6,3.04,4.6,13.7,PG,,27022025
7023315,Quinten Post,GSW,ORL,,6460,16.7,6.68,10,30.1,C,,27022025
7023335,Jackson Rowe,GSW,ORL,OUT OF GAME,6000,0,0,0,0,PF,SF,27022025
7023372,Trey Alexander,DEN,MIL,,6000,0,0,0,0,SG,PG,27022025
7023374,Jesse Edwards,MIN,LAL,OUT OF GAME,6000,0,0,0,0,C,,27022025
7023377,Spencer Jones,DEN,MIL,,6000,0,0,0,0,SF,SG,27022025
7023900,Kylor Kelley,DAL,CHA,,6000,0,0,0,0,C,,27022025
7023906,Keion Brooks,NOP,PHX,,6000,0,0,0,0,SF,,27022025
7023945,Taran Armstrong,GSW,ORL,OUT OF GAME,6000,0,0,0,0,SG,,27022025
