ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000987,Jeff Green,HOU,SAS,,6000,10.5,4.2,6.3,18.9,PF,C,26022025
7001014,DeMar DeRozan,SAC,UTA,ESTIMATED STARTER,15110,39.8,15.92,23.9,71.6,SF,,26022025
7001019,Kyle Lowry,PHI,NYK,OUT OF GAME,6000,0,0,0,0,PG,SG,26022025
7001020,Jonas Valanciunas,SAC,UTA,,9650,16.7,6.68,10,30.1,C,,26022025
7001023,James Johnson,IND,TOR,,6000,0,0,0,0,PF,C,26022025
7001030,Dennis Schroder,DET,BOS,GAME TIME DECISION,10310,0,6.96,-7,13.9,PG,SG,26022025
7001037,Al Horford,BOS,DET,,7950,22,8.8,13.2,39.6,C,PF,26022025
7001049,Tim Hardaway,DET,BOS,ESTIMATED STARTER,7280,19.2,7.68,11.5,34.6,SG,SF,26022025
7001058,Doug McDermott,SAC,UTA,,6000,0,0,0,0,SF,,26022025
7001088,Zach LaVine,SAC,UTA,ESTIMATED STARTER,15620,46.7,18.68,28,84.1,SG,SF,26022025
7001091,Andrew Wiggins,MIA,ATL,ESTIMATED STARTER,14380,40.2,16.08,24.1,72.4,SF,,26022025
7001117,Andre Drummond,PHI,NYK,ESTIMATED STARTER,9030,22.4,8.96,13.4,40.3,C,,26022025
7001138,Alec Burks,MIA,ATL,,7930,12.5,5,7.5,22.5,SG,PG,26022025
7001144,P.J. Tucker,TOR,IND,OUT OF GAME,6000,0,0,0,0,C,PF,26022025
7001178,Harrison Barnes,SAS,HOU,ESTIMATED STARTER,8530,19.9,7.96,11.9,35.8,PF,SF,26022025
7001197,Nicolas Batum,LAC,CHI,,6000,5.8,2.32,3.5,10.4,PF,,26022025
7001213,Steven Adams,HOU,SAS,,6000,15.8,6.32,9.5,28.4,C,,26022025
7001228,Kevin Love,MIA,ATL,,6000,0,0,0,0,C,,26022025
7001235,Chris Paul,SAS,HOU,ESTIMATED STARTER,11870,32.5,13,19.5,58.5,PG,,26022025
7001313,Kelly Oubre,PHI,NYK,ESTIMATED STARTER,12240,31.8,12.72,19.1,57.2,SF,,26022025
7001317,Terry Rozier,MIA,ATL,,8760,3.4,1.36,2,6.1,PG,SG,26022025
7001320,Richaun Holmes,WAS,POR,ESTIMATED STARTER,9200,28.2,11.28,16.9,50.8,C,,26022025
7001322,T.J. McConnell,IND,TOR,OUT OF GAME,8380,0,0,0,0,PG,,26022025
7001326,Trey Lyles,SAC,UTA,,6000,7.7,3.08,4.6,13.9,PF,C,26022025
7001331,Delon Wright,NYK,PHI,,6000,0,0,0,0,PG,,26022025
7001332,Norman Powell,LAC,CHI,OUT OF GAME,13780,0,0,0,0,SG,SF,26022025
7001333,Myles Turner,IND,TOR,ESTIMATED STARTER,14430,36.2,14.48,21.7,65.2,C,,26022025
7001339,Kristaps Porzingis,BOS,DET,ESTIMATED STARTER,13910,43,17.2,25.8,77.4,C,,26022025
7001341,Cameron Payne,NYK,PHI,,6020,11.6,4.64,7,20.9,PG,SG,26022025
7001360,D'Angelo Russell,BKN,OKC,OUT OF GAME,10640,0,0,0,0,PG,,26022025
7001362,Larry Nance,ATL,MIA,OUT OF GAME,7410,0,0,0,0,C,,26022025
7001367,Karl-Anthony Towns,NYK,PHI,OUT OF GAME,20830,0,0,0,0,C,,26022025
7001399,Georges Niang,ATL,MIA,,10740,23.7,9.48,14.2,42.7,PF,,26022025
7001406,Jaylen Brown,BOS,DET,OUT OF GAME,14820,0,0,0,0,SF,SG,26022025
7001408,Caris LeVert,ATL,MIA,,9910,25.8,10.32,15.5,46.4,SG,SF,26022025
7001409,Pascal Siakam,IND,TOR,ESTIMATED STARTER,14760,40.1,16.04,24.1,72.2,PF,,26022025
7001410,Jakob Poeltl,TOR,IND,ESTIMATED STARTER,13620,33,13.2,19.8,59.4,C,,26022025
7001411,Fred VanVleet,HOU,SAS,OUT OF GAME,13540,0,0,0,0,PG,,26022025
7001417,Ben Simmons,LAC,CHI,,9350,23.8,9.52,14.3,42.8,PG,PF,26022025
7001419,Domantas Sabonis,SAC,UTA,ESTIMATED STARTER,19100,51.7,20.68,31,93.1,C,,26022025
7001425,Kris Dunn,LAC,CHI,ESTIMATED STARTER,10470,26.2,10.48,15.7,47.2,PG,SG,26022025
7001426,Malcolm Brogdon,WAS,POR,OUT OF GAME,9390,0,0,0,0,PG,SG,26022025
7001432,Malik Beasley,DET,BOS,,10070,25.6,10.24,15.4,46.1,SG,SF,26022025
7001437,Derrick Jones,LAC,CHI,,7320,17.3,6.92,10.4,31.1,SF,PF,26022025
7001441,Ivica Zubac,LAC,CHI,ESTIMATED STARTER,16250,45.2,18.08,27.1,81.4,C,,26022025
7001442,Brandon Ingram,TOR,IND,OUT OF GAME,14890,0,0,0,0,SF,PF,26022025
7001500,Derrick White,BOS,DET,ESTIMATED STARTER,14190,35.8,14.32,21.5,64.4,SG,PG,26022025
7001501,Torrey Craig,BOS,DET,,6000,9.7,3.88,5.8,17.5,SF,PF,26022025
7001512,Bogdan Bogdanovic,LAC,CHI,ESTIMATED STARTER,8110,23.8,9.52,14.3,42.8,SG,SF,26022025
7001513,De'Aaron Fox,SAS,HOU,ESTIMATED STARTER,16640,44.9,17.96,26.9,80.8,PG,SG,26022025
7001520,Malik Monk,SAC,UTA,ESTIMATED STARTER,14410,41.9,16.76,25.1,75.4,SG,PG,26022025
7001523,Thomas Bryant,IND,TOR,,8500,16.5,6.6,9.9,29.7,C,,26022025
7001527,Lonzo Ball,CHI,LAC,ESTIMATED STARTER,10130,28.1,11.24,16.9,50.6,PG,SG,26022025
7001528,Chris Boucher,TOR,IND,ESTIMATED STARTER,7350,27.7,11.08,16.6,49.9,PF,C,26022025
7001533,Dillon Brooks,HOU,SAS,ESTIMATED STARTER,9010,26.4,10.56,15.8,47.5,PF,,26022025
7001539,Alex Caruso,OKC,BKN,,8520,19.2,7.68,11.5,34.6,SG,SF,26022025
7001550,Josh Hart,NYK,PHI,ESTIMATED STARTER,16090,42,16.8,25.2,75.6,SF,PF,26022025
7001561,John Collins,UTA,SAC,OUT OF GAME,13470,0,0,0,0,PF,C,26022025
7001570,Bam Adebayo,MIA,ATL,ESTIMATED STARTER,15990,43.2,17.28,25.9,77.8,C,PF,26022025
7001572,Guerschon Yabusele,PHI,NYK,OUT OF GAME,8790,0,0,0,0,PF,C,26022025
7001575,Lauri Markkanen,UTA,SAC,OUT OF GAME,13510,0,0,0,0,SF,,26022025
7001578,Markelle Fultz,SAC,UTA,,6000,9.4,3.76,5.6,16.9,PG,,26022025
7001585,Jayson Tatum,BOS,DET,ESTIMATED STARTER,18840,51.5,20.6,30.9,92.7,PF,,26022025
7001589,Zach Collins,CHI,LAC,ESTIMATED STARTER,11380,30.7,12.28,18.4,55.3,C,,26022025
7001594,OG Anunoby,NYK,PHI,ESTIMATED STARTER,11230,29,11.6,17.4,52.2,PF,SF,26022025
7001610,Luke Kornet,BOS,DET,OUT OF GAME,7760,0,0,0,0,C,,26022025
7022298,Deandre Ayton,POR,WAS,OUT OF GAME,13130,0,0,0,0,C,,26022025
7022300,Kevin Huerter,CHI,LAC,ESTIMATED STARTER,9520,17,6.8,10.2,30.6,SG,,26022025
7022302,Collin Sexton,UTA,SAC,OUT OF GAME,11230,0,0,0,0,SG,PG,26022025
7022306,De'Anthony Melton,BKN,OKC,OUT OF GAME,8390,0,0,0,0,PG,,26022025
7022307,Jevon Carter,CHI,LAC,,6000,9.8,3.92,5.9,17.6,PG,SG,26022025
7022308,Anfernee Simons,POR,WAS,ESTIMATED STARTER,13490,37.8,15.12,22.7,68,SG,PG,26022025
7022321,Svi Mykhailiuk,UTA,SAC,,6660,5.9,2.36,3.5,10.6,SF,SG,26022025
7022332,Jalen Brunson,NYK,PHI,ESTIMATED STARTER,16730,46.9,18.76,28.1,84.4,PG,,26022025
7022333,Landry Shamet,NYK,PHI,,6000,4.3,1.72,2.6,7.7,SG,SF,26022025
7022334,Trae Young,ATL,MIA,ESTIMATED STARTER,18860,51.9,20.76,31.1,93.4,PG,,26022025
7022335,Mikal Bridges,NYK,PHI,ESTIMATED STARTER,11320,26.8,10.72,16.1,48.2,SF,SG,26022025
7022345,Robert Williams,POR,WAS,OUT OF GAME,7460,0,0,0,0,C,,26022025
7022347,Mitchell Robinson,NYK,PHI,OUT OF GAME,6000,0,0,0,0,C,,26022025
7022348,Aaron Holiday,HOU,SAS,,6130,13.5,5.4,8.1,24.3,PG,,26022025
7022352,Shai Gilgeous-Alexander,OKC,BKN,ESTIMATED STARTER,20910,58.4,23.36,35,105.1,PG,,26022025
7022355,Lonnie Walker,PHI,NYK,,6000,12.8,5.12,7.7,23,SG,SF,26022025
7022366,Duncan Robinson,MIA,ATL,,7280,18.3,7.32,11,32.9,SG,,26022025
7022376,Kenrich Williams,OKC,BKN,,6000,6.5,2.6,3.9,11.7,PF,,26022025
7022379,Isaiah Hartenstein,OKC,BKN,ESTIMATED STARTER,13230,30.5,12.2,18.3,54.9,C,,26022025
7022398,Jordan McLaughlin,SAS,HOU,,6000,0,0,0,0,PG,,26022025
7022416,Drew Eubanks,LAC,CHI,,6000,9.4,3.76,5.6,16.9,C,,26022025
7022478,Haywood Highsmith,MIA,ATL,,6000,0,0,0,0,SF,PF,26022025
7022506,Coby White,CHI,LAC,,12080,32.6,13.04,19.6,58.7,SG,SF,26022025
7022512,Talen Horton-Tucker,CHI,LAC,,6000,0,0,0,0,SG,SF,26022025
7022516,Jordan Poole,WAS,POR,ESTIMATED STARTER,13700,35.3,14.12,21.2,63.5,PG,,26022025
7022519,Jalen McDaniels,WAS,POR,,6000,0,0,0,0,SF,PF,26022025
7022523,Matisse Thybulle,POR,WAS,OUT OF GAME,6000,0,0,0,0,SF,,26022025
7022528,Terance Mann,ATL,MIA,,6460,15.9,6.36,9.5,28.6,SG,PG,26022025
7022536,Tyler Herro,MIA,ATL,ESTIMATED STARTER,17020,47.8,19.12,28.7,86,PG,,26022025
7022537,Nic Claxton,BKN,OKC,OUT OF GAME,13140,0,0,0,0,C,,26022025
7022541,Keldon Johnson,SAS,HOU,,8160,20.5,8.2,12.3,36.9,SF,PF,26022025
7022543,RJ Barrett,TOR,IND,ESTIMATED STARTER,15490,44.5,17.8,26.7,80.1,SF,SG,26022025
7022545,Cameron Johnson,BKN,OKC,ESTIMATED STARTER,12810,31.4,12.56,18.8,56.5,PF,SF,26022025
7022569,Luguentz Dort,OKC,BKN,ESTIMATED STARTER,8160,21.3,8.52,12.8,38.3,SF,SG,26022025
7022573,Amir Coffey,LAC,CHI,,7050,16.5,6.6,9.9,29.7,SG,SF,26022025
7022575,Garrison Mathews,ATL,MIA,,6000,0,0,0,0,SG,SF,26022025
7022675,Payton Pritchard,BOS,DET,,11690,28.9,11.56,17.3,52,PG,,26022025
7022677,Aaron Nesmith,IND,TOR,ESTIMATED STARTER,8920,20.9,8.36,12.5,37.6,SF,SG,26022025
7022678,Saddiq Bey,WAS,POR,OUT OF GAME,6000,0,0,0,0,SF,,26022025
7022679,Patrick Williams,CHI,LAC,OUT OF GAME,7650,0,0,0,0,PF,SF,26022025
7022680,Isaiah Joe,OKC,BKN,,6690,12.9,5.16,7.7,23.2,SG,,26022025
7022681,Tyrese Maxey,PHI,NYK,ESTIMATED STARTER,17540,45.6,18.24,27.4,82.1,PG,,26022025
7022683,Paul Reed,DET,BOS,,6000,0,0,0,0,C,,26022025
7022686,Obi Toppin,IND,TOR,,10090,21.7,8.68,13,39.1,PF,C,26022025
7022691,Onyeka Okongwu,ATL,MIA,ESTIMATED STARTER,13230,32.6,13.04,19.6,58.7,C,,26022025
7022702,Precious Achiuwa,NYK,PHI,ESTIMATED STARTER,8680,25.6,10.24,15.4,46.1,C,PF,26022025
7022703,Jalen Smith,CHI,LAC,OUT OF GAME,7130,0,0,0,0,C,,26022025
7022704,Tyrese Haliburton,IND,TOR,ESTIMATED STARTER,17010,42.7,17.08,25.6,76.9,PG,,26022025
7022706,Xavier Tillman,BOS,DET,,6000,0,0,0,0,C,PF,26022025
7022707,Tre Jones,CHI,LAC,,6000,16.5,6.6,9.9,29.7,PG,,26022025
7022708,Devin Vassell,SAS,HOU,ESTIMATED STARTER,11050,28.5,11.4,17.1,51.3,SG,SF,26022025
7022714,Isaiah Stewart,DET,BOS,,7000,15.9,6.36,9.5,28.6,C,,26022025
7022717,Immanuel Quickley,TOR,IND,ESTIMATED STARTER,13300,37.8,15.12,22.7,68,PG,,26022025
7022742,Killian Hayes,BKN,OKC,ESTIMATED STARTER,9090,20.6,8.24,12.4,37.1,PG,,26022025
7022744,Deni Avdija,POR,WAS,ESTIMATED STARTER,15020,39.4,15.76,23.6,70.9,SF,PF,26022025
7022745,Vit Krejci,ATL,MIA,OUT OF GAME,8460,0,0,0,0,SG,SF,26022025
7022746,KJ Martin,UTA,SAC,ESTIMATED STARTER,6690,17.6,7.04,10.6,31.7,PF,,26022025
7022749,Anthony Gill,WAS,POR,,6000,0,0,0,0,PF,C,26022025
7022750,Jae'Sean Tate,HOU,SAS,,6000,8.6,3.44,5.2,15.5,SF,PF,26022025
7022760,Mason Jones,SAC,UTA,,6000,0,0,0,0,SG,,26022025
7022797,Day'Ron Sharpe,BKN,OKC,ESTIMATED STARTER,13310,28.6,11.44,17.2,51.5,C,,26022025
7022800,Cam Thomas,BKN,OKC,OUT OF GAME,13710,0,0,0,0,PG,,26022025
7022803,Jaden Springer,UTA,SAC,,6000,0,0,0,0,PG,SG,26022025
7022804,Charles Bassey,SAS,HOU,OUT OF GAME,7730,0,0,0,0,C,,26022025
7022805,Miles McBride,NYK,PHI,,8040,19.9,7.96,11.9,35.8,PG,SG,26022025
7022807,Quentin Grimes,PHI,NYK,ESTIMATED STARTER,12350,32,12.8,19.2,57.6,SG,SF,26022025
7022808,Scottie Barnes,TOR,IND,OUT OF GAME,16660,0,0,0,0,SF,PG,26022025
7022809,Dalano Banton,POR,WAS,,6180,7.3,2.92,4.4,13.1,PG,SG,26022025
7022812,Cade Cunningham,DET,BOS,ESTIMATED STARTER,20170,52.1,20.84,31.3,93.8,PG,,26022025
7022816,Ayo Dosunmu,CHI,LAC,OUT OF GAME,10350,0,0,0,0,SF,PF,26022025
7022817,Isaiah Jackson,IND,TOR,OUT OF GAME,7370,0,0,0,0,C,,26022025
7022819,Sandro Mamukelashvili,SAS,HOU,,6000,11.5,4.6,6.9,20.7,PF,C,26022025
7022823,Jalen Johnson,ATL,MIA,OUT OF GAME,16760,0,0,0,0,PF,,26022025
7022824,Kai Jones,LAC,CHI,,6000,0,0,0,0,C,,26022025
7022829,Corey Kispert,WAS,POR,,7740,17.2,6.88,10.3,31,SF,SG,26022025
7022831,Keon Johnson,BKN,OKC,ESTIMATED STARTER,10310,25.8,10.32,15.5,46.4,SG,PG,26022025
7022833,Josh Christopher,MIA,ATL,OUT OF GAME,6000,0,0,0,0,PG,,26022025
7022836,Davion Mitchell,MIA,ATL,ESTIMATED STARTER,8230,22.5,9,13.5,40.5,PG,,26022025
7022837,Neemias Queta,BOS,DET,,6000,12.4,4.96,7.4,22.3,C,,26022025
7022838,Ziaire Williams,BKN,OKC,ESTIMATED STARTER,11470,26.3,10.52,15.8,47.3,SF,SG,26022025
7022845,Aaron Wiggins,OKC,BKN,,9880,18.7,7.48,11.2,33.7,SF,,26022025
7022847,Jared Butler,PHI,NYK,,6330,4.6,1.84,2.8,8.3,PG,,26022025
7022853,Josh Giddey,CHI,LAC,ESTIMATED STARTER,17200,37.3,14.92,22.4,67.1,PG,,26022025
7022855,Alperen Sengun,HOU,SAS,ESTIMATED STARTER,17270,52.2,20.88,31.3,94,C,,26022025
7022856,Jalen Green,HOU,SAS,ESTIMATED STARTER,13920,38.1,15.24,22.9,68.6,SG,,26022025
7022859,Jock Landale,HOU,SAS,,6600,0,0,0,0,C,,26022025
7022864,Sam Hauser,BOS,DET,ESTIMATED STARTER,6110,18.6,7.44,11.2,33.5,PF,SF,26022025
7022865,Justin Champagnie,WAS,POR,,6700,12,4.8,7.2,21.6,SF,PF,26022025
7022869,Trendon Watford,BKN,OKC,,9560,21.6,8.64,13,38.9,PF,C,26022025
7022878,A.J. Lawson,TOR,IND,OUT OF GAME,6000,0,0,0,0,SG,PG,26022025
7022890,Jeff Dowtin,PHI,NYK,,6000,0,0,0,0,PG,,26022025
7022896,Micah Potter,UTA,SAC,,6750,7.8,3.12,4.7,14,C,PF,26022025
7022898,Dru Smith,MIA,ATL,OUT OF GAME,7410,0,0,0,0,PG,,26022025
7022900,David Duke,SAS,HOU,,6000,0,0,0,0,SG,,26022025
7022912,Matt Ryan,NYK,PHI,,6000,0,0,0,0,SF,SG,26022025
7022946,Lindy Waters,DET,BOS,,6000,0,0,0,0,PF,,26022025
7022947,Dyson Daniels,ATL,MIA,ESTIMATED STARTER,15170,38,15.2,22.8,68.4,SG,,26022025
7022948,Scoot Henderson,POR,WAS,,11520,31.2,12.48,18.7,56.2,PG,,26022025
7022950,MarJon Beauchamp,LAC,CHI,,6000,0,0,0,0,SF,SG,26022025
7022953,Ron Harper,DET,BOS,GAME TIME DECISION,6000,0,0,0,0,SF,,26022025
7022956,Orlando Robinson,TOR,IND,,6000,0,0,0,0,C,,26022025
7022965,Johnny Juzang,UTA,SAC,,6080,11.5,4.6,6.9,20.7,SG,SF,26022025
7022970,Keon Ellis,SAC,UTA,,7730,20.3,8.12,12.2,36.5,SG,PG,26022025
7022975,JD Davison,BOS,DET,,6000,0,0,0,0,PG,,26022025
7022979,Tyrese Martin,BKN,OKC,,7750,18,7.2,10.8,32.4,SG,,26022025
7022982,Andrew Nembhard,IND,TOR,ESTIMATED STARTER,9510,29,11.6,17.4,52.2,SG,PG,26022025
7022983,Kendall Brown,BKN,OKC,OUT OF GAME,6000,0,0,0,0,SG,,26022025
7022984,Bennedict Mathurin,IND,TOR,,10600,23.4,9.36,14,42.1,SF,,26022025
7022985,Jalen Duren,DET,BOS,ESTIMATED STARTER,15520,32.1,12.84,19.3,57.8,C,,26022025
7022988,Jaden Ivey,DET,BOS,OUT OF GAME,11730,0,0,0,0,PG,,26022025
7022989,Dalen Terry,CHI,LAC,,6000,10.4,4.16,6.2,18.7,SF,,26022025
7022991,Nikola Jovic,MIA,ATL,OUT OF GAME,8720,0,0,0,0,C,,26022025
7022993,Ochai Agbaji,TOR,IND,,7700,22,8.8,13.2,39.6,PF,,26022025
7022996,Keegan Murray,SAC,UTA,ESTIMATED STARTER,10640,26.5,10.6,15.9,47.7,PF,,26022025
7022999,David Roddy,PHI,NYK,,6000,9.8,3.92,5.9,17.6,PF,SF,26022025
7023001,Jake LaRavia,SAC,UTA,,6940,9.5,3.8,5.7,17.1,PF,SF,26022025
7023003,E.J. Liddell,CHI,LAC,,6000,0,0,0,0,C,,26022025
7023005,Jabari Smith,HOU,SAS,ESTIMATED STARTER,9420,31.6,12.64,19,56.9,PF,C,26022025
7023007,Tari Eason,HOU,SAS,OUT OF GAME,11320,0,0,0,0,PF,,26022025
7023008,Blake Wesley,SAS,HOU,,6000,0,0,0,0,PG,,26022025
7023009,Jeremy Sochan,SAS,HOU,,10320,25,10,15,45,PF,,26022025
7023010,Malaki Branham,SAS,HOU,,6000,0,0,0,0,SG,SF,26022025
7023011,Bryce McGowens,POR,WAS,GAME TIME DECISION,6000,0,0,0,0,SG,,26022025
7023018,Jaylin Williams,OKC,BKN,,7050,0,0,0,0,C,,26022025
7023019,Jalen Williams,OKC,BKN,ESTIMATED STARTER,15110,43.7,17.48,26.2,78.7,PF,SF,26022025
7023020,Ousmane Dieng,OKC,BKN,,6000,0,0,0,0,C,PF,26022025
7023021,Chet Holmgren,OKC,BKN,ESTIMATED STARTER,13510,34.8,13.92,20.9,62.6,C,PF,26022025
7023023,Walker Kessler,UTA,SAC,ESTIMATED STARTER,16310,36.8,14.72,22.1,66.2,C,,26022025
7023026,Shaedon Sharpe,POR,WAS,,10400,22.7,9.08,13.6,40.9,SG,SF,26022025
7023027,Jabari Walker,POR,WAS,,6790,15.2,6.08,9.1,27.4,PF,C,26022025
7023031,Dominick Barlow,ATL,MIA,,6000,0,0,0,0,PF,C,26022025
7023033,Julian Champagnie,SAS,HOU,,7590,11.3,4.52,6.8,20.3,SF,,26022025
7023036,Simone Fontecchio,DET,BOS,OUT OF GAME,6000,0,0,0,0,PF,,26022025
7023048,Jared Rhoden,TOR,IND,OUT OF GAME,6000,0,0,0,0,SG,,26022025
7023053,Daeqwon Plowden,ATL,MIA,OUT OF GAME,6220,0,0,0,0,SG,,26022025
7023060,Quenton Jackson,IND,TOR,OUT OF GAME,6000,0,0,0,0,PG,SG,26022025
7023061,Keaton Wallace,ATL,MIA,,6000,0,0,0,0,PG,,26022025
7023080,Nate Williams,HOU,SAS,,6000,0,0,0,0,SG,SF,26022025
7023095,Sidy Cissoko,POR,WAS,OUT OF GAME,6000,0,0,0,0,SG,,26022025
7023097,Justin Minaya,POR,WAS,OUT OF GAME,6000,0,0,0,0,SF,,26022025
7023099,Dariq Whitehead,BKN,OKC,OUT OF GAME,6000,0,0,0,0,SF,PF,26022025
7023100,Noah Clowney,BKN,OKC,OUT OF GAME,7430,0,0,0,0,C,,26022025
7023101,Gradey Dick,TOR,IND,ESTIMATED STARTER,9180,29.2,11.68,17.5,52.6,SG,,26022025
7023102,Ausar Thompson,DET,BOS,ESTIMATED STARTER,10180,25.2,10.08,15.1,45.4,SF,PF,26022025
7023103,Marcus Sasser,DET,BOS,,6000,0,0,0,0,PG,SG,26022025
7023104,Ben Sheppard,IND,TOR,,6000,14.9,5.96,8.9,26.8,SG,,26022025
7023105,Jarace Walker,IND,TOR,,6000,0,0,0,0,PF,SF,26022025
7023106,Kobe Bufkin,ATL,MIA,OUT OF GAME,6000,0,0,0,0,PG,,26022025
7023109,Jaime Jaquez,MIA,ATL,,7940,8.9,3.56,5.3,16,SF,SG,26022025
7023112,Bilal Coulibaly,WAS,POR,ESTIMATED STARTER,11050,27.3,10.92,16.4,49.1,SF,SG,26022025
7023114,Kobe Brown,LAC,CHI,,6000,0,0,0,0,PF,,26022025
7023118,Cam Whitmore,HOU,SAS,,6350,10.4,4.16,6.2,18.7,SF,SG,26022025
7023119,Amen Thompson,HOU,SAS,ESTIMATED STARTER,14900,43,17.2,25.8,77.4,SF,PG,26022025
7023121,Victor Wembanyama,SAS,HOU,OUT OF GAME,20010,0,0,0,0,C,,26022025
7023123,Cason Wallace,OKC,BKN,,7580,17,6.8,10.2,30.6,SG,PG,26022025
7023124,Kris Murray,POR,WAS,,6000,3.5,1.4,2.1,6.3,SF,PF,26022025
7023126,Keyonte George,UTA,SAC,,11760,31.1,12.44,18.7,56,PG,,26022025
7023127,Brice Sensabaugh,UTA,SAC,ESTIMATED STARTER,8410,20.8,8.32,12.5,37.4,SF,PF,26022025
7023128,Taylor Hendricks,UTA,SAC,OUT OF GAME,6870,0,0,0,0,C,,26022025
7023129,Jordan Walsh,BOS,DET,,6000,0,0,0,0,PF,SF,26022025
7023130,Jalen Wilson,BKN,OKC,,7110,13.9,5.56,8.3,25,PF,,26022025
7023131,Julian Phillips,CHI,LAC,,6040,16,6.4,9.6,28.8,PF,,26022025
7023137,Mouhamed Gueye,ATL,MIA,ESTIMATED STARTER,6480,15.6,6.24,9.4,28.1,PF,,26022025
7023141,Tristan Vukcevic,WAS,POR,,6460,18,7.2,10.8,32.4,C,,26022025
7023143,Jordan Miller,LAC,CHI,,6000,0,0,0,0,SF,,26022025
7023144,Maxwell Lewis,BKN,OKC,,6000,0,0,0,0,SF,,26022025
7023145,Colby Jones,WAS,POR,,6000,0,0,0,0,SF,,26022025
7023148,Toumani Camara,POR,WAS,ESTIMATED STARTER,11510,31.6,12.64,19,56.9,PF,SF,26022025
7023156,Rayan Rupert,POR,WAS,,6000,0,0,0,0,SG,SF,26022025
7023157,Jaylen Martin,WAS,POR,,6000,0,0,0,0,SF,,26022025
7023158,Jacob Toppin,NYK,PHI,OUT OF GAME,6000,0,0,0,0,PF,,26022025
7023160,Ricky Council,PHI,NYK,,6000,11.3,4.52,6.8,20.3,SF,PF,26022025
7023162,Oscar Tshiebwe,UTA,SAC,,6000,0,0,0,0,C,,26022025
7023187,Duop Reath,POR,WAS,,6000,0,0,0,0,C,,26022025
7023197,Drew Peterson,BOS,DET,,6000,0,0,0,0,PF,SF,26022025
7023202,Tosan Evbuomwan,BKN,OKC,,7380,12.4,4.96,7.4,22.3,SF,PF,26022025
7023227,Adam Flagler,OKC,BKN,,6000,0,0,0,0,PG,,26022025
7023238,Ron Holland,DET,BOS,,6000,12,4.8,7.2,21.6,SF,,26022025
7023240,Matas Buzelis,CHI,LAC,ESTIMATED STARTER,9990,27.3,10.92,16.4,49.1,PF,,26022025
7023248,Jared McCain,PHI,NYK,OUT OF GAME,9090,0,0,0,0,SG,PG,26022025
7023249,Devin Carter,SAC,UTA,,6000,0,0,0,0,PG,SG,26022025
7023251,Kel'el Ware,MIA,ATL,ESTIMATED STARTER,10950,31,12.4,18.6,55.8,C,,26022025
7023253,Baylor Scheierman,BOS,DET,,6000,0,0,0,0,SG,SF,26022025
7023259,Dillon Jones,OKC,BKN,OUT OF GAME,6000,0,0,0,0,PF,,26022025
7023260,Ja'Kobe Walter,TOR,IND,,6000,12.5,5,7.5,22.5,SG,SF,26022025
7023261,Kyshawn George,WAS,POR,ESTIMATED STARTER,10750,23.9,9.56,14.3,43,PF,,26022025
7023262,Carlton Carrington,WAS,POR,,8190,18.1,7.24,10.9,32.6,PG,,26022025
7023263,Reed Sheppard,HOU,SAS,,6000,0,0,0,0,PG,SG,26022025
7023265,Stephon Castle,SAS,HOU,,8800,17.2,6.88,10.3,31,PG,SG,26022025
