ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000801,Kawhi Leonard,LAC,CLE,ESTIMATED STARTER,14810,40.4,16.16,24.2,72.7,SF,PF,18032025
7000814,Patty Mills,LAC,CLE,,6000,0,0,0,0,PG,,18032025
7000845,Jrue Holiday,BOS,BKN,ESTIMATED STARTER,10590,29.5,11.8,17.7,53.1,PG,SG,18032025
7000889,Clint Capela,ATL,CHA,OUT OF GAME,9200,0,0,0,0,C,,18032025
7000890,James Harden,LAC,CLE,ESTIMATED STARTER,19030,45.2,18.08,27.1,81.4,PG,,18032025
7000949,Giannis Antetokounmpo,MIL,GSW,ESTIMATED STARTER,22270,65.6,26.24,39.4,118.1,PF,C,18032025
7001002,Brook Lopez,MIL,GSW,ESTIMATED STARTER,10240,29.5,11.8,17.7,53.1,C,,18032025
7001037,Al Horford,BOS,BKN,ESTIMATED STARTER,11860,22.5,9,13.5,40.5,C,PF,18032025
7001059,Jimmy Butler,GSW,MIL,ESTIMATED STARTER,14050,37.2,14.88,22.3,67,SF,,18032025
7001066,Taj Gibson,CHA,ATL,,6000,0,0,0,0,C,,18032025
7001102,Jusuf Nurkic,CHA,ATL,,9350,16.7,6.68,10,30.1,C,,18032025
7001171,Stephen Curry,GSW,MIL,OUT OF GAME,16880,0,0,0,0,PG,,18032025
7001176,Draymond Green,GSW,MIL,ESTIMATED STARTER,12590,32.5,13,19.5,58.5,PF,C,18032025
7001197,Nicolas Batum,LAC,CLE,,6760,10,4,6,18,PF,,18032025
7001198,Damian Lillard,MIL,GSW,ESTIMATED STARTER,17700,45.8,18.32,27.5,82.4,PG,,18032025
7001218,Tristan Thompson,CLE,LAC,,6000,0,0,0,0,C,,18032025
7001291,Seth Curry,CHA,ATL,STARTER,6000,15.5,6.2,9.3,27.9,SG,,18032025
7001308,Bobby Portis,MIL,GSW,OUT OF GAME,14920,0,0,0,0,PF,C,18032025
7001311,Kevon Looney,GSW,MIL,,6640,14.2,5.68,8.5,25.6,C,,18032025
7001332,Norman Powell,LAC,CLE,ESTIMATED STARTER,10880,25.4,10.16,15.2,45.7,SG,SF,18032025
7001339,Kristaps Porzingis,BOS,BKN,ESTIMATED STARTER,14560,40.4,16.16,24.2,72.7,C,,18032025
7001357,Pat Connaughton,MIL,GSW,,6000,1.5,0.6,0.9,2.7,SG,SF,18032025
7001360,D'Angelo Russell,BKN,BOS,ESTIMATED STARTER,10930,27.1,10.84,16.3,48.8,PG,,18032025
7001362,Larry Nance,ATL,CHA,OUT OF GAME,7410,0,0,0,0,C,,18032025
7001399,Georges Niang,ATL,CHA,,7920,22.6,9.04,13.6,40.7,PF,,18032025
7001406,Jaylen Brown,BOS,BKN,OUT OF GAME,15440,0,0,0,0,SF,SG,18032025
7001408,Caris LeVert,ATL,CHA,OUT OF GAME,11830,0,0,0,0,SG,SF,18032025
7001417,Ben Simmons,LAC,CLE,,7790,15.1,6.04,9.1,27.2,PG,PF,18032025
7001425,Kris Dunn,LAC,CLE,ESTIMATED STARTER,7440,17.4,6.96,10.4,31.3,PG,SG,18032025
7001429,Buddy Hield,GSW,MIL,,8060,18.1,7.24,10.9,32.6,SG,,18032025
7001437,Derrick Jones,LAC,CLE,,7220,15.7,6.28,9.4,28.3,SF,PF,18032025
7001441,Ivica Zubac,LAC,CLE,ESTIMATED STARTER,15140,42.7,17.08,25.6,76.9,C,,18032025
7001447,Taurean Prince,MIL,GSW,ESTIMATED STARTER,8580,21.4,8.56,12.8,38.5,SF,PF,18032025
7001473,Gary Payton,GSW,MIL,,8310,23.9,9.56,14.3,43,SG,SF,18032025
7001500,Derrick White,BOS,BKN,ESTIMATED STARTER,15790,35.5,14.2,21.3,63.9,SG,PG,18032025
7001501,Torrey Craig,BOS,BKN,,6000,3.3,1.32,2,5.9,SF,PF,18032025
7001512,Bogdan Bogdanovic,LAC,CLE,,9170,15.6,6.24,9.4,28.1,SG,SF,18032025
7001534,Kyle Kuzma,MIL,GSW,ESTIMATED STARTER,10420,31.3,12.52,18.8,56.3,PF,SF,18032025
7001565,Donovan Mitchell,CLE,LAC,ESTIMATED STARTER,15720,42.1,16.84,25.3,75.8,SG,PG,18032025
7001585,Jayson Tatum,BOS,BKN,OUT OF GAME,19480,0,0,0,0,PF,,18032025
7001598,Jarrett Allen,CLE,LAC,ESTIMATED STARTER,13330,33.5,13.4,20.1,60.3,C,,18032025
7001610,Luke Kornet,BOS,BKN,,7300,19.9,7.96,11.9,35.8,C,,18032025
7022306,De'Anthony Melton,BKN,BOS,OUT OF GAME,8390,0,0,0,0,PG,,18032025
7022309,Gary Trent,MIL,GSW,GAME TIME DECISION,6950,19.2,7.68,11.5,34.6,SG,SF,18032025
7022313,Josh Okogie,CHA,ATL,OUT OF GAME,9440,0,0,0,0,SG,SF,18032025
7022322,Miles Bridges,CHA,ATL,OUT OF GAME,19110,0,0,0,0,PF,,18032025
7022334,Trae Young,ATL,CHA,STARTER,19290,51.3,20.52,30.8,92.3,PG,,18032025
7022416,Drew Eubanks,LAC,CLE,,6000,0,0,0,0,C,,18032025
7022498,Ty Jerome,CLE,LAC,,8570,19.8,7.92,11.9,35.6,PG,,18032025
7022504,Darius Garland,CLE,LAC,ESTIMATED STARTER,14200,41.2,16.48,24.7,74.2,PG,,18032025
7022522,Grant Williams,CHA,ATL,OUT OF GAME,10150,0,0,0,0,PF,C,18032025
7022526,De'Andre Hunter,CLE,LAC,,9110,23.8,9.52,14.3,42.8,SF,PF,18032025
7022528,Terance Mann,ATL,CHA,,7350,20.4,8.16,12.2,36.7,SG,PG,18032025
7022537,Nic Claxton,BKN,BOS,ESTIMATED STARTER,12000,26.8,10.72,16.1,48.2,C,,18032025
7022538,Kevin Porter,MIL,GSW,,8150,20.2,8.08,12.1,36.4,SG,PG,18032025
7022545,Cameron Johnson,BKN,BOS,ESTIMATED STARTER,14020,34.6,13.84,20.8,62.3,PF,SF,18032025
7022564,Dean Wade,CLE,LAC,,6100,13.9,5.56,8.3,25,PF,C,18032025
7022573,Amir Coffey,LAC,CLE,,6290,9.3,3.72,5.6,16.7,SG,SF,18032025
7022575,Garrison Mathews,ATL,CHA,,6000,0,0,0,0,SG,SF,18032025
7022583,Max Strus,CLE,LAC,ESTIMATED STARTER,8530,18.3,7.32,11,32.9,SF,SG,18032025
7022584,Javonte Green,CLE,LAC,,6000,0,0,0,0,SF,PF,18032025
7022619,DaQuan Jeffries,CHA,ATL,STARTER,6670,22.5,9,13.5,40.5,PF,,18032025
7022675,Payton Pritchard,BOS,BKN,,11870,29.7,11.88,17.8,53.5,PG,,18032025
7022687,Isaac Okoro,CLE,LAC,,6000,6.2,2.48,3.7,11.2,SF,PF,18032025
7022691,Onyeka Okongwu,ATL,CHA,STARTER,15440,42.8,17.12,25.7,77,C,,18032025
7022701,Josh Green,CHA,ATL,STARTER,6890,19.3,7.72,11.6,34.7,SF,,18032025
7022706,Xavier Tillman,BOS,BKN,,6000,0,0,0,0,C,PF,18032025
7022711,Sam Merrill,CLE,LAC,,6000,13,5.2,7.8,23.4,SG,,18032025
7022743,LaMelo Ball,CHA,ATL,OUT OF GAME,18500,0,0,0,0,PG,,18032025
7022745,Vit Krejci,ATL,CHA,,7820,21.6,8.64,13,38.9,SG,SF,18032025
7022797,Day'Ron Sharpe,BKN,BOS,,8930,19.5,7.8,11.7,35.1,C,,18032025
7022800,Cam Thomas,BKN,BOS,OUT OF GAME,13430,0,0,0,0,PG,,18032025
7022806,Jericho Sims,MIL,GSW,OUT OF GAME,6000,0,0,0,0,C,,18032025
7022811,Evan Mobley,CLE,LAC,ESTIMATED STARTER,15260,41.1,16.44,24.7,74,PF,C,18032025
7022823,Jalen Johnson,ATL,CHA,OUT OF GAME,16760,0,0,0,0,PF,,18032025
7022828,Moses Moody,GSW,MIL,ESTIMATED STARTER,10210,25.6,10.24,15.4,46.1,SG,SF,18032025
7022831,Keon Johnson,BKN,BOS,ESTIMATED STARTER,9200,22.2,8.88,13.3,40,SG,PG,18032025
7022837,Neemias Queta,BOS,BKN,,6400,2.7,1.08,1.6,4.9,C,,18032025
7022838,Ziaire Williams,BKN,BOS,ESTIMATED STARTER,9370,24.3,9.72,14.6,43.7,SF,SG,18032025
7022843,Tre Mann,CHA,ATL,OUT OF GAME,9070,0,0,0,0,PG,,18032025
7022852,Jonathan Kuminga,GSW,MIL,,12410,27.5,11,16.5,49.5,PF,SF,18032025
7022864,Sam Hauser,BOS,BKN,ESTIMATED STARTER,8190,21.6,8.64,13,38.9,PF,SF,18032025
7022869,Trendon Watford,BKN,BOS,,8150,20,8,12,36,PF,C,18032025
7022887,Marcus Garrett,CHA,ATL,,6000,11.2,4.48,6.7,20.2,SG,,18032025
7022945,Braxton Key,GSW,MIL,,6000,0,0,0,0,SF,,18032025
7022947,Dyson Daniels,ATL,CHA,STARTER,13410,36.3,14.52,21.8,65.3,SG,,18032025
7022959,AJ Green,MIL,GSW,,6000,11.9,4.76,7.1,21.4,SG,PG,18032025
7022972,Jamaree Bouyea,MIL,GSW,,6000,0,0,0,0,PG,,18032025
7022975,JD Davison,BOS,BKN,,6000,0,0,0,0,PG,,18032025
7022979,Tyrese Martin,BKN,BOS,,8630,17.3,6.92,10.4,31.1,SG,,18032025
7022986,Moussa Diabate,CHA,ATL,,6430,17.4,6.96,10.4,31.3,C,,18032025
7022990,Patrick Baldwin,LAC,CLE,,6000,0,0,0,0,SF,,18032025
7022992,Ryan Rollins,MIL,GSW,,6000,0,0,0,0,PG,,18032025
7023012,Mark Williams,CHA,ATL,STARTER,15040,37.2,14.88,22.3,67,C,,18032025
7023025,Wendell Moore,CHA,ATL,,6000,17.3,6.92,10.4,31.1,SG,SF,18032025
7023028,Luke Travers,CLE,LAC,,6000,0,0,0,0,SF,,18032025
7023030,Gui Santos,GSW,MIL,,6760,10.9,4.36,6.5,19.6,PF,SF,18032025
7023031,Dominick Barlow,ATL,CHA,,6000,15.7,6.28,9.4,28.3,PF,C,18032025
7023034,Tyson Etienne,BKN,BOS,OUT OF GAME,6000,0,0,0,0,SG,,18032025
7023044,Pat Spencer,GSW,MIL,,6000,6.8,2.72,4.1,12.2,PG,,18032025
7023053,Daeqwon Plowden,ATL,CHA,OUT OF GAME,6220,0,0,0,0,SG,,18032025
7023061,Keaton Wallace,ATL,CHA,OUT OF GAME,6000,0,0,0,0,PG,,18032025
7023073,Stanley Umude,MIL,GSW,,6000,0,0,0,0,SG,,18032025
7023099,Dariq Whitehead,BKN,BOS,OUT OF GAME,6000,0,0,0,0,SF,PF,18032025
7023100,Noah Clowney,BKN,BOS,,7580,15.1,6.04,9.1,27.2,C,,18032025
7023106,Kobe Bufkin,ATL,CHA,OUT OF GAME,6000,0,0,0,0,PG,,18032025
7023107,Brandon Miller,CHA,ATL,OUT OF GAME,14010,0,0,0,0,SG,,18032025
7023108,Nick Smith,CHA,ATL,,9690,21.9,8.76,13.1,39.4,SG,SF,18032025
7023113,Brandin Podziemski,GSW,MIL,ESTIMATED STARTER,11560,26.5,10.6,15.9,47.7,SG,PG,18032025
7023114,Kobe Brown,LAC,CLE,,6000,0,0,0,0,PF,,18032025
7023129,Jordan Walsh,BOS,BKN,,6000,7.5,3,4.5,13.5,PF,SF,18032025
7023130,Jalen Wilson,BKN,BOS,,6590,10.2,4.08,6.1,18.4,PF,,18032025
7023132,Emoni Bates,CLE,LAC,,6000,0,0,0,0,SF,PG,18032025
7023135,Andre Jackson,MIL,GSW,,6000,0,0,0,0,SG,SF,18032025
7023136,Chris Livingston,MIL,GSW,,6000,0,0,0,0,SF,,18032025
7023137,Mouhamed Gueye,ATL,CHA,STARTER,6890,17.4,6.96,10.4,31.3,PF,,18032025
7023138,Seth Lundy,LAC,CLE,OUT OF GAME,6000,0,0,0,0,SF,SG,18032025
7023142,Trayce Jackson-Davis,GSW,MIL,,6790,0,0,0,0,C,,18032025
7023143,Jordan Miller,LAC,CLE,OUT OF GAME,6000,0,0,0,0,SF,,18032025
7023144,Maxwell Lewis,BKN,BOS,,6000,0,0,0,0,SF,,18032025
7023158,Jacob Toppin,ATL,CHA,OUT OF GAME,6000,0,0,0,0,PF,,18032025
7023173,Craig Porter,CLE,LAC,,6000,0,0,0,0,PG,,18032025
7023176,Miles Norris,BOS,BKN,,6000,0,0,0,0,PF,,18032025
7023190,Pete Nance,MIL,GSW,,6000,0,0,0,0,PF,,18032025
7023197,Drew Peterson,BOS,BKN,,6000,0,0,0,0,PF,SF,18032025
