ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date,
7023114,Kobe Brown,LAC,MEM,,6000,0,0,0,0,PF,,12022025,
7023116,Dereck Lively,DAL,GSW,OUT OF GAME,10960,0,0,0,0,C,,12022025,
7023123,Cason Wallace,OKC,MIA,OUT OF GAME,7570,0,0,0,0,SG,SF,12022025,
7023128,Taylor Hendricks,UTA,LAL,OUT OF GAME,6870,0,0,0,0,PF,,12022025,
7023129,Jordan Walsh,BOS,SAS,,6000,0,0,0,0,SF,PF,12022025,
7023132,Emoni Bates,CLE,TOR,,6000,0,0,0,0,SF,,12022025,
7023136,Chris Livingston,MIL,MIN,,6000,0,0,0,0,SF,,12022025,
7023141,Tristan Vukcevic,WAS,IND,,8880,0,0,0,0,C,,12022025,
7023142,Trayce Jackson-Davis,GSW,DAL,,7580,0,0,0,0,C,,12022025,
7023143,Jordan Miller,LAC,MEM,,6000,0,0,0,0,SF,,12022025,
7023144,Maxwell Lewis,BKN,PHI,,6000,0,0,0,0,SF,,12022025,
7023145,Colby Jones,WAS,IND,,6000,0,0,0,0,SG,,12022025,
7023156,Rayan Rupert,POR,DEN,,6000,0,0,0,0,SG,,12022025,
7023157,Jaylen Martin,WAS,IND,,6000,0,0,0,0,SF,,12022025,
7023158,Jacob Toppin,NYK,ATL,OUT OF GAME,6000,0,0,0,0,SF,,12022025,
7023159,Adama Sanogo,CHI,DET,OUT OF GAME,6000,0,0,0,0,C,,12022025,
7023162,Oscar Tshiebwe,UTA,LAL,,6000,0,0,0,0,PF,,12022025,
7023171,Vasilije Micic,PHX,HOU,GAME TIME DECISION,8380,0,0,0,0,PG,SG,12022025,
7023187,Duop Reath,POR,DEN,,6000,0,0,0,0,C,,12022025,
7023197,Drew Peterson,BOS,SAS,OUT OF GAME,6000,0,0,0,0,PF,,12022025,
7023204,Damion Baugh,CHA,ORL,,6000,0,0,0,0,SG,,12022025,
7023212,Liam Robbins,MIL,MIN,,6000,0,0,0,0,C,,12022025,
7023213,Trey Jemison,LAL,UTA,,6000,0,0,0,0,C,,12022025,
7023227,Adam Flagler,OKC,MIA,,6000,0,0,0,0,SG,,12022025,
7023241,Tyler Smith,MIL,MIN,,6000,0,0,0,0,PF,,12022025,
7023248,Jared McCain,PHI,BKN,OUT OF GAME,9090,0,0,0,0,PG,SG,12022025,
7023249,Devin Carter,SAC,NOP,,6000,0,0,0,0,PG,,12022025,
7023258,DaRon Holmes,DEN,POR,OUT OF GAME,6000,0,0,0,0,PF,,12022025,
7023268,Cody Williams,UTA,LAL,,6000,0,0,0,0,SG,,12022025,
7023270,Pacome Dadiet,NYK,ATL,OUT OF GAME,6000,0,0,0,0,SG,,12022025,
7023272,Nikola Topic,OKC,MIA,OUT OF GAME,6000,0,0,0,0,PG,,12022025,
7023276,AJ Johnson,WAS,IND,,6000,0,0,0,0,SG,,12022025,
7023277,Keshad Johnson,MIA,OKC,,6000,0,0,0,0,SF,,12022025,
7023283,Bronny James,LAL,UTA,GAME TIME DECISION,6000,0,0,0,0,SG,PG,12022025,
7023284,Isaiah Crawford,SAC,NOP,,6000,0,0,0,0,SF,,12022025,
7023285,Isaac Jones,SAC,NOP,,6000,0,0,0,0,PF,,12022025,
7023290,Anton Watson,BOS,SAS,OUT OF GAME,6000,0,0,0,0,SF,,12022025,
7023292,Kevin McCullar,NYK,ATL,GAME TIME DECISION,6000,0,0,0,0,SF,,12022025,
7023293,Tyler Kolek,NYK,ATL,GAME TIME DECISION,6000,0,0,0,0,PG,,12022025,
7023294,Ariel Hukporti,NYK,ATL,,6000,0,0,0,0,C,,12022025,
7023296,Antonio Reeves,NOP,SAC,,6000,0,0,0,0,SG,,12022025,
7023298,Tristen Newton,MIN,MIL,,6000,0,0,0,0,SG,,12022025,
7023300,Cam Christie,LAC,MEM,,6000,0,0,0,0,SG,,12022025,
7023303,Jalen Bridges,PHX,HOU,,6000,0,0,0,0,SF,,12022025,
7023304,Oso Ighodaro,PHX,HOU,,6000,0,0,0,0,PF,C,12022025,
7023305,PJ Hall,DEN,POR,,6000,0,0,0,0,C,,12022025,
7023306,Ajay Mitchell,OKC,MIA,OUT OF GAME,6000,0,0,0,0,SG,,12022025,
7023307,Alex Ducas,OKC,MIA,,6000,0,0,0,0,SG,,12022025,
7023308,Ulrich Chomche,TOR,CLE,OUT OF GAME,6000,0,0,0,0,PF,,12022025,
7023309,Branden Carlson,OKC,MIA,,6000,0,0,0,0,C,,12022025,
7023312,Daniss Jenkins,DET,CHI,,6000,0,0,0,0,PG,,12022025,
7023314,KJ Simpson,CHA,ORL,OUT OF GAME,11180,0,6,-6,12,PG,,12022025,
7023316,Reece Beekman,BKN,PHI,,6000,0,0,0,0,PG,,12022025,
7023317,Cam Spencer,MEM,LAC,OUT OF GAME,6000,0,0,0,0,SG,,12022025,
7023319,N'Faly Dante,HOU,PHX,,6000,0,0,0,0,C,,12022025,
7023321,Harrison Ingram,SAS,BOS,OUT OF GAME,6000,0,0,0,0,SF,,12022025,
7023323,Bobi Klintman,DET,CHI,,6000,0,0,0,0,SF,,12022025,
7023324,Zyon Pullin,MEM,LAC,,6000,0,0,0,0,SG,,12022025,
7023335,Jackson Rowe,GSW,DAL,,6000,0,0,0,0,PF,,12022025,
7023349,Riley Minix,SAS,BOS,OUT OF GAME,6000,0,0,0,0,SF,,12022025,
7023369,Isaiah Stevens,MIA,OKC,OUT OF GAME,6000,0,0,0,0,PG,,12022025,
7023372,Trey Alexander,DEN,POR,,6000,0,0,0,0,SG,,12022025,
7023374,Jesse Edwards,MIN,MIL,OUT OF GAME,6000,0,0,0,0,C,,12022025,
7023375,Jack McVeigh,HOU,PHX,,6000,0,0,0,0,SF,,12022025,
7023377,Spencer Jones,DEN,POR,,6000,0,0,0,0,SF,,12022025,
7023867,Trentyn Flowers,LAC,MEM,,6000,0,0,0,0,SF,,12022025,
7023906,Keion Brooks,NOP,SAC,,6000,0,0,0,0,SF,,12022025,
7023908,Emanuel Miller,CHI,DET,,6000,0,0,0,0,SF,,12022025,
7023913,Yuki Kawamura,MEM,LAC,,6000,0,0,0,0,PG,,12022025,
7023914,RayJ Dennis,IND,WAS,OUT OF GAME,6000,0,0,0,0,SG,,12022025,
7023917,Tolu Smith,DET,CHI,,6000,0,0,0,0,C,,12022025,
7023918,Jamison Battle,TOR,CLE,,6000,0,0,0,0,SF,,12022025,
7023928,Elijah Harkless,UTA,LAL,,6000,0,0,0,0,SG,,12022025,
