ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000801,Kawhi Leonard,LAC,MIL,ESTIMATED STARTER,13650,42.4,16.96,25.4,76.3,SF,PF,20022025
7000810,Cory Joseph,ORL,ATL,,6000,0,0,0,0,PG,,20022025
7000814,Patty Mills,LAC,MIL,,6000,2.1,0.84,1.3,3.8,PG,,20022025
7000835,Eric Gordon,PHI,BOS,OUT OF GAME,6000,0,0,0,0,SG,,20022025
7000845,Jrue Holiday,BOS,PHI,STARTER,9520,23,9.2,13.8,41.4,PG,SG,20022025
7000848,Elfrid Payton,CHA,DEN,ESTIMATED STARTER,8290,23.5,9.4,14.1,42.3,PG,,20022025
7000854,Aaron Gordon,DEN,CHA,ESTIMATED STARTER,9330,26.1,10.44,15.7,47,PF,C,20022025
7000855,Nikola Vucevic,CHI,NYK,ESTIMATED STARTER,16350,40.9,16.36,24.5,73.6,C,,20022025
7000889,Clint Capela,ATL,ORL,,9690,2.1,0.84,1.3,3.8,C,,20022025
7000890,James Harden,LAC,MIL,ESTIMATED STARTER,18020,51,20.4,30.6,91.8,PG,,20022025
7000905,Paul George,PHI,BOS,STARTER,12880,37.3,14.92,22.4,67.1,PF,SF,20022025
7000907,Jerami Grant,POR,LAL,ESTIMATED STARTER,11310,28.6,11.44,17.2,51.5,PF,,20022025
7000911,Joel Embiid,PHI,BOS,STARTER,20360,53.9,21.56,32.3,97,C,,20022025
7000923,Bismack Biyombo,SAS,PHX,,6000,1.7,0.68,1,3.1,C,,20022025
7000949,Giannis Antetokounmpo,MIL,LAC,ESTIMATED STARTER,23210,49.9,19.96,29.9,89.8,PF,C,20022025
7000967,Bradley Beal,PHX,SAS,,11480,28.4,11.36,17,51.1,SG,SF,20022025
7001000,Mason Plumlee,PHX,SAS,,6320,10.2,4.08,6.1,18.4,C,,20022025
7001002,Brook Lopez,MIL,LAC,ESTIMATED STARTER,9990,25.9,10.36,15.5,46.6,C,,20022025
7001019,Kyle Lowry,PHI,BOS,OUT OF GAME,6000,0,0,0,0,PG,SG,20022025
7001023,James Johnson,IND,MEM,,6000,0,0,0,0,PF,C,20022025
7001037,Al Horford,BOS,PHI,,8500,18.5,7.4,11.1,33.3,C,PF,20022025
7001066,Taj Gibson,CHA,DEN,,6430,0,0,0,0,C,,20022025
7001102,Jusuf Nurkic,CHA,DEN,ESTIMATED STARTER,9740,28.3,11.32,17,50.9,C,,20022025
7001108,Gary Harris,ORL,ATL,,6000,7.8,3.12,4.7,14,SG,SF,20022025
7001117,Andre Drummond,PHI,BOS,,7470,4.2,1.68,2.5,7.6,C,,20022025
7001119,Kentavious Caldwell-Pope,ORL,ATL,STARTER,7700,18.9,7.56,11.3,34,SG,,20022025
7001145,Markieff Morris,LAL,POR,,6000,0,0,0,0,PF,C,20022025
7001153,Alex Len,LAL,POR,,6000,12.3,4.92,7.4,22.1,C,,20022025
7001178,Harrison Barnes,SAS,PHX,ESTIMATED STARTER,9660,23.5,9.4,14.1,42.3,PF,SF,20022025
7001197,Nicolas Batum,LAC,MIL,,6000,5.3,2.12,3.2,9.5,PF,,20022025
7001198,Damian Lillard,MIL,LAC,ESTIMATED STARTER,17000,37.5,15,22.5,67.5,PG,,20022025
7001203,Russell Westbrook,DEN,CHA,ESTIMATED STARTER,12290,29.9,11.96,17.9,53.8,PG,,20022025
7001210,Kevin Durant,PHX,SAS,ESTIMATED STARTER,16990,43.8,17.52,26.3,78.8,PF,,20022025
7001216,LeBron James,LAL,POR,ESTIMATED STARTER,21120,57.1,22.84,34.3,102.8,SF,PF,20022025
7001218,Tristan Thompson,CLE,BKN,,6000,0,0,0,0,C,,20022025
7001235,Chris Paul,SAS,PHX,ESTIMATED STARTER,11750,33.8,13.52,20.3,60.8,PG,,20022025
7001238,DeAndre Jordan,DEN,CHA,,6000,13,5.2,7.8,23.4,C,,20022025
7001291,Seth Curry,CHA,DEN,,6430,13.9,5.56,8.3,25,SG,,20022025
7001308,Bobby Portis,MIL,LAC,OUT OF GAME,14920,0,0,0,0,PF,C,20022025
7001313,Kelly Oubre,PHI,BOS,STARTER,12140,30.2,12.08,18.1,54.4,SF,,20022025
7001322,T.J. McConnell,IND,MEM,,8400,16.6,6.64,10,29.9,PG,,20022025
7001323,Jahlil Okafor,IND,MEM,,6000,0,0,0,0,C,,20022025
7001331,Delon Wright,NYK,CHI,,6000,0,0,0,0,PG,,20022025
7001332,Norman Powell,LAC,MIL,OUT OF GAME,13780,0,0,0,0,SG,SF,20022025
7001333,Myles Turner,IND,MEM,STARTER,13540,33.7,13.48,20.2,60.7,C,,20022025
7001339,Kristaps Porzingis,BOS,PHI,STARTER,15000,42.9,17.16,25.7,77.2,C,,20022025
7001341,Cameron Payne,NYK,CHI,,8540,16.4,6.56,9.8,29.5,PG,SG,20022025
7001347,Nikola Jokic,DEN,CHA,ESTIMATED STARTER,24670,73.3,29.32,44,131.9,C,,20022025
7001353,Devin Booker,PHX,SAS,ESTIMATED STARTER,16740,46.7,18.68,28,84.1,SG,PG,20022025
