ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000801,Kawhi Leonard,LAC,UTA,OUT OF GAME,12490,0,0,0,0,SF,PF,13022025
7000808,Kyle Anderson,MIA,DAL,,6000,11.5,4.6,6.9,20.7,SF,PF,13022025
7000814,Patty Mills,LAC,UTA,,6000,0,0,0,0,PG,,13022025
7000823,Jae Crowder,SAC,NOP,,6000,0,0,0,0,PF,,13022025
7000838,Anthony Davis,DAL,MIA,OUT OF GAME,20840,0,0,0,0,PF,C,13022025
7000873,Julius Randle,MIN,OKC,OUT OF GAME,13690,0,0,0,0,PF,,13022025
7000875,Jordan Clarkson,UTA,LAC,OUT OF GAME,12240,0,0,0,0,SG,,13022025
7000890,James Harden,LAC,UTA,ESTIMATED STARTER,18120,53.3,21.32,32,95.9,PG,,13022025
7000933,Cody Zeller,HOU,GSW,OUT OF GAME,6000,0,0,0,0,C,,13022025
7000984,Kelly Olynyk,NOP,SAC,OUT OF GAME,8650,0,0,0,0,C,PF,13022025
7000987,Jeff Green,HOU,GSW,,6000,7.6,3.04,4.6,13.7,PF,C,13022025
7000988,Dwight Powell,DAL,MIA,OUT OF GAME,6000,0,0,0,0,C,,13022025
7001014,DeMar DeRozan,SAC,NOP,ESTIMATED STARTER,14110,37.6,15.04,22.6,67.7,PF,SF,13022025
7001020,Jonas Valanciunas,SAC,NOP,,7920,21.5,8.6,12.9,38.7,C,,13022025
7001058,Doug McDermott,SAC,NOP,,6000,0,0,0,0,SF,,13022025
7001059,Jimmy Butler,GSW,HOU,ESTIMATED STARTER,14010,33.6,13.44,20.2,60.5,SF,,13022025
7001072,Mike Conley,MIN,OKC,OUT OF GAME,9760,0,0,0,0,PG,,13022025
7001088,Zach LaVine,SAC,NOP,ESTIMATED STARTER,14730,42.4,16.96,25.4,76.3,SG,SF,13022025
7001091,Andrew Wiggins,MIA,DAL,OUT OF GAME,12780,0,0,0,0,SF,PF,13022025
7001116,Spencer Dinwiddie,DAL,MIA,ESTIMATED STARTER,8280,31.2,12.48,18.7,56.2,PG,SG,13022025
7001129,Dante Exum,DAL,MIA,ESTIMATED STARTER,7320,18.8,7.52,11.3,33.8,PG,SG,13022025
7001131,Rudy Gobert,MIN,OKC,OUT OF GAME,14330,0,0,0,0,C,,13022025
7001137,Joe Ingles,MIN,OKC,,6000,9.3,3.72,5.6,16.7,SF,,13022025
7001138,Alec Burks,MIA,DAL,,6000,20,8,12,36,SG,,13022025
7001171,Stephen Curry,GSW,HOU,ESTIMATED STARTER,16730,45.7,18.28,27.4,82.3,PG,SG,13022025
7001176,Draymond Green,GSW,HOU,ESTIMATED STARTER,11510,32.3,12.92,19.4,58.1,PF,C,13022025
7001184,Klay Thompson,DAL,MIA,OUT OF GAME,10790,0,0,0,0,SF,,13022025
7001193,CJ McCollum,NOP,SAC,ESTIMATED STARTER,14010,33.8,13.52,20.3,60.8,PG,,13022025
7001197,Nicolas Batum,LAC,UTA,,6000,10.3,4.12,6.2,18.5,SF,PF,13022025
7001213,Steven Adams,HOU,GSW,,7810,16.4,6.56,9.8,29.5,C,,13022025
7001221,Kyrie Irving,DAL,MIA,OUT OF GAME,17310,0,0,0,0,SG,,13022025
7001228,Kevin Love,MIA,DAL,OUT OF GAME,6000,0,0,0,0,PF,C,13022025
7001311,Kevon Looney,GSW,HOU,,6610,20.6,8.24,12.4,37.1,C,,13022025
7001317,Terry Rozier,MIA,DAL,OUT OF GAME,10400,0,0,0,0,PG,,13022025
7001326,Trey Lyles,SAC,NOP,,6020,10.4,4.16,6.2,18.7,PF,C,13022025
7001332,Norman Powell,LAC,UTA,ESTIMATED STARTER,13790,39.3,15.72,23.6,70.7,SG,SF,13022025
