ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000810,Cory Joseph,ORL,CHI,,6000,0,0,0,0,PG,,6032025
7000835,Eric Gordon,PHI,BOS,OUT OF GAME,6000,0,0,0,0,SG,,6032025
7000845,Jrue Holiday,BOS,PHI,OUT OF GAME,9370,0,0,0,0,PG,SG,6032025
7000855,Nikola Vucevic,CHI,ORL,OUT OF GAME,15600,0,0,0,0,C,,6032025
7000889,Clint Capela,ATL,IND,,9320,21.2,8.48,12.7,38.2,C,,6032025
7000905,Paul George,PHI,BOS,OUT OF GAME,14080,0,0,0,0,PF,SF,6032025
7000911,Joel Embiid,PHI,BOS,OUT OF GAME,16940,0,0,0,0,C,,6032025
7000984,Kelly Olynyk,NOP,HOU,ESTIMATED STARTER,10890,26.9,10.76,16.1,48.4,C,,6032025
7000987,Jeff Green,HOU,NOP,,6000,0,0,0,0,PF,C,6032025
7001019,Kyle Lowry,PHI,BOS,OUT OF GAME,6000,0,0,0,0,PG,SG,6032025
7001023,James Johnson,IND,ATL,,6000,0,0,0,0,PF,C,6032025
7001037,Al Horford,BOS,PHI,OUT OF GAME,9170,0,0,0,0,C,PF,6032025
7001059,Jimmy Butler,GSW,BKN,ESTIMATED STARTER,13600,36.5,14.6,21.9,65.7,SF,,6032025
7001108,Gary Harris,ORL,CHI,,6000,0,0,0,0,SG,SF,6032025
7001117,Andre Drummond,PHI,BOS,ESTIMATED STARTER,11090,24.9,9.96,14.9,44.8,C,,6032025
7001119,Kentavious Caldwell-Pope,ORL,CHI,STARTER,7960,19.4,7.76,11.6,34.9,SG,,6032025
7001145,Markieff Morris,LAL,NYK,OUT OF GAME,6000,0,0,0,0,PF,C,6032025
7001153,Alex Len,LAL,NYK,,6000,0,0,0,0,C,,6032025
7001171,Stephen Curry,GSW,BKN,ESTIMATED STARTER,18120,44.7,17.88,26.8,80.5,PG,,6032025
7001176,Draymond Green,GSW,BKN,ESTIMATED STARTER,12200,33.5,13.4,20.1,60.3,PF,C,6032025
7001193,CJ McCollum,NOP,HOU,ESTIMATED STARTER,13440,33.2,13.28,19.9,59.8,PG,SG,6032025
7001213,Steven Adams,HOU,NOP,,6000,15.9,6.36,9.5,28.6,C,,6032025
7001216,LeBron James,LAL,NYK,ESTIMATED STARTER,19170,52.1,20.84,31.3,93.8,SF,PF,6032025
7001311,Kevon Looney,GSW,BKN,,6780,15.9,6.36,9.5,28.6,C,,6032025
7001313,Kelly Oubre,PHI,BOS,ESTIMATED STARTER,13060,32.5,13,19.5,58.5,SF,,6032025
7001322,T.J. McConnell,IND,ATL,ESTIMATED STARTER,8270,27.6,11.04,16.6,49.7,PG,,6032025
7001331,Delon Wright,NYK,LAL,,6000,0,0,0,0,PG,,6032025
7001333,Myles Turner,IND,ATL,ESTIMATED STARTER,13470,38.9,15.56,23.3,70,C,,6032025
7001339,Kristaps Porzingis,BOS,PHI,OUT OF GAME,14190,0,0,0,0,C,,6032025
7001341,Cameron Payne,NYK,LAL,,6000,11.7,4.68,7,21.1,PG,SG,6032025
7001360,D'Angelo Russell,BKN,GSW,ESTIMATED STARTER,10150,25.8,10.32,15.5,46.4,PG,,6032025
7001362,Larry Nance,ATL,IND,OUT OF GAME,7410,0,0,0,0,C,,6032025
7001367,Karl-Anthony Towns,NYK,LAL,ESTIMATED STARTER,18620,50,20,30,90,C,,6032025
7001396,Dejounte Murray,NOP,HOU,OUT OF GAME,15560,0,0,0,0,PG,,6032025
7001399,Georges Niang,ATL,IND,,8690,22.1,8.84,13.3,39.8,PF,,6032025
7001401,Dorian Finney-Smith,LAL,NYK,ESTIMATED STARTER,8120,20.2,8.08,12.1,36.4,PF,C,6032025
7001406,Jaylen Brown,BOS,PHI,OUT OF GAME,15690,0,0,0,0,SF,SG,6032025
7001408,Caris LeVert,ATL,IND,,11180,28.8,11.52,17.3,51.8,SG,SF,6032025
