ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000808,Kyle Anderson,MIA,DET,,6320,14.7,5.88,8.8,26.5,SF,PF,19032025
7000810,Cory Joseph,ORL,HOU,STARTER,6080,17.8,7.12,10.7,32,PG,,19032025
7000823,Jae Crowder,SAC,CLE,,6000,0,0,0,0,PF,C,19032025
7000835,Eric Gordon,PHI,OKC,OUT OF GAME,6000,0,0,0,0,SG,,19032025
7000838,Anthony Davis,DAL,IND,OUT OF GAME,20840,0,0,0,0,PF,C,19032025
7000854,Aaron Gordon,DEN,LAL,ESTIMATED STARTER,11690,30.6,12.24,18.4,55.1,PF,C,19032025
7000855,Nikola Vucevic,CHI,PHX,ESTIMATED STARTER,15230,40.9,16.36,24.5,73.6,C,,19032025
7000858,Tobias Harris,DET,MIA,ESTIMATED STARTER,11430,30.2,12.08,18.1,54.4,PF,,19032025
7000873,Julius Randle,MIN,NOP,ESTIMATED STARTER,15240,41.1,16.44,24.7,74,PF,C,19032025
7000875,Jordan Clarkson,UTA,WAS,,10900,26.5,10.6,15.9,47.7,SG,,19032025
7000905,Paul George,PHI,OKC,OUT OF GAME,13430,0,0,0,0,PF,SF,19032025
7000907,Jerami Grant,POR,MEM,GAME TIME DECISION,10610,0,0,0,0,PF,,19032025
7000911,Joel Embiid,PHI,OKC,OUT OF GAME,16940,0,0,0,0,C,,19032025
7000923,Bismack Biyombo,SAS,NYK,ESTIMATED STARTER,6580,11.9,4.76,7.1,21.4,C,,19032025
7000947,Khris Middleton,WAS,UTA,OUT OF GAME,9700,0,0,0,0,SF,PF,19032025
7000967,Bradley Beal,PHX,CHI,OUT OF GAME,12390,0,0,0,0,SG,SF,19032025
7000984,Kelly Olynyk,NOP,MIN,ESTIMATED STARTER,10640,28.1,11.24,16.9,50.6,C,,19032025
7000985,Marcus Smart,WAS,UTA,,8520,18.1,7.24,10.9,32.6,PG,SG,19032025
7000987,Jeff Green,HOU,ORL,,6000,3,1.2,1.8,5.4,PF,C,19032025
7000988,Dwight Powell,DAL,IND,,6000,16,6.4,9.6,28.8,C,,19032025
7001000,Mason Plumlee,PHX,CHI,OUT OF GAME,6370,0,0,0,0,C,,19032025
7001014,DeMar DeRozan,SAC,CLE,ESTIMATED STARTER,14730,32.6,13.04,19.6,58.7,SF,,19032025
7001019,Kyle Lowry,PHI,OKC,OUT OF GAME,6000,0,0,0,0,PG,SG,19032025
7001020,Jonas Valanciunas,SAC,CLE,ESTIMATED STARTER,13900,37.6,15.04,22.6,67.7,C,,19032025
7001023,James Johnson,IND,DAL,,6000,0,0,0,0,PF,C,19032025
7001030,Dennis Schroder,DET,MIA,,10220,23.3,9.32,14,41.9,PG,SG,19032025
7001049,Tim Hardaway,DET,MIA,ESTIMATED STARTER,7060,17.6,7.04,10.6,31.7,SG,SF,19032025
7001058,Doug McDermott,SAC,CLE,,6000,0,0,0,0,SF,,19032025
7001072,Mike Conley,MIN,NOP,ESTIMATED STARTER,9290,22.3,8.92,13.4,40.1,PG,,19032025
7001088,Zach LaVine,SAC,CLE,ESTIMATED STARTER,14630,0,14.48,-14.5,29,SG,SF,19032025
7001091,Andrew Wiggins,MIA,DET,OUT OF GAME,11740,0,0,0,0,SF,,19032025
7001108,Gary Harris,ORL,HOU,,6000,8,3.2,4.8,14.4,SG,SF,19032025
7001116,Spencer Dinwiddie,DAL,IND,ESTIMATED STARTER,11690,30.6,12.24,18.4,55.1,PG,SG,19032025
