ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2,Date
7000801,Kawhi Leonard,LAC,DET,OUT OF GAME,14570,0,0,0,0,SF,PF,5032025
7000808,Kyle Anderson,MIA,CLE,,7500,17.6,7.04,10.6,31.7,SF,PF,5032025
7000814,Patty Mills,LAC,DET,,6000,7.5,3,4.5,13.5,PG,,5032025
7000823,Jae Crowder,SAC,DEN,,6000,0,0,0,0,PF,C,5032025
7000838,Anthony Davis,DAL,MIL,OUT OF GAME,20840,0,0,0,0,PF,C,5032025
7000845,Jrue Holiday,BOS,POR,OUT OF GAME,9370,0,0,0,0,PG,SG,5032025
7000854,Aaron Gordon,DEN,SAC,ESTIMATED STARTER,11310,31.6,12.64,19,56.9,PF,C,5032025
7000858,Tobias Harris,DET,LAC,OUT OF GAME,11790,0,0,0,0,PF,,5032025
7000873,Julius Randle,MIN,CHA,STARTER,13660,37.9,15.16,22.7,68.2,PF,C,5032025
7000875,Jordan Clarkson,UTA,WAS,OUT OF GAME,12300,0,0,0,0,SG,,5032025
7000890,James Harden,LAC,DET,ESTIMATED STARTER,17460,49.8,19.92,29.9,89.6,PG,,5032025
7000907,Jerami Grant,POR,BOS,OUT OF GAME,10340,0,0,0,0,PF,,5032025
7000947,Khris Middleton,WAS,UTA,STARTER,11090,30.6,12.24,18.4,55.1,SF,PF,5032025
7000949,Giannis Antetokounmpo,MIL,DAL,ESTIMATED STARTER,22310,62.7,25.08,37.6,112.9,PF,C,5032025
7000985,Marcus Smart,WAS,UTA,,8710,20.8,8.32,12.5,37.4,PG,SG,5032025
7000988,Dwight Powell,DAL,MIL,ESTIMATED STARTER,6000,14.3,5.72,8.6,25.7,C,,5032025
7001002,Brook Lopez,MIL,DAL,ESTIMATED STARTER,12950,30.2,12.08,18.1,54.4,C,,5032025
7001014,DeMar DeRozan,SAC,DEN,ESTIMATED STARTER,14140,37.7,15.08,22.6,67.9,SF,,5032025
7001020,Jonas Valanciunas,SAC,DEN,ESTIMATED STARTER,14700,38,15.2,22.8,68.4,C,,5032025
7001030,Dennis Schroder,DET,LAC,,10200,16.2,6.48,9.7,29.2,PG,SG,5032025
7001037,Al Horford,BOS,POR,STARTER,10300,27.4,10.96,16.4,49.3,C,PF,5032025
7001049,Tim Hardaway,DET,LAC,ESTIMATED STARTER,7640,18.3,7.32,11,32.9,SG,SF,5032025
7001058,Doug McDermott,SAC,DEN,,6000,3.1,1.24,1.9,5.6,SF,,5032025
7001066,Taj Gibson,CHA,MIN,,6000,0,0,0,0,C,,5032025
7001072,Mike Conley,MIN,CHA,OUT OF GAME,8010,0,0,0,0,PG,,5032025
7001088,Zach LaVine,SAC,DEN,ESTIMATED STARTER,15280,43.3,17.32,26,77.9,SG,SF,5032025
7001091,Andrew Wiggins,MIA,CLE,OUT OF GAME,12460,0,0,0,0,SF,,5032025
7001102,Jusuf Nurkic,CHA,MIN,,10580,22.9,9.16,13.7,41.2,C,,5032025
7001116,Spencer Dinwiddie,DAL,MIL,ESTIMATED STARTER,13250,32.2,12.88,19.3,58,PG,SG,5032025
7001129,Dante Exum,DAL,MIL,OUT OF GAME,6890,0,0,0,0,SF,,5032025
7001131,Rudy Gobert,MIN,CHA,OUT OF GAME,14330,0,0,0,0,C,,5032025
7001137,Joe Ingles,MIN,CHA,,6000,0,0,0,0,PF,,5032025
7001138,Alec Burks,MIA,CLE,STARTER,7430,20.5,8.2,12.3,36.9,SG,PG,5032025
7001184,Klay Thompson,DAL,MIL,ESTIMATED STARTER,12150,28.4,11.36,17,51.1,SG,,5032025
7001197,Nicolas Batum,LAC,DET,ESTIMATED STARTER,6000,11.1,4.44,6.7,20,PF,,5032025
7001198,Damian Lillard,MIL,DAL,ESTIMATED STARTER,16770,48.5,19.4,29.1,87.3,PG,,5032025
7001203,Russell Westbrook,DEN,SAC,,12880,33.2,13.28,19.9,59.8,PG,,5032025
7001218,Tristan Thompson,CLE,MIA,,6000,0,0,0,0,C,,5032025
7001221,Kyrie Irving,DAL,MIL,OUT OF GAME,15800,0,0,0,0,PG,,5032025
7001228,Kevin Love,MIA,CLE,STARTER,6240,16.3,6.52,9.8,29.3,C,,5032025
7001238,DeAndre Jordan,DEN,SAC,,8000,8.1,3.24,4.9,14.6,C,,5032025
7001291,Seth Curry,CHA,MIN,,6000,11.3,4.52,6.8,20.3,SG,,5032025
7001308,Bobby Portis,MIL,DAL,OUT OF GAME,14920,0,0,0,0,PF,C,5032025
7001317,Terry Rozier,MIA,CLE,STARTER,8630,26.2,10.48,15.7,47.2,PG,SG,5032025
7001320,Richaun Holmes,WAS,UTA,OUT OF GAME,10200,0,0,0,0,C,,5032025
7001326,Trey Lyles,SAC,DEN,,7070,17.9,7.16,10.7,32.2,PF,C,5032025
7001332,Norman Powell,LAC,DET,OUT OF GAME,13330,0,0,0,0,SG,SF,5032025
7001339,Kristaps Porzingis,BOS,POR,OUT OF GAME,14490,0,0,0,0,C,,5032025
7001347,Nikola Jokic,DEN,SAC,ESTIMATED STARTER,24610,73.5,29.4,44.1,132.3,C,,5032025
7001357,Pat Connaughton,MIL,DAL,OUT OF GAME,6000,0,0,0,0,SG,SF,5032025
7001406,Jaylen Brown,BOS,POR,STARTER,15930,42.1,16.84,25.3,75.8,SF,SG,5032025
7001416,Dario Saric,DEN,SAC,,6000,0,0,0,0,C,PF,5032025
7001417,Ben Simmons,LAC,DET,OUT OF GAME,9280,0,0,0,0,PG,PF,5032025
7001419,Domantas Sabonis,SAC,DEN,OUT OF GAME,18640,0,0,0,0,C,,5032025
7001425,Kris Dunn,LAC,DET,ESTIMATED STARTER,10930,25,10,15,45,PG,SG,5032025
7001426,Malcolm Brogdon,WAS,UTA,OUT OF GAME,9390,0,0,0,0,PG,SG,5032025
7001432,Malik Beasley,DET,LAC,ESTIMATED STARTER,10830,29.3,11.72,17.6,52.7,SG,SF,5032025
7001433,Jamal Murray,DEN,SAC,ESTIMATED STARTER,15180,42.6,17.04,25.6,76.7,PG,SG,5032025
7001437,Derrick Jones,LAC,DET,OUT OF GAME,7250,0,0,0,0,SF,PF,5032025
7001439,Skal Labissiere,SAC,DEN,,6000,0,0,0,0,PF,,5032025
7001441,Ivica Zubac,LAC,DET,ESTIMATED STARTER,15390,45.2,18.08,27.1,81.4,C,,5032025
7001447,Taurean Prince,MIL,DAL,ESTIMATED STARTER,7460,23.2,9.28,13.9,41.8,SF,PF,5032025
7001500,Derrick White,BOS,POR,STARTER,14540,32.6,13.04,19.6,58.7,SG,PG,5032025
7001501,Torrey Craig,BOS,POR,,6500,8.8,3.52,5.3,15.8,SF,PF,5032025
7001512,Bogdan Bogdanovic,LAC,DET,ESTIMATED STARTER,8520,28.7,11.48,17.2,51.7,SG,SF,5032025
7001520,Malik Monk,SAC,DEN,OUT OF GAME,13970,0,0,0,0,SG,PG,5032025
7001534,Kyle Kuzma,MIL,DAL,ESTIMATED STARTER,12180,36.4,14.56,21.8,65.5,PF,SF,5032025
7001539,Alex Caruso,OKC,MEM,OUT OF GAME,7410,0,0,0,0,SG,SF,5032025
7001561,John Collins,UTA,WAS,OUT OF GAME,13890,0,0,0,0,PF,C,5032025
7001565,Donovan Mitchell,CLE,MIA,STARTER,15060,44,17.6,26.4,79.2,SG,PG,5032025
7001570,Bam Adebayo,MIA,CLE,STARTER,17650,41.9,16.76,25.1,75.4,C,PF,5032025
7001575,Lauri Markkanen,UTA,WAS,OUT OF GAME,13560,0,0,0,0,SF,,5032025
7001578,Markelle Fultz,SAC,DEN,,6000,16.2,6.48,9.7,29.2,PG,,5032025
7001585,Jayson Tatum,BOS,POR,OUT OF GAME,19860,0,0,0,0,PF,,5032025
7001593,Luke Kennard,MEM,OKC,,8800,20.7,8.28,12.4,37.3,SG,PG,5032025
7001598,Jarrett Allen,CLE,MIA,STARTER,12550,29.6,11.84,17.8,53.3,C,,5032025
7001610,Luke Kornet,BOS,POR,STARTER,6270,25.1,10.04,15.1,45.2,C,,5032025
7022297,Jaren Jackson,MEM,OKC,OUT OF GAME,14660,0,0,0,0,C,PF,5032025
7022298,Deandre Ayton,POR,BOS,OUT OF GAME,13130,0,0,0,0,C,,5032025
7022302,Collin Sexton,UTA,WAS,OUT OF GAME,11150,0,0,0,0,SG,PG,5032025
