ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2
8000056,Max Gawn,MEL,NME,Start,16050,108.5,29.640971349462934,78.9,167.8,RK,
8000066,Tom McDonald,MEL,NME,Start,9920,64.2,23.392223706593654,40.8,111,DEF,
8000067,Clayton Oliver,MEL,NME,Start,14110,79.7,24.105395410713893,55.6,127.9,MID,
8000069,Christian Salem,MEL,NME,Start,13640,90.8,26.563509867808794,64.2,143.9,DEF,
8000074,Jack Viney,MEL,NME,Start,12590,81.3,23.34316521791836,58,128,MID,
8000078,Aidan Corr,NME,MEL,Start,8570,51.7,19.7949765526621,31.9,91.3,DEF,
8000140,Steven May,MEL,NME,Not Named,10990,0,22.328734737573143,-22.3,44.7,DEF,
8000163,Jake Lever,MEL,NME,Start,8050,59.4,20.311601858194805,39.1,100,DEF,
8000190,Luke McDonald,NME,MEL,Start,9260,57.5,21.3435762440356,36.2,100.2,DEF,
8000242,Luke Parker,NME,MEL,Start,10950,72.4,26.621221230349704,45.8,125.6,MID,FWD
8000282,Caleb Daniel,NME,MEL,Start,13670,89.1,23.820937601636736,65.3,136.7,DEF,
8000332,Jack Darling,NME,MEL,Start,8290,60.2,23.376696853512367,36.8,107,FWD,
8000381,Jack Billings,MEL,NME,Not Named,9750,0,26.22563180039507,-26.2,52.5,MID,
8000469,Ed Langdon,MEL,NME,Start,12490,84.5,23.963387006469887,60.5,132.4,MID,
8000482,Tom Campbell,MEL,NME,Not Named,6000,0,22.71193124618951,-22.7,45.4,RK,FWD
8000503,Darcy Tucker,NME,MEL,Start,9940,65.8,22.54354374656398,43.3,110.9,DEF,
8000555,Christian Petracca,MEL,NME,Start,14850,91.5,23.80186535143289,67.7,139.1,MID,
8000716,Zac Fisher,NME,MEL,Not Named,13970,0,22.27895868302646,-22.3,44.6,DEF,
8000764,Griffin Logue,NME,MEL,Not Named,6300,0,19.82107939029372,-19.8,39.6,DEF,
8000824,Jake Melksham,MEL,NME,Not Named,7690,0,23.155291174693005,-23.2,46.3,FWD,
8000832,Nick Larkey,NME,MEL,Start,8020,56.7,24.761952280615944,31.9,106.2,FWD,
8000835,Jy Simpkin,NME,MEL,Start,13290,84.5,27.285155380946005,57.2,139.1,MID,
8000839,Cameron Zurhaar,NME,MEL,Start,10890,68.7,20.674575794207342,48,110,FWD,
8000883,Toby Pink,NME,MEL,Start,6000,38.9,11.61567085982594,27.3,62.1,FWD,
8000969,Bayley Fritsch,MEL,NME,Start,7390,51.3,21.645015856067094,29.7,94.6,FWD,
8000970,Harrison Petty,MEL,NME,Start,9450,59.6,19.015606748915108,40.6,97.6,DEF,
8000971,Charlie Spargo,MEL,NME,Start,6680,57.8,16.694268819068544,41.1,91.2,FWD,
8000972,Luke Davies-Uniacke,NME,MEL,Start,14350,96,27.339632177439576,68.7,150.7,MID,
8000978,Tristan Xerri,NME,MEL,Start,16610,120.7,38.72085370027623,82,198.1,RK,
8000986,Callum Coleman-Jones,NME,MEL,Not Named,7330,0,22.779683459052357,-22.8,45.6,FWD,RK
8001367,Shane McAdam,MEL,NME,Not Named,8070,0,20.16121526274712,-20.2,40.3,FWD,
8001373,Tom Fullarton,MEL,NME,Not Named,6000,0,17.47445922328353,-17.5,34.9,RK,FWD
8001430,Kade Chandler,MEL,NME,Start,9140,56,26.39474059025903,29.6,108.8,FWD,
8001431,Marty Hore,MEL,NME,Not Named,7650,0,22.213023680999207,-22.2,44.4,DEF,
8001434,Tom Sparrow,MEL,NME,Start,9940,71,22.99042277718451,48,117,MID,
8001439,Bailey Scott,NME,MEL,Start,12020,79.6,26.342186583891973,53.3,132.3,MID,
8001555,Kysaiah Pickett,MEL,NME,Not Named,10610,0,22.746521114693646,-22.7,45.5,FWD,MID
8001556,Trent Rivers,MEL,NME,Start,13140,80.6,20.927408717840926,59.7,122.5,DEF,MID
8001557,Charlie Comben,NME,MEL,Start,8590,55.9,25.20546113317431,30.7,106.3,DEF,
8001578,Dylan Stephens,NME,MEL,Start,7530,52.6,22.176632728130457,30.4,97,MID,
8001701,Brynn Teakle,NME,MEL,Not Named,6170,0,20.535836682134335,-20.5,41.1,FWD,RK
8001729,Harry Sharp,MEL,NME,Start,7280,59.5,24.39804717354143,35.1,108.3,MID,
8001775,Jake Bowey,MEL,NME,Start,10070,70.2,17.328360518683468,52.9,104.9,DEF,
8001776,Bailey Laurie,MEL,NME,Not Named,6000,0,18.70342700732093,-18.7,37.4,MID,FWD
8001778,Eddie Ford,NME,MEL,Not Named,9260,0,23.372334621107616,-23.4,46.7,FWD,
8001780,Will Phillips,NME,MEL,Start,9040,68.5,22.245792057614246,46.3,113,MID,
8001781,Tom Powell,NME,MEL,Start,12900,88.4,23.33751028257424,65.1,135.1,MID,
8001822,Daniel Turner,MEL,NME,Start,7020,46.8,20.31942629523088,26.5,87.4,FWD,
8001878,Blake Howes,MEL,NME,Start,7390,50.9,21.837131087156276,29.1,94.6,DEF,
8001879,Judd McVee,MEL,NME,Not Named,8980,0,14.948122465655244,-14.9,29.9,DEF,
8001880,Andy Moniz-Wakefield,MEL,NME,Not Named,7670,0,11.621818561080131,-11.6,23.2,DEF,
8001881,Jacob van Rooyen,MEL,NME,Start,8690,55.7,19.26357614394738,36.4,94.2,FWD,
8001882,Taj Woewodin,MEL,NME,Start,6000,39.5,17.26717299264401,22.2,74,DEF,FWD
8001883,Jackson Archer,NME,MEL,Not Named,6500,0,20.953191448656646,-21,41.9,DEF,
8001884,Miller Bergman,NME,MEL,Not Named,6230,0,19.208396601486548,-19.2,38.4,DEF,
