Player_ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position1,Position2
8000867,Rowan Marshall,STK,GWS,Start,17090,111.3,29.04132691,82.3,169.4,RK,
8000098,Lachie Whitfield,GWS,STK,Start,17560,111.4,27.69524847,83.7,166.8,DEF,
8000399,Jack Sinclair,STK,GWS,Start,16180,107.6,26.83724765,80.8,161.3,DEF,MID
8001546,Tom Green,GWS,STK,Start,15360,99.8,28.67388166,71.1,157.1,MID,
8000289,Jack Macrae,STK,GWS,Start,15780,102.6,26.8229972,75.8,156.2,MID,
8000094,Jack Steele,STK,GWS,Start,14090,104.4,24.23948748,80.2,152.9,MID,
8001901,Nasiah Wanganeen-Milera,STK,GWS,Start,15030,97.4,24.44625077,73,146.3,DEF,
8001417,Kieren Briggs,GWS,STK,Start,14120,92.9,25.82564066,67.1,144.6,RK,
8000084,Josh Kelly,GWS,STK,Start,13920,90.2,25.74436966,64.5,141.7,MID,
8000542,Mason Wood,STK,GWS,Start,12160,80.7,28.09416929,52.6,136.9,FWD,MID
8000059,Jesse Hogan,GWS,STK,Start,12570,83.1,26.57543478,56.5,136.3,FWD,
8000080,Toby Greene,GWS,STK,Start,12550,83.9,24.59652859,59.3,133.1,FWD,
8001545,Lachie Ash,GWS,STK,Start,13380,82.7,24.5971759,58.1,131.9,DEF,
8000646,Harry Himmelberg,GWS,STK,Start,13110,84.3,23.74182422,60.6,131.8,DEF,
8001428,Toby Bedford,GWS,STK,Start,10570,67.8,27.82926528,40,123.5,MID,
8002477,Hugo Garcia,STK,GWS,Start,9020,68.8,27.08580857,41.7,123,MID,
8001462,Callum Wilkie,STK,GWS,Start,12480,77.5,22.59988239,54.9,122.7,DEF,
8001902,Marcus Windhager,STK,GWS,Start,9430,66.7,26.4324611,40.3,119.6,MID,
8002311,Darcy Jones,GWS,STK,Start,9570,63.7,27.13148811,36.6,118,FWD,
8000234,Zak Jones,STK,GWS,Start,9890,66.3,25.61518298,40.7,117.5,MID,
8000097,Callan Ward,GWS,STK,Start,8910,62.1,27.01510494,35.1,116.1,MID,
8001869,Finn Callaghan,GWS,STK,Start,12170,78.3,18.70082417,59.6,115.7,MID,
8001573,Ryan Byrnes,STK,GWS,Start,10730,66.8,24.21775741,42.6,115.2,DEF,
8002481,Darcy Wilson,STK,GWS,Start,10840,71.7,21.20957694,50.5,114.1,FWD,MID
8001827,Cooper Sharman,STK,GWS,Start,9820,62,24.26204977,37.7,110.5,FWD,
8000547,Bradley Hill,STK,GWS,Start,9240,60.9,24.49448259,36.4,109.9,MID,
8001422,Connor Idun,GWS,STK,Start,10900,72.4,18.42085676,54,109.2,DEF,
8002522,Max Hall,STK,GWS,Start,9430,58.7,25.17273657,33.5,109,FWD,
8000297,Jake Stringer,GWS,STK,Start,8940,60.1,22.83876647,37.3,105.8,FWD,MID
8001548,Jake Riccardi,GWS,STK,Start,9250,58,23.10109208,34.9,104.2,FWD,RK
8000988,Jack Higgins,STK,GWS,Start,8770,63.9,19.82298169,44.1,103.5,FWD,
8001899,Mitch Owens,STK,GWS,Start,9160,58.2,20.4821113,37.7,99.2,FWD,
8002506,Harvey Thomas,GWS,STK,Start,7100,48.7,24.68349432,24,98.1,FWD,
8001418,Callum M. Brown,GWS,STK,Start,6000,47.6,24.34076267,23.3,96.3,FWD,
8002342,Anthony Caminiti,STK,GWS,Start,8550,59.5,17.78048497,41.7,95.1,DEF,
8000402,Jimmy Webster,STK,GWS,Start,7790,56,19.47670759,36.5,95,DEF,
8000961,Sam Taylor,GWS,STK,Start,8110,51.1,21.79525767,29.3,94.7,DEF,
8001383,Liam Stocker,STK,GWS,Start,7790,55,19.42186567,35.6,93.8,DEF,
8001768,Conor Stone,GWS,STK,Start,6000,54.2,18.71516372,35.5,91.6,DEF,
8002476,Lance Collard,STK,GWS,Start,6000,40.1,25.56886127,14.5,91.2,FWD,
8000957,Jack Buckley,GWS,STK,Start,8070,53.4,17.29424443,36.1,88,DEF,
8001769,Jacob Wehr,GWS,STK,Start,7720,55.8,15.88063542,39.9,87.6,MID,
8002308,Aaron Cadman,GWS,STK,Start,7560,51.2,18.08549198,33.1,87.4,FWD,
8002594,Tobie Travaglia,STK,GWS,Start,6490,58.6,10.60660172,48,79.8,MID,DEF
