Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
8000040,MID,Kamdyn McIntosh,Richmond,Essendon,9980,69.7,67.33,CONFIRMED IN TEAM TO PLAY
8000050,DEF,Nick Vlastuin,Richmond,Essendon,10990,76.7,69,CONFIRMED IN TEAM TO PLAY
8000115,FWD,Kyle Langford,Essendon,Richmond,8960,47,49.33,CONFIRMED IN TEAM TO PLAY
8000120,MID,Zach Merrett,Essendon,Richmond,16490,101.56,83.67,CONFIRMED IN TEAM TO PLAY
8000150,FWD,Peter Wright,Essendon,Richmond,11430,86.4,81.33,CONFIRMED IN TEAM TO PLAY
8000150,RK,Peter Wright,Essendon,Richmond,11430,86.4,81.33,CONFIRMED IN TEAM TO PLAY
8000184,RK,Todd Goldstein,Essendon,Richmond,10010,71,68.33,CONFIRMED IN TEAM TO PLAY
8000389,FWD,Jade Gresham,Essendon,Richmond,8140,57,43.33,CONFIRMED IN TEAM TO PLAY
8000499,MID,Jacob Hopper,Richmond,Essendon,12970,82.3,79.33,CONFIRMED IN TEAM TO PLAY
8000530,DEF,Jayden Laverde,Essendon,Richmond,9810,66,66,CONFIRMED IN TEAM TO PLAY
8000575,DEF,Mason Redman,Essendon,Richmond,13060,81.33,95.67,CONFIRMED IN TEAM TO PLAY
8000608,DEF,Nathan Broad,Richmond,Essendon,8570,60.9,54.33,CONFIRMED IN TEAM TO PLAY
8000682,DEF,Ben McKay,Essendon,Richmond,6000,39.67,46.67,CONFIRMED IN TEAM TO PLAY
8000751,DEF,Andrew McGrath,Essendon,Richmond,13000,75.67,90,CONFIRMED IN TEAM TO PLAY
8000799,MID,Will Setterfield,Essendon,Richmond,15130,101.67,111.33,CONFIRMED IN TEAM TO PLAY
8000803,MID,Tim Taranto,Richmond,Essendon,14800,93.4,98.67,CONFIRMED IN TEAM TO PLAY
8000929,FWD,Matt Guelfi,Essendon,Richmond,9140,0,0,CONFIRMED IN TEAM TO PLAY
8000989,DEF,Ben Miller,Richmond,Essendon,7530,53.6,39.67,CONFIRMED IN TEAM TO PLAY
8001419,MID,Jye Caldwell,Essendon,Richmond,14060,94.4,76.33,CONFIRMED IN TEAM TO PLAY
8001445,MID,Xavier Duursma,Essendon,Richmond,12960,81.67,91,CONFIRMED IN TEAM TO PLAY
8001454,MID,Jack Ross,Richmond,Essendon,10710,69.9,61,CONFIRMED IN TEAM TO PLAY
8001454,FWD,Jack Ross,Richmond,Essendon,10710,69.9,61,CONFIRMED IN TEAM TO PLAY
8001505,DEF,Jaxon Prior,Essendon,Richmond,9110,65.22,74.67,CONFIRMED IN TEAM TO PLAY
8001568,MID,Thomson Dow,Richmond,Essendon,9710,68.3,52.33,CONFIRMED IN TEAM TO PLAY
8001571,MID,Hugo Ralphsmith,Richmond,Essendon,8080,57.33,55.67,CONFIRMED IN TEAM TO PLAY
8001747,FWD,Archie Perkins,Essendon,Richmond,9610,66.38,62.67,CONFIRMED IN TEAM TO PLAY
8001747,MID,Archie Perkins,Essendon,Richmond,9610,66.38,62.67,CONFIRMED IN TEAM TO PLAY
8001748,DEF,Zach Reid,Essendon,Richmond,11580,76.33,96.67,CONFIRMED IN TEAM TO PLAY
8001788,FWD,Rhyan Mansell,Richmond,Essendon,8200,54.43,61.67,CONFIRMED IN TEAM TO PLAY
8001789,FWD,Maurice Rioli,Richmond,Essendon,6000,31.75,33.33,NAMED AS EMERGENCY RESERVE
8001790,RK,Samson Ryan,Richmond,Essendon,6000,31,31,CONFIRMED IN TEAM TO PLAY
8001790,FWD,Samson Ryan,Richmond,Essendon,6000,31,31,CONFIRMED IN TEAM TO PLAY
8001816,MID,Sam Durham,Essendon,Richmond,13080,81.44,86,CONFIRMED IN TEAM TO PLAY
8001845,FWD,Ben Hobbs,Essendon,Richmond,8690,60.78,57.33,NAMED AS EMERGENCY RESERVE
8001845,MID,Ben Hobbs,Essendon,Richmond,8690,60.78,57.33,NAMED AS EMERGENCY RESERVE
8001847,MID,Nic Martin,Essendon,Richmond,15820,99.11,108.67,CONFIRMED IN TEAM TO PLAY
8001847,DEF,Nic Martin,Essendon,Richmond,15820,99.11,108.67,CONFIRMED IN TEAM TO PLAY
8001892,DEF,Sam Banks,Richmond,Essendon,10890,65.78,77.33,CONFIRMED IN TEAM TO PLAY
8001893,DEF,Tom Brown,Richmond,Essendon,8730,59,65,CONFIRMED IN TEAM TO PLAY
8002338,FWD,Seth Campbell,Richmond,Essendon,9130,58.5,73.33,CONFIRMED IN TEAM TO PLAY
8002339,FWD,Steely Green,Richmond,Essendon,6000,42.4,37,CONFIRMED IN TEAM TO PLAY
8002340,DEF,Kaleb Smith,Richmond,Essendon,6000,25,24,CONFIRMED IN TEAM TO PLAY
8002438,FWD,Nate Caddy,Essendon,Richmond,9200,57.11,68.33,CONFIRMED IN TEAM TO PLAY
8002440,DEF,Archie Roberts,Essendon,Richmond,13570,84.11,89.67,CONFIRMED IN TEAM TO PLAY
8002440,MID,Archie Roberts,Essendon,Richmond,13570,84.11,89.67,CONFIRMED IN TEAM TO PLAY
8002475,MID,Kane McAuliffe,Richmond,Essendon,9540,69.5,69.5,CONFIRMED IN TEAM TO PLAY
8002521,DEF,Campbell Gray,Richmond,Essendon,6000,30,30,CONFIRMED IN TEAM TO PLAY
8002540,DEF,Angus Clarke,Essendon,Richmond,6000,0,0,CONFIRMED IN TEAM TO PLAY
8002545,FWD,Isaac Kako,Essendon,Richmond,6000,41.11,34.33,CONFIRMED IN TEAM TO PLAY
8002581,FWD,Jonty Faull,Richmond,Essendon,6000,29,31.67,CONFIRMED IN TEAM TO PLAY
8002583,FWD,Sam Lalor,Richmond,Essendon,9290,63.33,66.33,CONFIRMED IN TEAM TO PLAY
8002583,MID,Sam Lalor,Richmond,Essendon,9290,63.33,66.33,CONFIRMED IN TEAM TO PLAY
8002584,FWD,Thomas Sims,Richmond,Essendon,6000,41.5,41.5,CONFIRMED IN TEAM TO PLAY
