Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
8000004,MID,Patrick Cripps,Carlton,North Melbourne,14170,81.4,72.33,CONFIRMED IN TEAM TO PLAY
8000005,FWD,Charlie Curnow,Carlton,North Melbourne,12390,50.5,62,CONFIRMED IN TEAM TO PLAY
8000022,DEF,Jacob Weitering,Carlton,North Melbourne,9510,67.6,64.33,CONFIRMED IN TEAM TO PLAY
8000078,DEF,Aidan Corr,North Melbourne,Carlton,8280,62.8,56.33,CONFIRMED IN TEAM TO PLAY
8000099,FWD,Zac Williams,Carlton,North Melbourne,9520,52.8,56,CONFIRMED IN TEAM TO PLAY
8000099,DEF,Zac Williams,Carlton,North Melbourne,9520,52.8,56,CONFIRMED IN TEAM TO PLAY
8000147,DEF,Adam Saad,Carlton,North Melbourne,11980,76,84.33,CONFIRMED IN TEAM TO PLAY
8000167,DEF,Mitch McGovern,Carlton,North Melbourne,10110,63.6,72.67,CONFIRMED IN TEAM TO PLAY
8000190,DEF,Luke McDonald,North Melbourne,Carlton,8450,62.6,61.67,CONFIRMED IN TEAM TO PLAY
8000231,MID,George Hewett,Carlton,North Melbourne,16110,113.4,115.33,CONFIRMED IN TEAM TO PLAY
8000242,MID,Luke Parker,North Melbourne,Carlton,12050,85,88.33,CONFIRMED IN TEAM TO PLAY
8000282,DEF,Caleb Daniel,North Melbourne,Carlton,14060,101.2,100.33,CONFIRMED IN TEAM TO PLAY
8000332,FWD,Jack Darling,North Melbourne,Carlton,8760,59.6,52.67,CONFIRMED IN TEAM TO PLAY
8000332,RK,Jack Darling,North Melbourne,Carlton,8760,59.6,52.67,CONFIRMED IN TEAM TO PLAY
8000379,MID,Blake Acres,Carlton,North Melbourne,12080,73.5,67.33,CONFIRMED IN TEAM TO PLAY
8000503,DEF,Darcy Tucker,North Melbourne,Carlton,9400,59.2,74,CONFIRMED IN TEAM TO PLAY
8000537,DEF,Nick Haynes,Carlton,North Melbourne,11070,67,77.67,CONFIRMED IN TEAM TO PLAY
8000637,DEF,Jack Silvagni,Carlton,North Melbourne,10350,73.2,70,CONFIRMED IN TEAM TO PLAY
8000716,DEF,Zac Fisher,North Melbourne,Carlton,12130,66,66,CONFIRMED IN TEAM TO PLAY
8000764,DEF,Griffin Logue,North Melbourne,Carlton,7670,41,41,CONFIRMED IN TEAM TO PLAY
8000832,FWD,Nick Larkey,North Melbourne,Carlton,8750,61.6,59.67,CONFIRMED IN TEAM TO PLAY
8000835,MID,Jy Simpkin,North Melbourne,Carlton,14030,103.6,104,CONFIRMED IN TEAM TO PLAY
8000839,FWD,Cameron Zurhaar,North Melbourne,Carlton,9990,68.4,51.33,CONFIRMED IN TEAM TO PLAY
8000906,FWD,Lewis Young,Carlton,North Melbourne,8070,58,58,CONFIRMED IN TEAM TO PLAY
8000906,RK,Lewis Young,Carlton,North Melbourne,8070,58,58,CONFIRMED IN TEAM TO PLAY
8000918,RK,Tom De Koning,Carlton,North Melbourne,16140,105.2,95.67,CONFIRMED IN TEAM TO PLAY
8000936,MID,Adam Cerra,Carlton,North Melbourne,14640,97.2,96.33,CONFIRMED IN TEAM TO PLAY
8000945,FWD,Lachie Fogarty,Carlton,North Melbourne,7290,50.6,56,CONFIRMED IN TEAM TO PLAY
8000945,MID,Lachie Fogarty,Carlton,North Melbourne,7290,50.6,56,CONFIRMED IN TEAM TO PLAY
8000972,MID,Luke Davies-Uniacke,North Melbourne,Carlton,14050,89,91.67,CONFIRMED IN TEAM TO PLAY
8000978,RK,Tristan Xerri,North Melbourne,Carlton,15320,89.4,76,CONFIRMED IN TEAM TO PLAY
8001378,FWD,Matthew Cottrell,Carlton,North Melbourne,9010,67.75,71,CONFIRMED IN TEAM TO PLAY
8001384,MID,Sam Walsh,Carlton,North Melbourne,16160,105.2,114.33,CONFIRMED IN TEAM TO PLAY
8001557,DEF,Charlie Comben,North Melbourne,Carlton,7650,49.4,49,CONFIRMED IN TEAM TO PLAY
8001578,MID,Dylan Stephens,North Melbourne,Carlton,8210,52.25,64.67,CONFIRMED IN TEAM TO PLAY
8001733,FWD,Corey Durdin,Carlton,North Melbourne,7500,78,78,CONFIRMED IN TEAM TO PLAY
8001760,FWD,Elijah Hollands,Carlton,North Melbourne,10250,0,0,CONFIRMED IN TEAM TO PLAY
8001760,MID,Elijah Hollands,Carlton,North Melbourne,10250,0,0,CONFIRMED IN TEAM TO PLAY
8001781,MID,Tom Powell,North Melbourne,Carlton,13520,92.8,81.67,CONFIRMED IN TEAM TO PLAY
8001839,FWD,Jesse Motlop,Carlton,North Melbourne,7070,58.2,55,CONFIRMED IN TEAM TO PLAY
8001885,FWD,Paul Curtis,North Melbourne,Carlton,9880,77.6,69,CONFIRMED IN TEAM TO PLAY
8002281,DEF,Oliver Hollands,Carlton,North Melbourne,11700,68.4,74,CONFIRMED IN TEAM TO PLAY
8002331,MID,Harry Sheezel,North Melbourne,Carlton,16150,106.2,105,CONFIRMED IN TEAM TO PLAY
8002332,MID,George Wardlaw,North Melbourne,Carlton,12050,0,0,CONFIRMED IN TEAM TO PLAY
8002349,FWD,Jacob Konstanty,North Melbourne,Carlton,6220,42.6,41.33,CONFIRMED IN TEAM TO PLAY
8002431,DEF,Matthew Carroll,Carlton,North Melbourne,6950,68,68,CONFIRMED IN TEAM TO PLAY
8002462,FWD,Zane Duursma,North Melbourne,Carlton,6000,49,49,NAMED AS EMERGENCY RESERVE
8002466,MID,Colby McKercher,North Melbourne,Carlton,10960,62,59.33,CONFIRMED IN TEAM TO PLAY
8002466,DEF,Colby McKercher,North Melbourne,Carlton,10960,62,59.33,CONFIRMED IN TEAM TO PLAY
8002513,MID,Cooper Lord,Carlton,North Melbourne,8810,55.75,51,NAMED AS EMERGENCY RESERVE
8002568,DEF,Finn O'Sullivan,North Melbourne,Carlton,7190,47.5,46.33,CONFIRMED IN TEAM TO PLAY
8002625,FWD,Will White,Carlton,North Melbourne,6660,57,57,CONFIRMED IN TEAM TO PLAY
