Player_ID,Name,Salary,Projection,Position,Lineup,Projected_Total
8000507,Tim Membrey,8740,63.0,FWD,1,
8001489,Hayden McLean,8280,62.1,FWD,1,
8000901,Patrick Lipinski,10720,72.2,MID,1,
8000729,Josh Daicos,15260,95.0,MID,1,
8001432,James Jordon,9280,67.5,MID,1,
8001840,Nick Daicos,15990,100.6,MID,1,
8002607,Riley Bice,9820,69.1,DEF,1,
8000483,Joel Hamling,6000,49.3,DEF,1,
8000871,Darcy Cameron,15590,102.0,RK,1,680.8
,,,,,,
8000507,Tim Membrey,8740,63.0,FWD,2,
8001489,Hayden McLean,8280,62.1,FWD,2,
8000729,Josh Daicos,15260,95.0,MID,2,
8001432,James Jordon,9280,67.5,MID,2,
8001873,Ned Long,8440,59.7,MID,2,
8001840,Nick Daicos,15990,100.6,MID,2,
8002607,Riley Bice,9820,69.1,DEF,2,
8000214,Brayden Maynard,8580,61.6,DEF,2,
8000871,Darcy Cameron,15590,102.0,RK,2,680.6
,,,,,,
8000507,Tim Membrey,8740,63.0,FWD,3,
8001489,Hayden McLean,8280,62.1,FWD,3,
8001580,Chad Warner,13330,84.9,MID,3,
8001432,James Jordon,9280,67.5,MID,3,
8001468,James Rowbottom,11940,79.0,MID,3,
8001840,Nick Daicos,15990,100.6,MID,3,
8002607,Riley Bice,9820,69.1,DEF,3,
8001000,Tom McCartin,6940,52.3,DEF,3,
8000871,Darcy Cameron,15590,102.0,RK,3,680.5
,,,,,,
8001906,Corey Warner,7450,55.8,FWD,4,
8001489,Hayden McLean,8280,62.1,FWD,4,
8000729,Josh Daicos,15260,95.0,MID,4,
8001432,James Jordon,9280,67.5,MID,4,
8001468,James Rowbottom,11940,79.0,MID,4,
8001840,Nick Daicos,15990,100.6,MID,4,
8002607,Riley Bice,9820,69.1,DEF,4,
8000483,Joel Hamling,6000,49.3,DEF,4,
8000871,Darcy Cameron,15590,102.0,RK,4,680.4
,,,,,,
8000507,Tim Membrey,8740,63.0,FWD,5,
8001489,Hayden McLean,8280,62.1,FWD,5,
8001580,Chad Warner,13330,84.9,MID,5,
8001432,James Jordon,9280,67.5,MID,5,
8001906,Corey Warner,7450,55.8,MID,5,
8001840,Nick Daicos,15990,100.6,MID,5,
8000729,Josh Daicos,15260,95.0,DEF,5,
8000483,Joel Hamling,6000,49.3,DEF,5,
8000871,Darcy Cameron,15590,102.0,RK,5,680.2
,,,,,,
8000507,Tim Membrey,8740,63.0,FWD,6,
8001489,Hayden McLean,8280,62.1,FWD,6,
8000729,Josh Daicos,15260,95.0,MID,6,
8001432,James Jordon,9280,67.5,MID,6,
8001468,James Rowbottom,11940,79.0,MID,6,
8001840,Nick Daicos,15990,100.6,MID,6,
8000214,Brayden Maynard,8580,61.6,DEF,6,
8000483,Joel Hamling,6000,49.3,DEF,6,
8000871,Darcy Cameron,15590,102.0,RK,6,680.1
,,,,,,
8000901,Patrick Lipinski,10720,72.2,FWD,7,
8001489,Hayden McLean,8280,62.1,FWD,7,
8000729,Josh Daicos,15260,95.0,MID,7,
8001432,James Jordon,9280,67.5,MID,7,
8001468,James Rowbottom,11940,79.0,MID,7,
8001840,Nick Daicos,15990,100.6,MID,7,
8000483,Joel Hamling,6000,49.3,DEF,7,
8001000,Tom McCartin,6940,52.3,DEF,7,
8000871,Darcy Cameron,15590,102.0,RK,7,680.0
,,,,,,
8000901,Patrick Lipinski,10720,72.2,FWD,8,
8001489,Hayden McLean,8280,62.1,FWD,8,
8000729,Josh Daicos,15260,95.0,MID,8,
8001432,James Jordon,9280,67.5,MID,8,
8001468,James Rowbottom,11940,79.0,MID,8,
8001840,Nick Daicos,15990,100.6,MID,8,
8002607,Riley Bice,9820,69.1,DEF,8,
8000483,Joel Hamling,6000,49.3,DEF,8,
8000211,Brodie Grundy,12310,85.2,RK,8,680.0
,,,,,,
8000901,Patrick Lipinski,10720,72.2,FWD,9,
8000507,Tim Membrey,8740,63.0,FWD,9,
8000729,Josh Daicos,15260,95.0,MID,9,
8001580,Chad Warner,13330,84.9,MID,9,
8001873,Ned Long,8440,59.7,MID,9,
8001468,James Rowbottom,11940,79.0,MID,9,
8002607,Riley Bice,9820,69.1,DEF,9,
8000483,Joel Hamling,6000,49.3,DEF,9,
8000871,Darcy Cameron,15590,102.0,RK,9,674.2
,,,,,,
8000901,Patrick Lipinski,10720,72.2,FWD,10,
8000507,Tim Membrey,8740,63.0,FWD,10,
8001580,Chad Warner,13330,84.9,MID,10,
8001873,Ned Long,8440,59.7,MID,10,
8000230,Isaac Heeney,15760,94.3,MID,10,
8001468,James Rowbottom,11940,79.0,MID,10,
8002607,Riley Bice,9820,69.1,DEF,10,
8000214,Brayden Maynard,8580,61.6,DEF,10,
8000211,Brodie Grundy,12310,85.2,RK,10,669.0
