Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
8000040,MID,Kamdyn McIntosh,Richmond,Fremantle,9400,76.75,79,CONFIRMED IN TEAM TO PLAY
8000050,DEF,Nick Vlastuin,Richmond,Fremantle,11290,66.5,60.33,CONFIRMED IN TEAM TO PLAY
8000137,FWD,Tom Lynch,Richmond,Fremantle,7040,42.67,42.67,CONFIRMED IN TEAM TO PLAY
8000240,RK,Toby Nankervis,Richmond,Fremantle,15360,94.75,85.33,CONFIRMED IN TEAM TO PLAY
8000301,DEF,Alex Pearce,Fremantle,Richmond,6000,44.25,43,CONFIRMED IN TEAM TO PLAY
8000461,DEF,Jayden Short,Richmond,Fremantle,13270,92,94.33,CONFIRMED IN TEAM TO PLAY
8000499,MID,Jacob Hopper,Richmond,Fremantle,12850,80.25,80,CONFIRMED IN TEAM TO PLAY
8000608,DEF,Nathan Broad,Richmond,Fremantle,10440,58.75,63.67,CONFIRMED IN TEAM TO PLAY
8000761,DEF,Brennan Cox,Fremantle,Richmond,7830,45.25,48.67,CONFIRMED IN TEAM TO PLAY
8000762,RK,Sean Darcy,Fremantle,Richmond,11810,0,0,CONFIRMED IN TEAM TO PLAY
8000767,DEF,Luke Ryan,Fremantle,Richmond,14640,83.75,89.67,CONFIRMED IN TEAM TO PLAY
8000803,MID,Tim Taranto,Richmond,Fremantle,13690,86.25,85.33,CONFIRMED IN TEAM TO PLAY
8000811,MID,Jaeger O'Meara,Fremantle,Richmond,12630,76,76,CONFIRMED IN TEAM TO PLAY
8000854,FWD,Shai Bolton,Fremantle,Richmond,11940,59.33,59.33,CONFIRMED IN TEAM TO PLAY
8000854,MID,Shai Bolton,Fremantle,Richmond,11940,59.33,59.33,CONFIRMED IN TEAM TO PLAY
8000934,FWD,Bailey Banfield,Fremantle,Richmond,7860,46.5,47.67,CONFIRMED IN TEAM TO PLAY
8000935,MID,Andrew Brayshaw,Fremantle,Richmond,17030,100.25,102,CONFIRMED IN TEAM TO PLAY
8000943,FWD,Sam Switkowski,Fremantle,Richmond,10460,25,25,CONFIRMED IN TEAM TO PLAY
8000989,DEF,Ben Miller,Richmond,Fremantle,8200,66.25,68.67,CONFIRMED IN TEAM TO PLAY
8001402,DEF,Jordan Clark,Fremantle,Richmond,14750,86,87.67,CONFIRMED IN TEAM TO PLAY
8001454,MID,Jack Ross,Richmond,Fremantle,10700,79.25,67.67,CONFIRMED IN TEAM TO PLAY
8001524,FWD,Michael Frederick,Fremantle,Richmond,9170,65,61.33,CONFIRMED IN TEAM TO PLAY
8001527,MID,Caleb Serong,Fremantle,Richmond,16840,97.25,101.33,CONFIRMED IN TEAM TO PLAY
8001529,MID,Hayden Young,Fremantle,Richmond,12960,0,0,CONFIRMED IN TEAM TO PLAY
8001543,MID,Jeremy Sharp,Fremantle,Richmond,10290,54.25,52,CONFIRMED IN TEAM TO PLAY
8001568,MID,Thomson Dow,Richmond,Fremantle,9270,75,68.33,CONFIRMED IN TEAM TO PLAY
8001571,MID,Hugo Ralphsmith,Richmond,Fremantle,7470,0,0,CONFIRMED IN TEAM TO PLAY
8001749,DEF,Heath Chapman,Fremantle,Richmond,8800,46,56.33,CONFIRMED IN TEAM TO PLAY
8001751,FWD,Josh Treacy,Fremantle,Richmond,12780,71,85.33,CONFIRMED IN TEAM TO PLAY
8001789,FWD,Maurice Rioli,Richmond,Fremantle,6690,0,0,CONFIRMED IN TEAM TO PLAY
8001850,FWD,Patrick Voss,Fremantle,Richmond,7770,58,58,CONFIRMED IN TEAM TO PLAY
8001850,RK,Patrick Voss,Fremantle,Richmond,7770,58,58,CONFIRMED IN TEAM TO PLAY
8001852,FWD,Jye Amiss,Fremantle,Richmond,8350,46.75,52.33,CONFIRMED IN TEAM TO PLAY
8001855,MID,Matthew Johnson,Fremantle,Richmond,10670,69,62.33,CONFIRMED IN TEAM TO PLAY
8001856,DEF,Karl Worner,Fremantle,Richmond,6000,38,38,CONFIRMED IN TEAM TO PLAY
8001892,FWD,Sam Banks,Richmond,Fremantle,7980,49.67,49.67,CONFIRMED IN TEAM TO PLAY
8001893,DEF,Tom Brown,Richmond,Fremantle,7440,57,57.67,CONFIRMED IN TEAM TO PLAY
8001896,MID,Tyler Sonsie,Richmond,Fremantle,6360,39,39,CONFIRMED IN TEAM TO PLAY
8001958,FWD,Jacob Bauer,Richmond,Fremantle,6000,33,23.67,NAMED AS EMERGENCY RESERVE
8002295,DEF,Joshua Draper,Fremantle,Richmond,6000,30.5,26.33,CONFIRMED IN TEAM TO PLAY
8002338,FWD,Seth Campbell,Richmond,Fremantle,7800,59.5,59.67,CONFIRMED IN TEAM TO PLAY
8002339,FWD,Steely Green,Richmond,Fremantle,6000,44.75,46,CONFIRMED IN TEAM TO PLAY
8002372,DEF,James Trezise,Richmond,Fremantle,8080,55,54.33,CONFIRMED IN TEAM TO PLAY
8002520,DEF,Jacob Blight,Richmond,Fremantle,8160,58.75,68.33,CONFIRMED IN TEAM TO PLAY
8002550,FWD,Murphy Reid,Fremantle,Richmond,9030,61.75,59.33,CONFIRMED IN TEAM TO PLAY
8002550,MID,Murphy Reid,Fremantle,Richmond,9030,61.75,59.33,CONFIRMED IN TEAM TO PLAY
8002581,FWD,Jonty Faull,Richmond,Fremantle,6000,0,0,CONFIRMED IN TEAM TO PLAY
8002586,DEF,Luke Trainor,Richmond,Fremantle,9030,61.75,61.67,CONFIRMED IN TEAM TO PLAY
8002623,FWD,Isaiah Dudley,Fremantle,Richmond,6200,53,53,NAMED AS EMERGENCY RESERVE
