Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000810,PG,Cory Joseph,Orlando Magic,Golden State Warriors,6000,4.87,1.17,,0,0,,2702025
7000848,PG,Elfrid Payton,Charlotte Hornets,Dallas Mavericks,6000,17.79,9.58,,0,1,,2702025
7000854,PF,Aaron Gordon,Denver Nuggets,Milwaukee Bucks,11650,25.22,31.92,IN STARTING LINEUP,21.75,7,,2702025
7000854,C,Aaron Gordon,Denver Nuggets,Milwaukee Bucks,11650,25.22,31.92,IN STARTING LINEUP,21.75,7,,2702025
7000949,PF,Giannis Antetokounmpo,Milwaukee Bucks,Denver Nuggets,22250,58.54,47.33,IN STARTING LINEUP,65.25,5,,2702025
7000949,C,Giannis Antetokounmpo,Milwaukee Bucks,Denver Nuggets,22250,58.54,47.33,IN STARTING LINEUP,65.25,5,,2702025
7000988,C,Dwight Powell,Dallas Mavericks,Charlotte Hornets,6670,6.41,4.42,,18,1,,2702025
7001000,C,Mason Plumlee,Phoenix Suns,New Orleans Pelicans,6850,16.61,17.67,,16,7,,2702025
7001002,C,Brook Lopez,Milwaukee Bucks,Denver Nuggets,12210,27.05,34.08,IN STARTING LINEUP,33.5,3,,2702025
7001059,SF,Jimmy Butler,Golden State Warriors,Orlando Magic,14060,34.34,31.83,IN STARTING LINEUP,23.5,11,,2702025
7001066,C,Taj Gibson,Charlotte Hornets,Dallas Mavericks,6000,10.01,17.92,,4.75,0,,2702025
7001072,PG,Mike Conley,Minnesota Timberwolves,Los Angeles Lakers,8280,21.34,15.5,,24.25,4,,2702025
7001108,SG,Gary Harris,Orlando Magic,Golden State Warriors,6000,7.29,5.42,,0,0,,2702025
7001108,SF,Gary Harris,Orlando Magic,Golden State Warriors,6000,7.29,5.42,,0,0,,2702025
7001116,PG,Spencer Dinwiddie,Dallas Mavericks,Charlotte Hornets,8040,20.89,13.75,,15.5,10,,2702025
7001116,SG,Spencer Dinwiddie,Dallas Mavericks,Charlotte Hornets,8040,20.89,13.75,,15.5,10,,2702025
7001119,SG,Kentavious Caldwell-Pope,Orlando Magic,Golden State Warriors,6170,17.79,14.25,IN STARTING LINEUP,6,31,,2702025
7001129,SF,Dante Exum,Dallas Mavericks,Charlotte Hornets,8210,19.13,14.25,,30.25,8,,2702025
7001137,PF,Joe Ingles,Minnesota Timberwolves,Los Angeles Lakers,6000,3.72,5.67,,0,0,,2702025
7001145,PF,Markieff Morris,Los Angeles Lakers,Minnesota Timberwolves,6000,4.98,5.92,,0,0,,2702025
7001145,C,Markieff Morris,Los Angeles Lakers,Minnesota Timberwolves,6000,4.98,5.92,,0,0,,2702025
7001153,C,Alex Len,Los Angeles Lakers,Minnesota Timberwolves,6000,6.26,6.75,,0,0,,2702025
7001171,PG,Stephen Curry,Golden State Warriors,Orlando Magic,15640,41.15,38.25,IN STARTING LINEUP,73.5,10,,2702025
7001176,PF,Draymond Green,Golden State Warriors,Orlando Magic,12080,28.8,34.67,IN STARTING LINEUP,32.5,9,,2702025
7001176,C,Draymond Green,Golden State Warriors,Orlando Magic,12080,28.8,34.67,IN STARTING LINEUP,32.5,9,,2702025
7001184,SG,Klay Thompson,Dallas Mavericks,Charlotte Hornets,11300,24.78,28.08,IN STARTING LINEUP,26.5,8,,2702025
7001193,PG,CJ McCollum,New Orleans Pelicans,Phoenix Suns,13700,35.44,26.92,IN STARTING LINEUP,28.5,9,,2702025
7001193,SG,CJ McCollum,New Orleans Pelicans,Phoenix Suns,13700,35.44,26.92,IN STARTING LINEUP,28.5,9,,2702025
7001198,PG,Damian Lillard,Milwaukee Bucks,Denver Nuggets,17560,44.32,38.08,IN STARTING LINEUP,33.5,12,,2702025
7001203,PG,Russell Westbrook,Denver Nuggets,Milwaukee Bucks,12020,31.54,22.25,,27,2,,2702025
7001210,PF,Kevin Durant,Phoenix Suns,New Orleans Pelicans,17890,43.56,42.42,IN STARTING LINEUP,42.25,21,,2702025
7001216,SF,LeBron James,Los Angeles Lakers,Minnesota Timberwolves,19290,50.76,52.75,,68.75,5,,2702025
7001216,PF,LeBron James,Los Angeles Lakers,Minnesota Timberwolves,19290,50.76,52.75,,68.75,5,,2702025
7001221,PG,Kyrie Irving,Dallas Mavericks,Charlotte Hornets,17720,40.88,48.25,IN STARTING LINEUP,51.75,21,,2702025
7001238,C,DeAndre Jordan,Denver Nuggets,Milwaukee Bucks,6000,11.51,7.33,,8.25,0,,2702025
7001291,SG,Seth Curry,Charlotte Hornets,Dallas Mavericks,6000,10.88,14.83,,2.5,1,,2702025
7001311,C,Kevon Looney,Golden State Warriors,Orlando Magic,6900,18.15,13.42,,10.25,1,,2702025
7001347,C,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,24590,64.76,60,IN STARTING LINEUP,67.5,11,,2702025
7001353,SG,Devin Booker,Phoenix Suns,New Orleans Pelicans,17310,44.56,54.33,IN STARTING LINEUP,61.25,31,,2702025
7001353,PG,Devin Booker,Phoenix Suns,New Orleans Pelicans,17310,44.56,54.33,IN STARTING LINEUP,61.25,31,,2702025
7001366,PG,Tyus Jones,Phoenix Suns,New Orleans Pelicans,7860,24.99,20.75,IN STARTING LINEUP,45.25,4,,2702025
7001401,PF,Dorian Finney-Smith,Los Angeles Lakers,Minnesota Timberwolves,7520,18.79,18.67,,8.25,6,,2702025
7001401,C,Dorian Finney-Smith,Los Angeles Lakers,Minnesota Timberwolves,7520,18.79,18.67,,8.25,6,,2702025
7001416,C,Dario Saric,Denver Nuggets,Milwaukee Bucks,6000,11.2,14.42,,0,0,,2702025
7001416,PF,Dario Saric,Denver Nuggets,Milwaukee Bucks,6000,11.2,14.42,,0,0,,2702025
