Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000808,SF,Kyle Anderson,Miami Heat,Dallas Mavericks,6000,14.65,8.33,IN STARTING LINEUP,37.5,11,,13022025
7000808,PF,Kyle Anderson,Miami Heat,Dallas Mavericks,6000,14.65,8.33,IN STARTING LINEUP,37.5,11,,13022025
7000814,PG,Patty Mills,LA Clippers,Utah Jazz,6000,8.46,2.17,,0,0,,13022025
7000823,PF,Jae Crowder,Sacramento Kings,New Orleans Pelicans,6000,7.54,2.92,,0,0,,13022025
7000890,PG,James Harden,LA Clippers,Utah Jazz,18120,45.38,50,IN STARTING LINEUP,67.5,43,,13022025
7000987,PF,Jeff Green,Houston Rockets,Golden State Warriors,6000,7.68,13.33,,16.25,0,,13022025
7000987,C,Jeff Green,Houston Rockets,Golden State Warriors,6000,7.68,13.33,,16.25,0,,13022025
7001014,PF,DeMar DeRozan,Sacramento Kings,New Orleans Pelicans,14110,35.09,40.08,IN STARTING LINEUP,33,11,,13022025
7001014,SF,DeMar DeRozan,Sacramento Kings,New Orleans Pelicans,14110,35.09,40.08,IN STARTING LINEUP,33,11,,13022025
7001020,C,Jonas Valanciunas,Sacramento Kings,New Orleans Pelicans,7920,26.02,17.25,,11.5,1,,13022025
7001058,SF,Doug McDermott,Sacramento Kings,New Orleans Pelicans,6000,4.88,0.42,,0,0,,13022025
7001059,SF,Jimmy Butler,Golden State Warriors,Houston Rockets,14010,34.56,42.67,IN STARTING LINEUP,35.5,23,,13022025
7001088,SG,Zach LaVine,Sacramento Kings,New Orleans Pelicans,14730,38.38,33.58,IN STARTING LINEUP,58,16,,13022025
7001088,SF,Zach LaVine,Sacramento Kings,New Orleans Pelicans,14730,38.38,33.58,IN STARTING LINEUP,58,16,,13022025
7001116,PG,Spencer Dinwiddie,Dallas Mavericks,Miami Heat,8280,21.14,18.5,IN STARTING LINEUP,29.25,59,,13022025
7001116,SG,Spencer Dinwiddie,Dallas Mavericks,Miami Heat,8280,21.14,18.5,IN STARTING LINEUP,29.25,59,,13022025
7001129,PG,Dante Exum,Dallas Mavericks,Miami Heat,7320,17.54,17.17,IN STARTING LINEUP,43.25,14,,13022025
7001129,SG,Dante Exum,Dallas Mavericks,Miami Heat,7320,17.54,17.17,IN STARTING LINEUP,43.25,14,,13022025
7001137,SF,Joe Ingles,Minnesota Timberwolves,Oklahoma City Thunder,6000,4.05,8.58,,0,0,,13022025
7001138,SG,Alec Burks,Miami Heat,Dallas Mavericks,6000,13.04,25.83,,29.25,17,,13022025
7001171,PG,Stephen Curry,Golden State Warriors,Houston Rockets,16730,42.25,50.92,IN STARTING LINEUP,39.75,19,,13022025
7001171,SG,Stephen Curry,Golden State Warriors,Houston Rockets,16730,42.25,50.92,IN STARTING LINEUP,39.75,19,,13022025
7001176,PF,Draymond Green,Golden State Warriors,Houston Rockets,11510,28.21,31.17,IN STARTING LINEUP,34.5,14,,13022025
7001176,C,Draymond Green,Golden State Warriors,Houston Rockets,11510,28.21,31.17,IN STARTING LINEUP,34.5,14,,13022025
7001193,PG,CJ McCollum,New Orleans Pelicans,Sacramento Kings,14010,35.55,32.83,IN STARTING LINEUP,57.25,14,,13022025
7001197,SF,Nicolas Batum,LA Clippers,Utah Jazz,6000,11,5.92,,15.25,1,,13022025
7001197,PF,Nicolas Batum,LA Clippers,Utah Jazz,6000,11,5.92,,15.25,1,,13022025
7001213,C,Steven Adams,Houston Rockets,Golden State Warriors,7810,13.14,12.42,,5.25,0,,13022025
7001311,C,Kevon Looney,Golden State Warriors,Houston Rockets,6610,18.4,14.67,,20.25,1,,13022025
7001326,PF,Trey Lyles,Sacramento Kings,New Orleans Pelicans,6020,15.56,5.92,,17.5,0,,13022025
7001326,C,Trey Lyles,Sacramento Kings,New Orleans Pelicans,6020,15.56,5.92,,17.5,0,,13022025
7001332,SG,Norman Powell,LA Clippers,Utah Jazz,13790,35.35,32.33,IN STARTING LINEUP,49.25,21,,13022025
7001332,SF,Norman Powell,LA Clippers,Utah Jazz,13790,35.35,32.33,IN STARTING LINEUP,49.25,21,,13022025
7001417,PG,Ben Simmons,LA Clippers,Utah Jazz,9750,24.39,19.67,,37.75,1,,13022025
7001417,PF,Ben Simmons,LA Clippers,Utah Jazz,9750,24.39,19.67,,37.75,1,,13022025
7001419,C,Domantas Sabonis,Sacramento Kings,New Orleans Pelicans,18990,50.48,48.33,IN STARTING LINEUP,64,13,,13022025
7001425,PG,Kris Dunn,LA Clippers,Utah Jazz,6730,18.13,23.92,IN STARTING LINEUP,26.75,10,,13022025
7001425,SG,Kris Dunn,LA Clippers,Utah Jazz,6730,18.13,23.92,IN STARTING LINEUP,26.75,10,,13022025
7001429,SG,Buddy Hield,Golden State Warriors,Houston Rockets,9910,21.35,22.58,,7.25,3,,13022025
7001429,SF,Buddy Hield,Golden State Warriors,Houston Rockets,9910,21.35,22.58,,7.25,3,,13022025
7001437,SF,Derrick Jones,LA Clippers,Utah Jazz,8250,19.48,16.75,IN STARTING LINEUP,12.5,8,,13022025
7001437,PF,Derrick Jones,LA Clippers,Utah Jazz,8250,19.48,16.75,IN STARTING LINEUP,12.5,8,,13022025
7001441,C,Ivica Zubac,LA Clippers,Utah Jazz,14790,39,47.58,IN STARTING LINEUP,25.5,18,,13022025
7001512,SG,Bogdan Bogdanovic,LA Clippers,Utah Jazz,7120,18.48,19.75,,17.75,2,,13022025
7001512,SF,Bogdan Bogdanovic,LA Clippers,Utah Jazz,7120,18.48,19.75,,17.75,2,,13022025
7001520,SG,Malik Monk,Sacramento Kings,New Orleans Pelicans,14400,34.77,32.75,IN STARTING LINEUP,49,21,,13022025
7001520,PG,Malik Monk,Sacramento Kings,New Orleans Pelicans,14400,34.77,32.75,IN STARTING LINEUP,49,21,,13022025
