Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000810,PG,Cory Joseph,Orlando Magic,Cleveland Cavaliers,6000,4.87,1.17,,0,0,,2502025
7000848,PG,Elfrid Payton,Charlotte Hornets,Golden State Warriors,6970,17.79,9.58,,0,26,,2502025
7000923,C,Bismack Biyombo,San Antonio Spurs,New Orleans Pelicans,11890,17.15,23.17,IN STARTING LINEUP,27,2,,2502025
7000949,PF,Giannis Antetokounmpo,Milwaukee Bucks,Houston Rockets,22290,58.65,42.67,IN STARTING LINEUP,53.5,1,,2502025
7000949,C,Giannis Antetokounmpo,Milwaukee Bucks,Houston Rockets,22290,58.65,42.67,IN STARTING LINEUP,53.5,1,,2502025
7000967,SG,Bradley Beal,Phoenix Suns,Memphis Grizzlies,13630,30.86,38.92,IN STARTING LINEUP,55.25,11,,2502025
7000967,SF,Bradley Beal,Phoenix Suns,Memphis Grizzlies,13630,30.86,38.92,IN STARTING LINEUP,55.25,11,,2502025
7000978,SG,Garrett Temple,Toronto Raptors,Boston Celtics,6000,3.21,3,,0,0,,2502025
7000984,C,Kelly Olynyk,New Orleans Pelicans,San Antonio Spurs,9440,17.45,23.42,IN STARTING LINEUP,29,13,,2502025
7000987,PF,Jeff Green,Houston Rockets,Milwaukee Bucks,6000,8.96,15.33,,7.5,1,,2502025
7000987,C,Jeff Green,Houston Rockets,Milwaukee Bucks,6000,8.96,15.33,,7.5,1,,2502025
7000988,C,Dwight Powell,Dallas Mavericks,Los Angeles Lakers,6000,6.31,4.17,,9.75,0,,2502025
7001000,C,Mason Plumlee,Phoenix Suns,Memphis Grizzlies,6680,16.45,13.33,,26.25,1,,2502025
7001002,C,Brook Lopez,Milwaukee Bucks,Houston Rockets,11890,26.9,37.33,IN STARTING LINEUP,35,5,,2502025
7001059,SF,Jimmy Butler,Golden State Warriors,Charlotte Hornets,14790,34.62,35.17,IN STARTING LINEUP,25.5,3,,2502025
7001066,C,Taj Gibson,Charlotte Hornets,Golden State Warriors,6430,10.01,17.92,,0,0,,2502025
7001102,C,Jusuf Nurkic,Charlotte Hornets,Golden State Warriors,9960,26.47,33.75,,0,3,,2502025
7001108,SG,Gary Harris,Orlando Magic,Cleveland Cavaliers,6000,7.47,6.25,,2,0,,2502025
7001108,SF,Gary Harris,Orlando Magic,Cleveland Cavaliers,6000,7.47,6.25,,2,0,,2502025
7001116,PG,Spencer Dinwiddie,Dallas Mavericks,Los Angeles Lakers,7960,20.95,17.58,,17.75,1,,2502025
7001116,SG,Spencer Dinwiddie,Dallas Mavericks,Los Angeles Lakers,7960,20.95,17.58,,17.75,1,,2502025
7001119,SG,Kentavious Caldwell-Pope,Orlando Magic,Cleveland Cavaliers,7640,17.88,13.75,IN STARTING LINEUP,12.5,3,,2502025
7001129,SF,Dante Exum,Dallas Mavericks,Los Angeles Lakers,8250,19.67,23.92,PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY,14.25,6,,2502025
7001145,PF,Markieff Morris,Los Angeles Lakers,Dallas Mavericks,6000,4.98,5.92,,0,0,,2502025
7001145,C,Markieff Morris,Los Angeles Lakers,Dallas Mavericks,6000,4.98,5.92,,0,0,,2502025
7001153,C,Alex Len,Los Angeles Lakers,Dallas Mavericks,6000,6.26,6.75,,0,0,,2502025
7001171,PG,Stephen Curry,Golden State Warriors,Charlotte Hornets,16580,41.36,35.75,IN STARTING LINEUP,31,4,,2502025
7001176,PF,Draymond Green,Golden State Warriors,Charlotte Hornets,12850,28.5,32.33,IN STARTING LINEUP,41.5,5,,2502025
7001176,C,Draymond Green,Golden State Warriors,Charlotte Hornets,12850,28.5,32.33,IN STARTING LINEUP,41.5,5,,2502025
7001178,PF,Harrison Barnes,San Antonio Spurs,New Orleans Pelicans,8530,21.19,19.67,IN STARTING LINEUP,26.25,12,,2502025
7001178,SF,Harrison Barnes,San Antonio Spurs,New Orleans Pelicans,8530,21.19,19.67,IN STARTING LINEUP,26.25,12,,2502025
7001184,SG,Klay Thompson,Dallas Mavericks,Los Angeles Lakers,10720,24.53,27.83,IN STARTING LINEUP,37.5,4,,2502025
7001193,PG,CJ McCollum,New Orleans Pelicans,San Antonio Spurs,13680,35.8,39.17,IN STARTING LINEUP,27,7,,2502025
7001193,SG,CJ McCollum,New Orleans Pelicans,San Antonio Spurs,13680,35.8,39.17,IN STARTING LINEUP,27,7,,2502025
7001198,PG,Damian Lillard,Milwaukee Bucks,Houston Rockets,16950,44.61,28.5,IN STARTING LINEUP,30.25,5,,2502025
7001210,PF,Kevin Durant,Phoenix Suns,Memphis Grizzlies,17860,43.49,40.5,IN STARTING LINEUP,48,6,,2502025
7001213,C,Steven Adams,Houston Rockets,Milwaukee Bucks,6000,12.6,5.75,,0,0,,2502025
7001216,SF,LeBron James,Los Angeles Lakers,Dallas Mavericks,21250,50.82,56.67,IN STARTING LINEUP,48,2,,2502025
7001216,PF,LeBron James,Los Angeles Lakers,Dallas Mavericks,21250,50.82,56.67,IN STARTING LINEUP,48,2,,2502025
7001218,C,Tristan Thompson,Cleveland Cavaliers,Orlando Magic,6000,6.61,3.75,,3.25,0,,2502025
7001221,PG,Kyrie Irving,Dallas Mavericks,Los Angeles Lakers,17020,40.47,33.92,IN STARTING LINEUP,60.25,4,,2502025
7001235,PG,Chris Paul,San Antonio Spurs,New Orleans Pelicans,11900,29.53,20.25,IN STARTING LINEUP,35,2,,2502025
7001291,SG,Seth Curry,Charlotte Hornets,Golden State Warriors,7030,10.61,13.42,,23.5,4,,2502025
7001311,C,Kevon Looney,Golden State Warriors,Charlotte Hornets,6940,18.25,15.75,,13.25,0,,2502025
7001353,SG,Devin Booker,Phoenix Suns,Memphis Grizzlies,17970,44.19,46.67,IN STARTING LINEUP,46.75,5,,2502025
7001353,PG,Devin Booker,Phoenix Suns,Memphis Grizzlies,17970,44.19,46.67,IN STARTING LINEUP,46.75,5,,2502025
7001366,PG,Tyus Jones,Phoenix Suns,Memphis Grizzlies,9450,24.88,12.5,,10.75,0,,2502025
7001401,PF,Dorian Finney-Smith,Los Angeles Lakers,Dallas Mavericks,7510,18.74,19.92,,20.5,2,,2502025
7001401,C,Dorian Finney-Smith,Los Angeles Lakers,Dallas Mavericks,7510,18.74,19.92,,20.5,2,,2502025
7001406,SF,Jaylen Brown,Boston Celtics,Toronto Raptors,14930,38.99,37.92,IN STARTING LINEUP,36.75,19,,2502025
7001406,SG,Jaylen Brown,Boston Celtics,Toronto Raptors,14930,38.99,37.92,IN STARTING LINEUP,36.75,19,,2502025
7001429,SG,Buddy Hield,Golden State Warriors,Charlotte Hornets,8030,21.13,17.17,,25,1,,2502025
7001447,SF,Taurean Prince,Milwaukee Bucks,Houston Rockets,7430,17.8,17.67,IN STARTING LINEUP,22.5,5,,2502025
7001447,PF,Taurean Prince,Milwaukee Bucks,Houston Rockets,7430,17.8,17.67,IN STARTING LINEUP,22.5,5,,2502025
7001473,SG,Gary Payton,Golden State Warriors,Charlotte Hornets,6000,12.28,12.58,,25.5,1,,2502025
7001473,SF,Gary Payton,Golden State Warriors,Charlotte Hornets,6000,12.28,12.58,,25.5,1,,2502025
7001500,SG,Derrick White,Boston Celtics,Toronto Raptors,12900,33.09,41.17,IN STARTING LINEUP,45.25,18,,2502025
7001500,PG,Derrick White,Boston Celtics,Toronto Raptors,12900,33.09,41.17,IN STARTING LINEUP,45.25,18,,2502025
7001501,SF,Torrey Craig,Boston Celtics,Toronto Raptors,6000,11.83,9.25,IN STARTING LINEUP,7.25,0,,2502025
7001501,PF,Torrey Craig,Boston Celtics,Toronto Raptors,6000,11.83,9.25,IN STARTING LINEUP,7.25,0,,2502025
