Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000801,SF,Kawhi Leonard,LA Clippers,Cleveland Cavaliers,14810,33.66,46.83,,57.25,36,,18032025
7000801,PF,Kawhi Leonard,LA Clippers,Cleveland Cavaliers,14810,33.66,46.83,,57.25,36,,18032025
7000814,PG,Patty Mills,LA Clippers,Cleveland Cavaliers,6000,7.49,2.33,,0,0,,18032025
7000845,PG,Jrue Holiday,Boston Celtics,Brooklyn Nets,10590,25.24,36.33,IN STARTING LINEUP,38.5,47,,18032025
7000845,SG,Jrue Holiday,Boston Celtics,Brooklyn Nets,10590,25.24,36.33,IN STARTING LINEUP,38.5,47,,18032025
7000890,PG,James Harden,LA Clippers,Cleveland Cavaliers,19030,46.09,56.33,,45.5,12,,18032025
7000949,PF,Giannis Antetokounmpo,Milwaukee Bucks,Golden State Warriors,22270,58.5,59.83,,51.25,34,,18032025
7000949,C,Giannis Antetokounmpo,Milwaukee Bucks,Golden State Warriors,22270,58.5,59.83,,51.25,34,,18032025
7001002,C,Brook Lopez,Milwaukee Bucks,Golden State Warriors,10240,26.94,26.25,,25.5,12,,18032025
7001037,C,Al Horford,Boston Celtics,Brooklyn Nets,11860,22.63,39.5,IN STARTING LINEUP,18.75,7,,18032025
7001037,PF,Al Horford,Boston Celtics,Brooklyn Nets,11860,22.63,39.5,IN STARTING LINEUP,18.75,7,,18032025
7001059,SF,Jimmy Butler,Golden State Warriors,Milwaukee Bucks,14050,34.51,34.08,,48.5,37,,18032025
7001066,C,Taj Gibson,Charlotte Hornets,Atlanta Hawks,6000,9.48,5.25,,0,0,,18032025
7001102,C,Jusuf Nurkic,Charlotte Hornets,Atlanta Hawks,9350,24.61,12.42,,16,0,,18032025
7001176,PF,Draymond Green,Golden State Warriors,Milwaukee Bucks,12590,29.83,32.83,,32.5,10,,18032025
7001176,C,Draymond Green,Golden State Warriors,Milwaukee Bucks,12590,29.83,32.83,,32.5,10,,18032025
7001197,PF,Nicolas Batum,LA Clippers,Cleveland Cavaliers,6760,11.8,18.33,,13.25,0,,18032025
7001198,PG,Damian Lillard,Milwaukee Bucks,Golden State Warriors,17700,43.92,43.25,,29.75,4,,18032025
7001218,C,Tristan Thompson,Cleveland Cavaliers,LA Clippers,6000,6.15,3.25,,0,0,,18032025
7001291,SG,Seth Curry,Charlotte Hornets,Atlanta Hawks,6000,10.45,6.67,IN STARTING LINEUP,22.5,38,,18032025
7001311,C,Kevon Looney,Golden State Warriors,Milwaukee Bucks,6640,17.49,13.5,,5.25,2,,18032025
7001332,SG,Norman Powell,LA Clippers,Cleveland Cavaliers,10880,34.55,22.92,,13.25,5,,18032025
7001332,SF,Norman Powell,LA Clippers,Cleveland Cavaliers,10880,34.55,22.92,,13.25,5,,18032025
7001339,C,Kristaps Porzingis,Boston Celtics,Brooklyn Nets,14560,35.78,28.42,IN STARTING LINEUP,53.75,15,,18032025
7001357,SG,Pat Connaughton,Milwaukee Bucks,Golden State Warriors,6000,10.81,4.5,,0,0,,18032025
7001357,SF,Pat Connaughton,Milwaukee Bucks,Golden State Warriors,6000,10.81,4.5,,0,0,,18032025
7001360,PG,D'Angelo Russell,Brooklyn Nets,Boston Celtics,10930,26.82,24.08,IN STARTING LINEUP,37.75,5,,18032025
7001399,PF,Georges Niang,Atlanta Hawks,Charlotte Hornets,7920,18.23,15,,9,19,,18032025
7001417,PG,Ben Simmons,LA Clippers,Cleveland Cavaliers,7790,23.78,11.25,,7,1,,18032025
7001417,PF,Ben Simmons,LA Clippers,Cleveland Cavaliers,7790,23.78,11.25,,7,1,,18032025
7001425,PG,Kris Dunn,LA Clippers,Cleveland Cavaliers,7440,19.38,18,,4.75,4,,18032025
7001425,SG,Kris Dunn,LA Clippers,Cleveland Cavaliers,7440,19.38,18,,4.75,4,,18032025
7001429,SG,Buddy Hield,Golden State Warriors,Milwaukee Bucks,8060,20.89,14.5,,25.5,5,,18032025
7001437,SF,Derrick Jones,LA Clippers,Cleveland Cavaliers,7220,18.99,17.08,,18.25,1,,18032025
7001437,PF,Derrick Jones,LA Clippers,Cleveland Cavaliers,7220,18.99,17.08,,18.25,1,,18032025
7001441,C,Ivica Zubac,LA Clippers,Cleveland Cavaliers,15140,39.69,41.5,,57.5,10,,18032025
7001447,SF,Taurean Prince,Milwaukee Bucks,Golden State Warriors,8580,18.33,20.67,,19,6,,18032025
7001447,PF,Taurean Prince,Milwaukee Bucks,Golden State Warriors,8580,18.33,20.67,,19,6,,18032025
7001473,SG,Gary Payton,Golden State Warriors,Milwaukee Bucks,8310,14.31,24.08,,12.5,17,,18032025
7001473,SF,Gary Payton,Golden State Warriors,Milwaukee Bucks,8310,14.31,24.08,,12.5,17,,18032025
7001500,SG,Derrick White,Boston Celtics,Brooklyn Nets,15790,33.74,44.5,IN STARTING LINEUP,31.75,17,,18032025
7001500,PG,Derrick White,Boston Celtics,Brooklyn Nets,15790,33.74,44.5,IN STARTING LINEUP,31.75,17,,18032025
7001501,SF,Torrey Craig,Boston Celtics,Brooklyn Nets,6000,10.62,11.25,,4.5,0,,18032025
7001501,PF,Torrey Craig,Boston Celtics,Brooklyn Nets,6000,10.62,11.25,,4.5,0,,18032025
7001512,SG,Bogdan Bogdanovic,LA Clippers,Cleveland Cavaliers,9170,20.3,27.92,,38.5,1,,18032025
7001512,SF,Bogdan Bogdanovic,LA Clippers,Cleveland Cavaliers,9170,20.3,27.92,,38.5,1,,18032025
7001534,PF,Kyle Kuzma,Milwaukee Bucks,Golden State Warriors,10420,26.79,16.42,,29.5,23,,18032025
7001534,SF,Kyle Kuzma,Milwaukee Bucks,Golden State Warriors,10420,26.79,16.42,,29.5,23,,18032025
