Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000801,SF,Kawhi Leonard,LA Clippers,Chicago Bulls,14050,29.52,35,IN STARTING LINEUP,43,14,,26022025
7000801,PF,Kawhi Leonard,LA Clippers,Chicago Bulls,14050,29.52,35,IN STARTING LINEUP,43,14,,26022025
7000808,SF,Kyle Anderson,Miami Heat,Atlanta Hawks,9500,14.97,11.42,,0,3,,26022025
7000808,PF,Kyle Anderson,Miami Heat,Atlanta Hawks,9500,14.97,11.42,,0,3,,26022025
7000814,PG,Patty Mills,LA Clippers,Chicago Bulls,6000,8.19,4.17,,0,0,,26022025
7000823,PF,Jae Crowder,Sacramento Kings,Utah Jazz,6000,7.54,2.92,,0,0,,26022025
7000823,C,Jae Crowder,Sacramento Kings,Utah Jazz,6000,7.54,2.92,,0,0,,26022025
7000845,PG,Jrue Holiday,Boston Celtics,Detroit Pistons,9460,24.9,20.58,IN STARTING LINEUP,14,9,,26022025
7000845,SG,Jrue Holiday,Boston Celtics,Detroit Pistons,9460,24.9,20.58,IN STARTING LINEUP,14,9,,26022025
7000858,PF,Tobias Harris,Detroit Pistons,Boston Celtics,11490,28,30,IN STARTING LINEUP,36.75,2,,26022025
7000875,SG,Jordan Clarkson,Utah Jazz,Sacramento Kings,13570,29.27,32.33,IN STARTING LINEUP,13.5,2,,26022025
7000889,C,Clint Capela,Atlanta Hawks,Miami Heat,9550,25.14,19.67,,14.75,0,,26022025
7000890,PG,James Harden,LA Clippers,Chicago Bulls,19740,44.84,51.67,IN STARTING LINEUP,46,2,,26022025
7000905,PF,Paul George,Philadelphia 76ers,New York Knicks,14390,33.63,30.92,IN STARTING LINEUP,52,2,,26022025
7000905,SF,Paul George,Philadelphia 76ers,New York Knicks,14390,33.63,30.92,IN STARTING LINEUP,52,2,,26022025
7000907,PF,Jerami Grant,Portland Trail Blazers,Washington Wizards,11750,26.35,28.25,IN STARTING LINEUP,27.5,3,,26022025
7000923,C,Bismack Biyombo,San Antonio Spurs,Houston Rockets,6000,17.15,23.17,IN STARTING LINEUP,11.25,40,,26022025
7000947,SF,Khris Middleton,Washington Wizards,Portland Trail Blazers,11190,25.53,26.33,IN STARTING LINEUP,22.5,5,,26022025
7000947,PF,Khris Middleton,Washington Wizards,Portland Trail Blazers,11190,25.53,26.33,IN STARTING LINEUP,22.5,5,,26022025
7000985,PG,Marcus Smart,Washington Wizards,Portland Trail Blazers,7380,19.39,10.25,,18.5,1,,26022025
7000985,SG,Marcus Smart,Washington Wizards,Portland Trail Blazers,7380,19.39,10.25,,18.5,1,,26022025
7000987,PF,Jeff Green,Houston Rockets,San Antonio Spurs,6000,8.96,15.33,,17.25,0,,26022025
7000987,C,Jeff Green,Houston Rockets,San Antonio Spurs,6000,8.96,15.33,,17.25,0,,26022025
