Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000801,SF,Kawhi Leonard,LA Clippers,Milwaukee Bucks,13650,28.72,31.5,IN STARTING LINEUP,41.5,40,,20022025
7000801,PF,Kawhi Leonard,LA Clippers,Milwaukee Bucks,13650,28.72,31.5,IN STARTING LINEUP,41.5,40,,20022025
7000810,PG,Cory Joseph,Orlando Magic,Atlanta Hawks,6000,5.02,3.83,,0,0,,20022025
7000814,PG,Patty Mills,LA Clippers,Milwaukee Bucks,6000,8.46,2.17,,0,0,,20022025
7000845,PG,Jrue Holiday,Boston Celtics,Philadelphia 76ers,9520,25.05,20.17,IN STARTING LINEUP,13.25,4,,20022025
7000845,SG,Jrue Holiday,Boston Celtics,Philadelphia 76ers,9520,25.05,20.17,IN STARTING LINEUP,13.25,4,,20022025
7000848,PG,Elfrid Payton,Charlotte Hornets,Denver Nuggets,8290,20.25,12.67,IN STARTING LINEUP,10.5,43,,20022025
7000854,PF,Aaron Gordon,Denver Nuggets,Charlotte Hornets,9330,24.44,26.58,IN STARTING LINEUP,30.25,4,,20022025
7000854,C,Aaron Gordon,Denver Nuggets,Charlotte Hornets,9330,24.44,26.58,IN STARTING LINEUP,30.25,4,,20022025
7000855,C,Nikola Vucevic,Chicago Bulls,New York Knicks,16350,41.32,27.83,IN STARTING LINEUP,35.25,1,,20022025
7000889,C,Clint Capela,Atlanta Hawks,Orlando Magic,9690,25.51,27.58,,11.5,0,,20022025
7000890,PG,James Harden,LA Clippers,Milwaukee Bucks,18020,44.46,29.08,IN STARTING LINEUP,44.75,12,,20022025
7000905,PF,Paul George,Philadelphia 76ers,Boston Celtics,12880,33.86,28.17,IN STARTING LINEUP,25.5,14,,20022025
7000905,SF,Paul George,Philadelphia 76ers,Boston Celtics,12880,33.86,28.17,IN STARTING LINEUP,25.5,14,,20022025
7000907,PF,Jerami Grant,Portland Trail Blazers,Los Angeles Lakers,11310,26.21,26,IN STARTING LINEUP,16,0,,20022025
7000911,C,Joel Embiid,Philadelphia 76ers,Boston Celtics,20360,45.6,50.75,IN STARTING LINEUP,23.75,3,,20022025
7000923,C,Bismack Biyombo,San Antonio Spurs,Phoenix Suns,6000,8.13,8.13,IN STARTING LINEUP,16.25,2,,20022025
7000949,PF,Giannis Antetokounmpo,Milwaukee Bucks,LA Clippers,23210,59.34,54.75,IN STARTING LINEUP,39.5,1,,20022025
7000949,C,Giannis Antetokounmpo,Milwaukee Bucks,LA Clippers,23210,59.34,54.75,IN STARTING LINEUP,39.5,1,,20022025
7000967,SG,Bradley Beal,Phoenix Suns,San Antonio Spurs,11480,30.21,32.83,,37.75,2,,20022025
7000967,SF,Bradley Beal,Phoenix Suns,San Antonio Spurs,11480,30.21,32.83,,37.75,2,,20022025
7001000,C,Mason Plumlee,Phoenix Suns,San Antonio Spurs,6320,16.63,15,,9.75,0,,20022025
7001002,C,Brook Lopez,Milwaukee Bucks,LA Clippers,9990,26.65,30.17,IN STARTING LINEUP,44.75,6,,20022025
7001023,PF,James Johnson,Indiana Pacers,Memphis Grizzlies,6000,2.23,0.92,,0,0,,20022025
7001023,C,James Johnson,Indiana Pacers,Memphis Grizzlies,6000,2.23,0.92,,0,0,,20022025
7001037,C,Al Horford,Boston Celtics,Philadelphia 76ers,8500,21.24,27.33,,19,1,,20022025
7001037,PF,Al Horford,Boston Celtics,Philadelphia 76ers,8500,21.24,27.33,,19,1,,20022025
7001066,C,Taj Gibson,Charlotte Hornets,Denver Nuggets,6430,10.01,17.92,,0,0,,20022025
7001102,C,Jusuf Nurkic,Charlotte Hornets,Denver Nuggets,9740,25.66,23.42,IN STARTING LINEUP,35,15,,20022025
7001108,SG,Gary Harris,Orlando Magic,Atlanta Hawks,6000,7.49,6.08,,4.5,0,,20022025
7001108,SF,Gary Harris,Orlando Magic,Atlanta Hawks,6000,7.49,6.08,,4.5,0,,20022025
7001117,C,Andre Drummond,Philadelphia 76ers,Boston Celtics,7470,19.66,16.75,,17.75,0,,20022025
7001119,SG,Kentavious Caldwell-Pope,Orlando Magic,Atlanta Hawks,7700,17.98,10.08,IN STARTING LINEUP,11,1,,20022025
7001145,PF,Markieff Morris,Los Angeles Lakers,Portland Trail Blazers,6000,4.98,5.92,,0,0,,20022025
7001145,C,Markieff Morris,Los Angeles Lakers,Portland Trail Blazers,6000,4.98,5.92,,0,0,,20022025
7001153,C,Alex Len,Los Angeles Lakers,Portland Trail Blazers,6000,6.39,6.33,,0,0,,20022025
7001178,PF,Harrison Barnes,San Antonio Spurs,Phoenix Suns,9660,21.27,21.33,IN STARTING LINEUP,17,12,,20022025
7001178,SF,Harrison Barnes,San Antonio Spurs,Phoenix Suns,9660,21.27,21.33,IN STARTING LINEUP,17,12,,20022025
7001197,PF,Nicolas Batum,LA Clippers,Milwaukee Bucks,6000,11.08,8.83,,8.25,0,,20022025
7001198,PG,Damian Lillard,Milwaukee Bucks,LA Clippers,17000,44.59,19.5,IN STARTING LINEUP,38.25,1,,20022025
7001203,PG,Russell Westbrook,Denver Nuggets,Charlotte Hornets,12290,32.35,26.92,,20.25,5,,20022025
7001210,PF,Kevin Durant,Phoenix Suns,San Antonio Spurs,16990,43.7,25,IN STARTING LINEUP,32.25,4,,20022025
7001216,SF,LeBron James,Los Angeles Lakers,Portland Trail Blazers,21120,50.64,47.67,IN STARTING LINEUP,58.5,2,,20022025
7001216,PF,LeBron James,Los Angeles Lakers,Portland Trail Blazers,21120,50.64,47.67,IN STARTING LINEUP,58.5,2,,20022025
7001218,C,Tristan Thompson,Cleveland Cavaliers,Brooklyn Nets,6000,6.68,5.5,,0,0,,20022025
7001235,PG,Chris Paul,San Antonio Spurs,Phoenix Suns,11750,30.06,33.33,IN STARTING LINEUP,40.25,18,,20022025
7001238,C,DeAndre Jordan,Denver Nuggets,Charlotte Hornets,6000,11.8,14.83,,12.25,0,,20022025
7001291,SG,Seth Curry,Charlotte Hornets,Denver Nuggets,6430,10.62,22.17,,10.25,2,,20022025
7001313,SF,Kelly Oubre,Philadelphia 76ers,Boston Celtics,12140,29.65,31.25,IN STARTING LINEUP,26,2,,20022025
7001322,PG,T.J. McConnell,Indiana Pacers,Memphis Grizzlies,8400,22.11,19.25,,21.5,1,,20022025
7001323,C,Jahlil Okafor,Indiana Pacers,Memphis Grizzlies,6000,2.75,2.75,,0,0,,20022025
7001331,PG,Delon Wright,New York Knicks,Chicago Bulls,6000,9.2,5.08,,0,0,,20022025
7001332,SG,Norman Powell,LA Clippers,Milwaukee Bucks,13780,35.66,37.92,PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY,0,0,Y,20022025
7001332,SF,Norman Powell,LA Clippers,Milwaukee Bucks,13780,35.66,37.92,PLAYER IS INJURED BUT IS A GAME TIME DECISION TO PLAY,0,0,Y,20022025
7001333,C,Myles Turner,Indiana Pacers,Memphis Grizzlies,13540,31.18,14.5,IN STARTING LINEUP,51.5,1,,20022025
7001339,C,Kristaps Porzingis,Boston Celtics,Philadelphia 76ers,15000,36.81,34.83,IN STARTING LINEUP,28,4,,20022025
7001341,PG,Cameron Payne,New York Knicks,Chicago Bulls,8540,15.14,19.33,,13,4,,20022025
7001341,SG,Cameron Payne,New York Knicks,Chicago Bulls,8540,15.14,19.33,,13,4,,20022025
7001347,C,Nikola Jokic,Denver Nuggets,Charlotte Hornets,24670,64.91,27,IN STARTING LINEUP,71.25,10,,20022025
7001353,SG,Devin Booker,Phoenix Suns,San Antonio Spurs,16740,44.03,47.92,IN STARTING LINEUP,34.5,5,,20022025
7001353,PG,Devin Booker,Phoenix Suns,San Antonio Spurs,16740,44.03,47.92,IN STARTING LINEUP,34.5,5,,20022025
7001357,SG,Pat Connaughton,Milwaukee Bucks,LA Clippers,6000,11.18,10.58,,0,0,,20022025
7001357,SF,Pat Connaughton,Milwaukee Bucks,LA Clippers,6000,11.18,10.58,,0,0,,20022025
7001360,PG,D'Angelo Russell,Brooklyn Nets,Cleveland Cavaliers,11610,27.12,28.33,IN STARTING LINEUP,10.5,2,,20022025
7001366,PG,Tyus Jones,Phoenix Suns,San Antonio Spurs,9720,25.58,31.25,IN STARTING LINEUP,14.5,5,,20022025
7001367,C,Karl-Anthony Towns,New York Knicks,Chicago Bulls,22330,49.79,29.08,IN STARTING LINEUP,62.5,3,,20022025
7001399,PF,Georges Niang,Atlanta Hawks,Orlando Magic,8840,17.42,29.5,,19.5,1,,20022025
7001401,PF,Dorian Finney-Smith,Los Angeles Lakers,Portland Trail Blazers,7460,18.8,19.83,IN STARTING LINEUP,23.5,23,,20022025
7001401,C,Dorian Finney-Smith,Los Angeles Lakers,Portland Trail Blazers,7460,18.8,19.83,IN STARTING LINEUP,23.5,23,,20022025
7001406,SF,Jaylen Brown,Boston Celtics,Philadelphia 76ers,14840,39.06,15.25,IN STARTING LINEUP,36,4,,20022025
7001406,SG,Jaylen Brown,Boston Celtics,Philadelphia 76ers,14840,39.06,15.25,IN STARTING LINEUP,36,4,,20022025
7001408,SG,Caris LeVert,Atlanta Hawks,Orlando Magic,10680,22.85,32.25,,22,9,,20022025
7001408,SF,Caris LeVert,Atlanta Hawks,Orlando Magic,10680,22.85,32.25,,22,9,,20022025
7001409,PF,Pascal Siakam,Indiana Pacers,Memphis Grizzlies,15770,37.12,15.75,IN STARTING LINEUP,24,2,,20022025
7001416,C,Dario Saric,Denver Nuggets,Charlotte Hornets,6000,11.2,14.42,,0,0,,20022025
7001416,PF,Dario Saric,Denver Nuggets,Charlotte Hornets,6000,11.2,14.42,,0,0,,20022025
7001417,PG,Ben Simmons,LA Clippers,Milwaukee Bucks,9740,24.78,24.92,,22.25,7,,20022025
7001417,PF,Ben Simmons,LA Clippers,Milwaukee Bucks,9740,24.78,24.92,,22.25,7,,20022025
7001425,PG,Kris Dunn,LA Clippers,Milwaukee Bucks,7950,18.31,26.33,IN STARTING LINEUP,35.75,7,,20022025
7001425,SG,Kris Dunn,LA Clippers,Milwaukee Bucks,7950,18.31,26.33,IN STARTING LINEUP,35.75,7,,20022025
7001433,PG,Jamal Murray,Denver Nuggets,Charlotte Hornets,15850,39.28,52.92,IN STARTING LINEUP,47.75,3,,20022025
7001433,SG,Jamal Murray,Denver Nuggets,Charlotte Hornets,15850,39.28,52.92,IN STARTING LINEUP,47.75,3,,20022025
7001437,SF,Derrick Jones,LA Clippers,Milwaukee Bucks,7350,19.35,14.25,,6,1,,20022025
7001437,PF,Derrick Jones,LA Clippers,Milwaukee Bucks,7350,19.35,14.25,,6,1,,20022025
7001441,C,Ivica Zubac,LA Clippers,Milwaukee Bucks,14730,38.75,42,IN STARTING LINEUP,50.75,2,,20022025
7001447,SF,Taurean Prince,Milwaukee Bucks,LA Clippers,7580,18.07,27.92,IN STARTING LINEUP,24.75,9,,20022025
7001447,PF,Taurean Prince,Milwaukee Bucks,LA Clippers,7580,18.07,27.92,IN STARTING LINEUP,24.75,9,,20022025
7001481,PG,Monte Morris,Phoenix Suns,San Antonio Spurs,6000,10.14,6.33,,0,0,,20022025
7001500,SG,Derrick White,Boston Celtics,Philadelphia 76ers,12520,32.62,33.5,IN STARTING LINEUP,34,4,,20022025
7001500,PG,Derrick White,Boston Celtics,Philadelphia 76ers,12520,32.62,33.5,IN STARTING LINEUP,34,4,,20022025
7001501,SF,Torrey Craig,Boston Celtics,Philadelphia 76ers,6000,12.48,17.67,,10,1,,20022025
7001501,PF,Torrey Craig,Boston Celtics,Philadelphia 76ers,6000,12.48,17.67,,10,1,,20022025
7001512,SG,Bogdan Bogdanovic,LA Clippers,Milwaukee Bucks,7010,18.45,16.08,,30.5,6,,20022025
7001512,SF,Bogdan Bogdanovic,LA Clippers,Milwaukee Bucks,7010,18.45,16.08,,30.5,6,,20022025
7001513,PG,De'Aaron Fox,San Antonio Spurs,Phoenix Suns,17100,43.94,45.17,IN STARTING LINEUP,56.25,9,,20022025
7001513,SG,De'Aaron Fox,San Antonio Spurs,Phoenix Suns,17100,43.94,45.17,IN STARTING LINEUP,56.25,9,,20022025
7001523,C,Thomas Bryant,Indiana Pacers,Memphis Grizzlies,10810,16.23,32.33,,15.25,0,,20022025
7001527,PG,Lonzo Ball,Chicago Bulls,New York Knicks,8800,20.88,19.5,IN STARTING LINEUP,26,26,,20022025
7001527,SG,Lonzo Ball,Chicago Bulls,New York Knicks,8800,20.88,19.5,IN STARTING LINEUP,26,26,,20022025
