Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000855,C,Nikola Vucevic,Chicago Bulls,Detroit Pistons,16150,41.25,24,IN STARTING LINEUP,19.25,3,,11022025
7000858,PF,Tobias Harris,Detroit Pistons,Chicago Bulls,12020,27.83,32,IN STARTING LINEUP,30.25,15,,11022025
7000858,SF,Tobias Harris,Detroit Pistons,Chicago Bulls,12020,27.83,32,IN STARTING LINEUP,30.25,15,,11022025
7000905,SF,Paul George,Philadelphia 76ers,Toronto Raptors,13090,34.15,26.08,IN STARTING LINEUP,24.75,19,,11022025
7000905,SG,Paul George,Philadelphia 76ers,Toronto Raptors,13090,34.15,26.08,IN STARTING LINEUP,24.75,19,,11022025
7000911,C,Joel Embiid,Philadelphia 76ers,Toronto Raptors,20310,45.6,50.75,IN STARTING LINEUP,52,10,,11022025
7000978,SG,Garrett Temple,Toronto Raptors,Philadelphia 76ers,6000,3.21,3,,0,0,,11022025
7000978,SF,Garrett Temple,Toronto Raptors,Philadelphia 76ers,6000,3.21,3,,0,0,,11022025
7001000,C,Mason Plumlee,Phoenix Suns,Memphis Grizzlies,7310,16.63,15.08,,12,1,,11022025
7001023,PF,James Johnson,Indiana Pacers,New York Knicks,6000,2.23,0.92,,0,0,,11022025
7001030,PG,Dennis Schroder,Detroit Pistons,Chicago Bulls,10620,27.63,13.17,,12,0,,11022025
7001049,SG,Tim Hardaway,Detroit Pistons,Chicago Bulls,7790,17.66,15.67,IN STARTING LINEUP,10.75,21,,11022025
7001049,SF,Tim Hardaway,Detroit Pistons,Chicago Bulls,7790,17.66,15.67,IN STARTING LINEUP,10.75,21,,11022025
7001117,C,Andre Drummond,Philadelphia 76ers,Toronto Raptors,7440,19.59,13.67,,0,0,,11022025
7001210,PF,Kevin Durant,Phoenix Suns,Memphis Grizzlies,17120,45.1,42.58,,55.25,19,,11022025
7001313,SF,Kelly Oubre,Philadelphia 76ers,Toronto Raptors,13380,29.48,30.58,IN STARTING LINEUP,30.25,7,,11022025
