ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2
8000040,Kamdyn McIntosh,RIC,HAW,Start,9090,61.8,18.636790207505655,43.2,99.1,MID,
8000047,Daniel Rioli,GCS,BRI,Start,12260,79.1,22.32452683664859,56.8,123.7,DEF,
8000050,Nick Vlastuin,RIC,HAW,Start,12770,78.9,22.36445925250382,56.5,123.6,DEF,
8000053,Sam Frost,HAW,RIC,Not Named,6000,0,16.766371762896615,-16.8,33.5,DEF,
8000059,Jesse Hogan,GWS,SYD,Start,12860,77.5,26.52761630073539,51,130.6,FWD,
8000077,Stephen Coniglio,GWS,SYD,Not Named,8640,0,27.702674408166477,-27.7,55.4,MID,FWD
8000080,Toby Greene,GWS,SYD,Start,12060,80.7,24.657981690693376,56,130,FWD,
8000084,Josh Kelly,GWS,SYD,Not Named,13120,0,25.640376087325127,-25.6,51.3,MID,
8000097,Callan Ward,GWS,SYD,Start,9630,60.9,27.14572926708017,33.8,115.2,MID,
8000098,Lachie Whitfield,GWS,SYD,Start,17110,111.7,27.753393123643793,83.9,167.2,DEF,
8000127,Callum Ah Chee,BRI,GCS,Start,9470,58.6,20.883552716173966,37.7,100.4,FWD,
8000130,Sam Day,BRI,GCS,Start,8050,58.7,19.491702725910827,39.2,97.7,FWD,RK
8000135,Sean Lemmens,GCS,BRI,Not Named,6390,0,16.883157293108933,-16.9,33.8,DEF,
8000137,Tom Lynch,RIC,HAW,Start,7130,56.6,26.380024697641602,30.2,109.4,FWD,
8000142,Touk Miller,GCS,BRI,Start,14280,89.8,26.023622814082326,63.8,141.8,MID,
8000144,Dion Prestia,RIC,HAW,Not Named,11620,0,24.609449404649425,-24.6,49.2,MID,
8000148,Alex Sexton,GCS,BRI,Not Named,8740,0,25.862427514494943,-25.9,51.7,FWD,
8000201,Taylor Adams,SYD,GWS,Not Named,9190,0,26.225082756495812,-26.2,52.5,FWD,
8000211,Brodie Grundy,SYD,GWS,Start,12950,85.4,28.3797353714103,57,142.2,RK,
8000225,Jarrod Witts,GCS,BRI,Start,14260,91.2,23.314396728612973,67.9,137.8,RK,
8000226,Harry Cunningham,SYD,GWS,Not Named,8430,0,22.29803224325211,-22.3,44.6,DEF,
8000230,Isaac Heeney,SYD,GWS,Start,14650,91.8,23.54047054014807,68.3,138.9,MID,
8000237,Jake Lloyd,SYD,GWS,Start,13740,84.1,23.940212243313592,60.2,132,MID,DEF
8000238,Callum Mills,SYD,GWS,Not Named,11880,0,27.124180854461482,-27.1,54.2,DEF,MID
8000240,Toby Nankervis,RIC,HAW,Start,14060,90,24.139669159157336,65.9,138.3,RK,
8000241,Tom Papley,SYD,GWS,Not Named,8770,0,20.904566051081954,-20.9,41.8,FWD,MID
8000243,Dane Rampe,SYD,GWS,Start,9460,61,21.481958880774634,39.5,104,DEF,
8000264,Lachie Neale,BRI,GCS,Start,15580,99.6,28.166575920258932,71.4,155.9,MID,
8000275,Lachie Weller,GCS,BRI,Start,9600,63.8,19.559267562990744,44.2,102.9,MID,
8000284,Josh Dunkley,BRI,GCS,Start,16370,104.3,27.15943864113985,77.1,158.6,MID,
8000297,Jake Stringer,GWS,SYD,Start,8400,0,22.776017441000892,-22.8,45.6,FWD,MID
8000303,Harris Andrews,BRI,GCS,Start,9120,57.7,19.757205208201288,37.9,97.2,DEF,
8000311,Darcy Gardiner,BRI,GCS,Start,6000,44.5,18.405736085444246,26.1,81.3,DEF,
8000315,Ryan Lester,BRI,GCS,Start,9660,58.6,19.996851579661993,38.6,98.6,DEF,
8000355,Karl Amon,HAW,RIC,Not Named,13920,0,25.29437244427639,-25.3,50.6,DEF,
