ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position,Position2
8000040,Kamdyn McIntosh,RIC,POR,Start,8770,55.8,18.5462697690871,37.3,92.9,MID,
8000050,Nick Vlastuin,RIC,POR,Start,13040,81.8,22.245884333864517,59.6,126.3,DEF,
8000092,Dylan Shiel,ESS,ADE,Start,12840,79.8,22.827122904714727,57,125.5,DEF,
8000094,Jack Steele,STK,GEE,Start,15090,102.5,24.279165352130665,78.2,151.1,MID,
8000115,Kyle Langford,ESS,ADE,Not Named,11120,0,23.344546943500184,-23.3,46.7,FWD,
8000120,Zach Merrett,ESS,ADE,Start,15830,105.5,26.483386397490644,79,158.5,MID,
8000122,Darcy Parish,ESS,ADE,Not Named,13730,0,25.105708574370905,-25.1,50.2,MID,
8000137,Tom Lynch,RIC,POR,Not Named,7360,0,26.37421814897972,-26.4,52.7,FWD,
8000139,Jack Martin,GEE,STK,Not Named,8270,0,25.518480512799332,-25.5,51,FWD,
8000144,Dion Prestia,RIC,POR,Not Named,11650,0,24.609449404649425,-24.6,49.2,MID,
8000150,Peter Wright,ESS,ADE,Not Named,10510,0,23.07937999201182,-23.1,46.2,FWD,RK
8000151,Rory Atkins,POR,RIC,Not Named,11300,0,28.34510617199038,-28.3,56.7,DEF,
8000156,Matt Crouch,ADE,ESS,Start,14890,98.4,23.780331780770737,74.6,146,MID,
8000162,Rory Laird,ADE,ESS,Start,15490,96.9,24.499999333676257,72.4,145.9,DEF,
8000168,Wayne Milera,ADE,ESS,Start,9920,68.8,20.733518463560106,48.1,110.3,DEF,
8000171,Brodie Smith,ADE,ESS,Not Named,9070,0,23.195330122145286,-23.2,46.4,DEF,
8000175,Taylor Walker,ADE,ESS,Start,8630,57.6,27.760233545749042,29.8,113.1,FWD,
8000184,Todd Goldstein,ESS,ADE,Not Named,9410,0,26.300486365610897,-26.3,52.6,RK,
8000234,Zak Jones,STK,GEE,Start,9030,66.3,25.4391839597286,40.9,117.2,MID,
8000240,Toby Nankervis,RIC,POR,Start,15850,104.7,24.481569694291345,80.2,153.7,RK,
8000289,Jack Macrae,STK,GEE,Start,14670,96.9,26.747296977121433,70.2,150.4,MID,
8000356,Travis Boak,POR,RIC,Start,12250,72,23.430677129092167,48.6,118.9,MID,FWD
8000376,Ollie Wines,POR,RIC,Start,14320,95,23.46359793908139,71.5,141.9,MID,
8000389,Jade Gresham,ESS,ADE,Start,7740,52,20.86640206486382,31.1,93.7,FWD,
8000399,Jack Sinclair,STK,GEE,Start,15050,104.8,26.625117617686666,78.2,158.1,DEF,MID
8000402,Jimmy Webster,STK,GEE,Start,8600,56.9,19.513219042872322,37.4,95.9,DEF,
8000405,Mark Blicavs,GEE,STK,Start,10760,66.7,22.679431082648634,44,112.1,DEF,RK
8000408,Patrick Dangerfield,GEE,STK,Start,11140,70.3,29.011932068414236,41.3,128.3,FWD,MID
8000409,Mitch Duncan,GEE,STK,Not Named,10510,0,26.624471288077718,-26.6,53.2,DEF,
8000412,Cameron Guthrie,GEE,STK,Not Named,11340,0,26.355650113154663,-26.4,52.7,MID,
8000416,Jake Kolodjashnij,GEE,STK,Not Named,9140,0,17.026501657821232,-17,34.1,DEF,
8000426,Rhys Stanley,GEE,STK,Not Named,10840,0,23.56033832602814,-23.6,47.1,RK,
8000461,Jayden Short,RIC,POR,Start,13130,87.6,22.86817601003574,64.7,133.3,DEF,
8000477,Dougal Howard,STK,GEE,Not Named,7390,0,18.012013066402556,-18,36,DEF,
8000478,Darcy Byrne-Jones,POR,RIC,Start,8290,56.2,22.191930603703636,34,100.6,FWD,
8000499,Jacob Hopper,RIC,POR,Start,12690,82.9,20.72975499244228,62.2,124.4,MID,
8000514,Alex Neal-Bullen,ADE,ESS,Start,11520,79,22.072223223028317,56.9,123.1,MID,FWD
8000524,Ben Keays,ADE,ESS,Start,11120,79,27.81266303303705,51.2,134.6,FWD,
8000530,Jayden Laverde,ESS,ADE,Not Named,10790,0,20.943059565908932,-20.9,41.9,DEF,
8000532,Jed Bews,GEE,STK,Not Named,6000,0,17.730719020187088,-17.7,35.5,DEF,
8000535,Zaine Cordy,STK,GEE,Not Named,6000,0,17.092062538608623,-17.1,34.2,DEF,FWD
8000542,Mason Wood,STK,GEE,Start,12540,79.6,27.932644437509513,51.7,135.5,MID,FWD
8000547,Bradley Hill,STK,GEE,Start,9220,58.2,24.589008982573862,33.6,107.4,MID,
8000553,Jeremy Cameron,GEE,STK,Start,13850,88.2,27.297793371026916,60.9,142.8,FWD,
8000571,Aliir Aliir,POR,RIC,Start,9100,59.5,18.338529099091073,41.2,96.2,DEF,
8000575,Mason Redman,ESS,ADE,Start,12880,87.9,24.623610489698443,63.3,137.1,DEF,
8000594,Dan Butler,STK,GEE,Not Named,8210,0,18.385487467709073,-18.4,36.8,FWD,
8000608,Nathan Broad,RIC,POR,Start,9100,61,21.68212715874669,39.3,104.4,DEF,
8000620,Jeremy Finlayson,POR,RIC,Not Named,11160,0,23.447403187846696,-23.4,46.9,DEF,
8000668,Reilly O'Brien,ADE,ESS,Start,13540,95.9,21.420215530731955,74.5,138.7,RK,
8000681,Ryan Burton,POR,RIC,Start,9830,64.5,21.560672276714364,42.9,107.6,DEF,
8000682,Ben McKay,ESS,ADE,Start,6000,57.1,20.556654295732717,36.5,98.2,DEF,
8000711,Mitchell Hinge,ADE,ESS,Start,11910,77.4,23.071112322040822,54.3,123.5,DEF,
8000744,Sam Draper,ESS,ADE,Start,10840,76,19.6322775954258,56.4,115.3,RK,
8000751,Andrew McGrath,ESS,ADE,Start,12430,84.9,19.811967826967923,65.1,124.5,DEF,
8000756,Jordan Ridley,ESS,ADE,Not Named,13560,0,23.09152149732863,-23.1,46.2,DEF,
8000775,Zach Guthrie,GEE,STK,Start,12810,80.3,24.258754094138588,56,128.8,DEF,
8000777,Jack Henry,GEE,STK,Start,10430,65.2,17.45797345680011,47.7,100.1,DEF,
8000781,Mark O'Connor,GEE,STK,Start,8160,53.2,18.5970372214492,34.6,90.4,DEF,MID
8000784,Esava Ratugolea,POR,RIC,Not Named,6520,0,17.820362711286,-17.8,35.6,DEF,FWD
8000786,Tom Stewart,GEE,STK,Start,15650,90.6,25.197430676874543,65.4,141,DEF,MID
8000789,Jack Bowes,GEE,STK,Start,12120,80.3,25.368837225471417,54.9,131,MID,DEF
8000796,Isaac Cumming,ADE,ESS,Start,10380,64.4,23.15172583011854,41.2,110.7,MID,DEF
8000799,Will Setterfield,ESS,ADE,Not Named,11510,0,24.95128452800748,-25,49.9,MID,
8000803,Tim Taranto,RIC,POR,Start,14770,90.9,26.625805575265133,64.3,144.2,MID,
8000841,Willem Drew,POR,RIC,Start,12840,79.3,20.557467425331826,58.7,120.4,MID,
8000850,Todd Marshall,POR,RIC,Not Named,7860,0,23.290074843308183,-23.3,46.6,FWD,
8000852,Sam Powell-Pepper,POR,RIC,Start,8100,56.8,20.56402560346573,36.2,97.9,FWD,
8000857,Ivan Soldo,POR,RIC,Not Named,10920,0,21.58521796543608,-21.6,43.2,RK,
8000858,Tyson Stengle,GEE,STK,Start,9420,61.1,19.43405841657855,41.7,100,FWD,
8000867,Rowan Marshall,STK,GEE,Start,15750,111.7,28.958341948367977,82.7,169.6,RK,
8000872,Jordan Dawson,ADE,ESS,Start,16090,111.6,25.682846515433653,85.9,163,MID,
8000892,Willie Rioli,POR,RIC,Start,8130,52.4,19.866342156309265,32.5,92.1,FWD,
8000908,Darcy Fogarty,ADE,ESS,Start,8720,56,22.150992670741815,33.8,100.3,FWD,
8000910,Lachlan Murphy,ADE,ESS,Not Named,8090,0,17.264655941401813,-17.3,34.5,FWD,
8000919,Paddy Dow,STK,GEE,Not Named,9880,0,21.528958008044338,-21.5,43.1,MID,
8000929,Matt Guelfi,ESS,ADE,Not Named,9130,0,20.494112926104673,-20.5,41,FWD,
8000933,Brandon Zerk-Thatcher,POR,RIC,Not Named,7960,0,19.020503740509096,-19,38,DEF,
8000947,Gryan Miers,GEE,STK,Start,13200,87.5,22.35098959918597,65.1,132.2,FWD,
8000980,Kane Farrell,POR,RIC,Start,12380,79.1,22.66539403885641,56.4,124.4,DEF,
8000985,Noah Balta,RIC,POR,Not Named,8530,0,18.5306978419415,-18.5,37.1,DEF,FWD
8000988,Jack Higgins,STK,GEE,Start,8760,60.4,19.987424408350904,40.4,100.4,FWD,
8000989,Ben Miller,RIC,POR,Start,8310,50.9,18.670867550736155,32.2,88.2,DEF,FWD
8000991,Hunter Clark,STK,GEE,Start,10570,74.5,21.752022536679174,52.7,118,MID,DEF
8001364,Jordon Butts,ADE,ESS,Not Named,6670,0,15.367251947971454,-15.4,30.7,DEF,
8001366,Chayce Jones,ADE,ESS,Not Named,9420,0,21.512238319513106,-21.5,43,MID,DEF
8001369,Lachlan Sholl,ADE,ESS,Start,11950,82,27.431237536662337,54.6,136.9,MID,
8001370,Kieran Strachan,ADE,ESS,Not Named,8210,0,21.80869201990453,-21.8,43.6,RK,
8001383,Liam Stocker,STK,GEE,Start,7750,54.9,19.332097310728575,35.6,93.6,DEF,
8001386,Mark Keane,ADE,ESS,Start,8840,58.1,17.464710963318517,40.6,93,DEF,
8001400,Tom Atkins,GEE,STK,Start,10270,69.8,22.32314433788218,47.5,114.4,MID,
8001410,Chris Burgess,ADE,ESS,Not Named,6280,0,20.772404814365416,-20.8,41.5,FWD,RK
8001414,Jack Lukosius,POR,RIC,Start,7900,59.7,20.813891901327946,38.9,101.3,FWD,
8001416,Izak Rankine,ADE,ESS,Start,13770,83.7,23.972912137475472,59.7,131.6,FWD,MID
8001419,Jye Caldwell,ESS,ADE,Start,15560,103,24.95839446104963,78,152.9,MID,
8001426,Jacob Koschitzke,RIC,POR,Not Named,7590,0,16.87609996023355,-16.9,33.8,FWD,RK
8001443,Zak Butters,POR,RIC,Not Named,15560,0,28.83813596165279,-28.8,57.7,MID,
8001445,Xavier Duursma,ESS,ADE,Start,12570,82.2,22.08795330734508,60.1,126.4,MID,
8001449,Connor Rozee,POR,RIC,Start,15650,104.3,27.618740234930694,76.7,159.5,MID,
8001454,Jack Ross,RIC,POR,Start,11860,79.8,26.285064728217804,53.5,132.4,MID,
