Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000078,DEF,Aidan Corr,North Melbourne,Adelaide Crows,8490,72.5,72.5,CONFIRMED IN TEAM TO PLAY,53,10
8000156,MID,Matt Crouch,Adelaide Crows,North Melbourne,15830,110,110,CONFIRMED IN TEAM TO PLAY,55,13
8000162,DEF,Rory Laird,Adelaide Crows,North Melbourne,14820,95,95,CONFIRMED IN TEAM TO PLAY,108,6
8000168,DEF,Wayne Milera,Adelaide Crows,North Melbourne,10980,63,63,CONFIRMED IN TEAM TO PLAY,37,1
8000175,FWD,Taylor Walker,Adelaide Crows,North Melbourne,8550,65.5,65.5,CONFIRMED IN TEAM TO PLAY,85,21
8000190,DEF,Luke McDonald,North Melbourne,Adelaide Crows,9160,64,64,CONFIRMED IN TEAM TO PLAY,68,3
8000242,MID,Luke Parker,North Melbourne,Adelaide Crows,10980,80,80,CONFIRMED IN TEAM TO PLAY,83,18
8000242,FWD,Luke Parker,North Melbourne,Adelaide Crows,10980,80,80,CONFIRMED IN TEAM TO PLAY,83,18
8000282,DEF,Caleb Daniel,North Melbourne,Adelaide Crows,13780,102.5,102.5,CONFIRMED IN TEAM TO PLAY,115,23
8000301,DEF,Alex Pearce,Fremantle,West Coast Eagles,6000,45.5,45.5,CONFIRMED IN TEAM TO PLAY,38,6
8000331,FWD,Jamie Cripps,West Coast Eagles,Fremantle,9530,53,53,CONFIRMED IN TEAM TO PLAY,68,3
8000332,FWD,Jack Darling,North Melbourne,Adelaide Crows,8560,70,70,CONFIRMED IN TEAM TO PLAY,64,7
8000333,DEF,Liam Duggan,West Coast Eagles,Fremantle,12000,69.5,69.5,CONFIRMED IN TEAM TO PLAY,54,11
8000333,MID,Liam Duggan,West Coast Eagles,Fremantle,12000,69.5,69.5,CONFIRMED IN TEAM TO PLAY,54,11
8000344,DEF,Jeremy McGovern,West Coast Eagles,Fremantle,11500,62.5,62.5,CONFIRMED IN TEAM TO PLAY,67,3
8000455,DEF,James Aish,Fremantle,West Coast Eagles,7330,0,0,NAMED AS EMERGENCY RESERVE,13,0
8000492,DEF,Tom Cole,West Coast Eagles,Fremantle,10160,69,69,CONFIRMED IN TEAM TO PLAY,49,7
8000503,DEF,Darcy Tucker,North Melbourne,Adelaide Crows,10200,37,37,CONFIRMED IN TEAM TO PLAY,76,1
8000514,FWD,Alex Neal-Bullen,Adelaide Crows,North Melbourne,12030,81.5,81.5,CONFIRMED IN TEAM TO PLAY,59,3
8000524,FWD,Ben Keays,Adelaide Crows,North Melbourne,13140,103.5,103.5,CONFIRMED IN TEAM TO PLAY,97,10
8000546,MID,Jayden Hunt,West Coast Eagles,Fremantle,9240,39,39,CONFIRMED IN TEAM TO PLAY,53,2
8000668,RK,Reilly O'Brien,Adelaide Crows,North Melbourne,12800,86,86,CONFIRMED IN TEAM TO PLAY,88,15
8000711,DEF,Mitchell Hinge,Adelaide Crows,North Melbourne,12040,76.5,76.5,CONFIRMED IN TEAM TO PLAY,96,3
8000761,DEF,Brennan Cox,Fremantle,West Coast Eagles,7790,45,45,CONFIRMED IN TEAM TO PLAY,26,4
8000767,DEF,Luke Ryan,Fremantle,West Coast Eagles,14930,78,78,CONFIRMED IN TEAM TO PLAY,70,3
8000796,MID,Isaac Cumming,Adelaide Crows,North Melbourne,9590,50,50,CONFIRMED IN TEAM TO PLAY,50,9
8000796,DEF,Isaac Cumming,Adelaide Crows,North Melbourne,9590,50,50,CONFIRMED IN TEAM TO PLAY,50,9
8000832,FWD,Nick Larkey,North Melbourne,Adelaide Crows,8560,64.5,64.5,CONFIRMED IN TEAM TO PLAY,74,4
8000835,MID,Jy Simpkin,North Melbourne,Adelaide Crows,13270,103,103,CONFIRMED IN TEAM TO PLAY,117,7
