Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000056,RK,Max Gawn,Melbourne,North Melbourne,16050,91.33,91.33,CONFIRMED IN TEAM TO PLAY,63,8
8000066,DEF,Tom McDonald,Melbourne,North Melbourne,9920,58.33,58.33,CONFIRMED IN TEAM TO PLAY,43,2
8000067,MID,Clayton Oliver,Melbourne,North Melbourne,14110,102,102,CONFIRMED IN TEAM TO PLAY,114,6
8000069,DEF,Christian Salem,Melbourne,North Melbourne,13640,102,102,CONFIRMED IN TEAM TO PLAY,97,14
8000074,MID,Jack Viney,Melbourne,North Melbourne,12590,77.33,77.33,CONFIRMED IN TEAM TO PLAY,80,7
8000078,DEF,Aidan Corr,North Melbourne,Melbourne,8570,66,66,CONFIRMED IN TEAM TO PLAY,63,3
8000127,FWD,Callum Ah Chee,Brisbane Lions,West Coast Eagles,9690,60.5,65.33,CONFIRMED IN TEAM TO PLAY,85,3
8000130,FWD,Sam Day,Brisbane Lions,West Coast Eagles,7690,50,50,CONFIRMED IN TEAM TO PLAY,41,25
8000130,RK,Sam Day,Brisbane Lions,West Coast Eagles,7690,50,50,CONFIRMED IN TEAM TO PLAY,41,25
8000163,DEF,Jake Lever,Melbourne,North Melbourne,8050,66.5,66.5,CONFIRMED IN TEAM TO PLAY,40,8
8000190,DEF,Luke McDonald,North Melbourne,Melbourne,9260,65.33,65.33,CONFIRMED IN TEAM TO PLAY,57,3
8000211,RK,Brodie Grundy,Sydney Swans,Fremantle,13100,82,82,CONFIRMED IN TEAM TO PLAY,82,13
8000230,MID,Isaac Heeney,Sydney Swans,Fremantle,15460,87.33,87.33,CONFIRMED IN TEAM TO PLAY,79,3
8000237,MID,Jake Lloyd,Sydney Swans,Fremantle,12570,82,82,CONFIRMED IN TEAM TO PLAY,99,7
8000237,DEF,Jake Lloyd,Sydney Swans,Fremantle,12570,82,82,CONFIRMED IN TEAM TO PLAY,99,7
8000241,FWD,Tom Papley,Sydney Swans,Fremantle,8900,43,43,CONFIRMED IN TEAM TO PLAY,69,1
8000241,MID,Tom Papley,Sydney Swans,Fremantle,8900,43,43,CONFIRMED IN TEAM TO PLAY,69,1
8000242,MID,Luke Parker,North Melbourne,Melbourne,10950,81,81,CONFIRMED IN TEAM TO PLAY,75,18
8000242,FWD,Luke Parker,North Melbourne,Melbourne,10950,81,81,CONFIRMED IN TEAM TO PLAY,75,18
8000243,DEF,Dane Rampe,Sydney Swans,Fremantle,7050,65,65,CONFIRMED IN TEAM TO PLAY,79,7
8000264,MID,Lachie Neale,Brisbane Lions,West Coast Eagles,15730,90,107.67,CONFIRMED IN TEAM TO PLAY,117,33
8000282,DEF,Caleb Daniel,North Melbourne,Melbourne,13670,106.67,106.67,CONFIRMED IN TEAM TO PLAY,114,7
8000284,MID,Josh Dunkley,Brisbane Lions,West Coast Eagles,16770,116.75,112.33,CONFIRMED IN TEAM TO PLAY,111,22
8000301,DEF,Alex Pearce,Fremantle,Sydney Swans,6530,43,43,CONFIRMED IN TEAM TO PLAY,43,1
8000303,DEF,Harris Andrews,Brisbane Lions,West Coast Eagles,8570,59.25,72.67,CONFIRMED IN TEAM TO PLAY,93,2
8000315,DEF,Ryan Lester,Brisbane Lions,West Coast Eagles,9950,59.75,60.67,CONFIRMED IN TEAM TO PLAY,94,1
8000331,FWD,Jamie Cripps,West Coast Eagles,Brisbane Lions,9630,58,58,CONFIRMED IN TEAM TO PLAY,55,3
8000332,FWD,Jack Darling,North Melbourne,Melbourne,8290,68,68,CONFIRMED IN TEAM TO PLAY,72,5
8000333,DEF,Liam Duggan,West Coast Eagles,Brisbane Lions,12970,64.33,64.33,CONFIRMED IN TEAM TO PLAY,68,2
8000333,MID,Liam Duggan,West Coast Eagles,Brisbane Lions,12970,64.33,64.33,CONFIRMED IN TEAM TO PLAY,68,2
8000344,DEF,Jeremy McGovern,West Coast Eagles,Brisbane Lions,11900,64,64,CONFIRMED IN TEAM TO PLAY,64,5
8000467,DEF,Dayne Zorko,Brisbane Lions,West Coast Eagles,16910,109,108,CONFIRMED IN TEAM TO PLAY,126,16
8000469,MID,Ed Langdon,Melbourne,North Melbourne,12490,85.67,85.67,CONFIRMED IN TEAM TO PLAY,66,3
8000483,DEF,Joel Hamling,Sydney Swans,Fremantle,6000,47.5,47.5,CONFIRMED IN TEAM TO PLAY,51,4
8000492,DEF,Tom Cole,West Coast Eagles,Brisbane Lions,10080,62.33,62.33,CONFIRMED IN TEAM TO PLAY,49,3
8000503,DEF,Darcy Tucker,North Melbourne,Melbourne,9940,50,50,CONFIRMED IN TEAM TO PLAY,62,1
8000531,FWD,Conor McKenna,Brisbane Lions,West Coast Eagles,6000,28.5,28.5,NAMED AS EMERGENCY RESERVE,25,1
8000546,DEF,Jayden Hunt,West Coast Eagles,Brisbane Lions,8760,43.67,43.67,CONFIRMED IN TEAM TO PLAY,52,8
8000546,MID,Jayden Hunt,West Coast Eagles,Brisbane Lions,8760,43.67,43.67,CONFIRMED IN TEAM TO PLAY,52,8
8000555,MID,Christian Petracca,Melbourne,North Melbourne,14850,88,88,CONFIRMED IN TEAM TO PLAY,89,11
8000607,DEF,Corey Wagner,Fremantle,Sydney Swans,10170,76,76,CONFIRMED IN TEAM TO PLAY,81,2
8000609,FWD,Eric Hipwood,Brisbane Lions,West Coast Eagles,8020,49.5,57,CONFIRMED IN TEAM TO PLAY,83,13
8000706,MID,Jarrod Berry,Brisbane Lions,West Coast Eagles,12900,91.25,87,CONFIRMED IN TEAM TO PLAY,118,16
8000713,MID,Hugh McCluggage,Brisbane Lions,West Coast Eagles,15200,103,117.33,CONFIRMED IN TEAM TO PLAY,90,12
8000714,RK,Oscar McInerney,Brisbane Lions,West Coast Eagles,13510,84.33,84.33,CONFIRMED IN TEAM TO PLAY,86,27
8000761,DEF,Brennan Cox,Fremantle,Sydney Swans,7970,38.67,38.67,CONFIRMED IN TEAM TO PLAY,55,1
8000767,DEF,Luke Ryan,Fremantle,Sydney Swans,13630,75.33,75.33,CONFIRMED IN TEAM TO PLAY,90,21
8000811,MID,Jaeger O'Meara,Fremantle,Sydney Swans,11020,93,93,CONFIRMED IN TEAM TO PLAY,87,4
8000832,FWD,Nick Larkey,North Melbourne,Melbourne,8020,67.67,67.67,CONFIRMED IN TEAM TO PLAY,64,3
8000835,MID,Jy Simpkin,North Melbourne,Melbourne,13290,107.67,107.67,CONFIRMED IN TEAM TO PLAY,81,10
8000839,FWD,Cameron Zurhaar,North Melbourne,Melbourne,10890,79.33,79.33,CONFIRMED IN TEAM TO PLAY,86,2
8000848,RK,Peter Ladhams,Sydney Swans,Fremantle,10600,56,56,CONFIRMED IN TEAM TO PLAY,56,1
8000854,MID,Shai Bolton,Fremantle,Sydney Swans,10160,55,55,CONFIRMED IN TEAM TO PLAY,46,5
8000854,FWD,Shai Bolton,Fremantle,Sydney Swans,10160,55,55,CONFIRMED IN TEAM TO PLAY,46,5
8000874,DEF,Oliver Florent,Sydney Swans,Fremantle,10860,55.33,55.33,CONFIRMED IN TEAM TO PLAY,45,4
8000876,FWD,Will Hayward,Sydney Swans,Fremantle,8900,44,44,CONFIRMED IN TEAM TO PLAY,44,2
8000883,FWD,Toby Pink,North Melbourne,Melbourne,6000,62,62,CONFIRMED IN TEAM TO PLAY,68,0
