Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000040,MID,Kamdyn McIntosh,Richmond,St Kilda,9460,79,79,CONFIRMED IN TEAM TO PLAY,100,8
8000047,DEF,Daniel Rioli,Gold Coast SUNS,Melbourne,12900,70.5,70.5,CONFIRMED IN TEAM TO PLAY,63,4
8000050,DEF,Nick Vlastuin,Richmond,St Kilda,13020,69,69,CONFIRMED IN TEAM TO PLAY,54,1
8000056,RK,Max Gawn,Melbourne,Gold Coast SUNS,15280,95,95,CONFIRMED IN TEAM TO PLAY,84,13
8000059,FWD,Jesse Hogan,GWS GIANTS,Hawthorn,13040,0,0,CONFIRMED IN TEAM TO PLAY,68,0
8000066,DEF,Tom McDonald,Melbourne,Gold Coast SUNS,9780,55,55,CONFIRMED IN TEAM TO PLAY,65,0
8000067,MID,Clayton Oliver,Melbourne,Gold Coast SUNS,14750,99,99,CONFIRMED IN TEAM TO PLAY,108,8
8000069,DEF,Christian Salem,Melbourne,Gold Coast SUNS,13100,110.5,110.5,CONFIRMED IN TEAM TO PLAY,85,16
8000074,MID,Jack Viney,Melbourne,Gold Coast SUNS,12340,81,81,CONFIRMED IN TEAM TO PLAY,70,5
8000077,FWD,Stephen Coniglio,GWS GIANTS,Hawthorn,9280,56,56,CONFIRMED IN TEAM TO PLAY,47,8
8000080,FWD,Toby Greene,GWS GIANTS,Hawthorn,11820,97,97,CONFIRMED IN TEAM TO PLAY,81,5
8000084,MID,Josh Kelly,GWS GIANTS,Hawthorn,14040,108,108,CONFIRMED IN TEAM TO PLAY,79,5
8000097,MID,Callan Ward,GWS GIANTS,Hawthorn,10360,67,67,CONFIRMED IN TEAM TO PLAY,13,0
8000098,DEF,Lachie Whitfield,GWS GIANTS,Hawthorn,17340,105,105,CONFIRMED IN TEAM TO PLAY,120,1
8000127,FWD,Callum Ah Chee,Brisbane Lions,Geelong Cats,10210,60.33,60.33,CONFIRMED IN TEAM TO PLAY,50,0
8000130,FWD,Sam Day,Brisbane Lions,Geelong Cats,7500,41,41,CONFIRMED IN TEAM TO PLAY,41,1
8000130,RK,Sam Day,Brisbane Lions,Geelong Cats,7500,41,41,CONFIRMED IN TEAM TO PLAY,41,1
8000137,FWD,Tom Lynch,Richmond,St Kilda,6850,51,51,CONFIRMED IN TEAM TO PLAY,41,15
8000140,DEF,Steven May,Melbourne,Gold Coast SUNS,10980,0,0,CONFIRMED IN TEAM TO PLAY,58,6
8000142,MID,Touk Miller,Gold Coast SUNS,Melbourne,14810,104.5,104.5,CONFIRMED IN TEAM TO PLAY,114,2
8000225,RK,Jarrod Witts,Gold Coast SUNS,Melbourne,14750,102,102,CONFIRMED IN TEAM TO PLAY,79,5
8000234,MID,Zak Jones,St Kilda,Richmond,12010,72.5,72.5,CONFIRMED IN TEAM TO PLAY,71,4
8000240,RK,Toby Nankervis,Richmond,St Kilda,14860,96,96,CONFIRMED IN TEAM TO PLAY,97,7
8000264,MID,Lachie Neale,Brisbane Lions,Geelong Cats,14970,81.67,81.67,CONFIRMED IN TEAM TO PLAY,91,7
8000275,MID,Lachie Weller,Gold Coast SUNS,Melbourne,10290,63,63,CONFIRMED IN TEAM TO PLAY,45,5
8000284,MID,Josh Dunkley,Brisbane Lions,Geelong Cats,16070,117,117,CONFIRMED IN TEAM TO PLAY,110,17
8000289,MID,Jack Macrae,St Kilda,Richmond,16720,131,131,CONFIRMED IN TEAM TO PLAY,113,33
8000297,FWD,Jake Stringer,GWS GIANTS,Hawthorn,10320,0,0,CONFIRMED IN TEAM TO PLAY,54,0
8000297,MID,Jake Stringer,GWS GIANTS,Hawthorn,10320,0,0,CONFIRMED IN TEAM TO PLAY,54,0
8000303,DEF,Harris Andrews,Brisbane Lions,Geelong Cats,9070,60.67,60.67,CONFIRMED IN TEAM TO PLAY,70,1
8000315,DEF,Ryan Lester,Brisbane Lions,Geelong Cats,10550,71,71,CONFIRMED IN TEAM TO PLAY,62,1
8000355,DEF,Karl Amon,Hawthorn,GWS GIANTS,13640,103,103,CONFIRMED IN TEAM TO PLAY,60,5
8000365,DEF,Jarman Impey,Hawthorn,GWS GIANTS,10140,60.33,60.33,CONFIRMED IN TEAM TO PLAY,37,1
8000381,MID,Jack Billings,Melbourne,Gold Coast SUNS,9730,0,0,CONFIRMED IN TEAM TO PLAY,47,4
8000399,DEF,Jack Sinclair,St Kilda,Richmond,16820,102,102,CONFIRMED IN TEAM TO PLAY,134,13
8000399,MID,Jack Sinclair,St Kilda,Richmond,16820,102,102,CONFIRMED IN TEAM TO PLAY,134,13
8000402,DEF,Jimmy Webster,St Kilda,Richmond,8660,41.5,41.5,CONFIRMED IN TEAM TO PLAY,73,1
8000405,DEF,Mark Blicavs,Geelong Cats,Brisbane Lions,10770,76.33,76.33,CONFIRMED IN TEAM TO PLAY,77,5
8000405,RK,Mark Blicavs,Geelong Cats,Brisbane Lions,10770,76.33,76.33,CONFIRMED IN TEAM TO PLAY,77,5
8000408,MID,Patrick Dangerfield,Geelong Cats,Brisbane Lions,11170,65,65,CONFIRMED IN TEAM TO PLAY,84,1
8000408,FWD,Patrick Dangerfield,Geelong Cats,Brisbane Lions,11170,65,65,CONFIRMED IN TEAM TO PLAY,84,1
8000431,FWD,Luke Breust,Hawthorn,GWS GIANTS,6160,0,0,NAMED AS EMERGENCY RESERVE,6,0
8000437,FWD,Jack Gunston,Hawthorn,GWS GIANTS,7770,59,59,CONFIRMED IN TEAM TO PLAY,81,0
8000438,FWD,Blake Hardwick,Hawthorn,GWS GIANTS,10600,64.33,64.33,CONFIRMED IN TEAM TO PLAY,98,1
